date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2007-10-09,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2007-10-10,0.0080636467,0.0080699470,0.0039092977,0.0062864039,0.0065495621,0.0079861794,0.0052124278,0.0046173237,0.0043815233
2007-10-11,0.0063498487,0.0091472300,0.0031873107,0.0035229404,0.0045170481,0.0069036916,0.0004861644,-0.0006524575,-0.0002260580
2007-10-12,0.0011780394,0.0042181608,-0.0032215518,0.0019914563,0.0021757085,0.0047824799,0.0005525101,0.0002994202,0.0007036851
2007-10-15,0.0059209985,0.0091595142,0.0080767042,0.0023680968,0.0040546068,0.0068227608,0.0003435307,-0.0005772021,-0.0004302246
2007-10-16,-0.0024957339,0.0027565280,0.0048094601,-0.0036775161,-0.0036359387,0.0010082496,-0.0094245956,-0.0107529180,-0.0101238185
2007-10-17,-0.0090906008,0.0010585531,0.0012209909,-0.0117888778,-0.0119820708,-0.0061514348,-0.0230859181,-0.0258701608,-0.0243060817
2007-10-18,-0.0073307541,0.0057697379,0.0028538646,-0.0087777746,-0.0060246380,-0.0007467169,-0.0172426635,-0.0210135129,-0.0196105536
2007-10-19,-0.0080837004,0.0048036902,0.0018544749,-0.0129748788,-0.0099391497,-0.0040770158,-0.0237028643,-0.0291129648,-0.0271938364
2007-10-22,-0.0340330118,-0.0118708346,-0.0129147499,-0.0319681448,-0.0298891517,-0.0259048339,-0.0474485318,-0.0522777225,-0.0491702350
2007-10-23,-0.0302418353,-0.0099229219,-0.0127333009,-0.0278317832,-0.0256163141,-0.0235547764,-0.0411465081,-0.0462189690,-0.0429618023
2007-10-24,-0.0214774958,0.0016059352,0.0038185479,-0.0241521562,-0.0189671407,-0.0174271671,-0.0388906139,-0.0444651907,-0.0412088857
2007-10-25,-0.0239219033,-0.0010517765,-0.0035468480,-0.0246223034,-0.0217886192,-0.0187700628,-0.0404537875,-0.0471720283,-0.0446376228
2007-10-26,-0.0248986979,-0.0003289566,-0.0081604655,-0.0243052805,-0.0233378700,-0.0200633733,-0.0424810851,-0.0508195149,-0.0471425764
