date,da_mean_xgboost,da_min_xgboost,da_max_xgboost,spearman_mean_xgboost,mae_mean_xgboost,mae_sd_xgboost,r2_rank_mean_xgboost,r2_rank_sd_xgboost,da_mean_random_forest,da_min_random_forest,da_max_random_forest,spearman_mean_random_forest,mae_mean_random_forest,mae_sd_random_forest,r2_rank_mean_random_forest,r2_rank_sd_random_forest,da_mean_lstm,da_min_lstm,da_max_lstm,spearman_mean_lstm,mae_mean_lstm,mae_sd_lstm,r2_rank_mean_lstm,r2_rank_sd_lstm
overall,0.555404,0.050000,1.000000,0.052888,0.249286,0.010619,-0.004572,0.085175,0.538651,0.050000,1.000000,0.046966,0.249824,0.008433,-0.005747,0.068938,0.507801,0.200000,0.842105,-0.013715,0.270614,0.030010,-0.266186,0.264787
