date,da_mean_xgboost,da_min_xgboost,da_max_xgboost,spearman_mean_xgboost,mae_mean_xgboost,mae_sd_xgboost,r2_rank_mean_xgboost,r2_rank_sd_xgboost,da_mean_random_forest,da_min_random_forest,da_max_random_forest,spearman_mean_random_forest,mae_mean_random_forest,mae_sd_random_forest,r2_rank_mean_random_forest,r2_rank_sd_random_forest
overall,0.602679,0.050000,1.000000,0.025635,0.249887,0.012482,-0.016497,0.098020,0.563017,0.050000,0.900000,0.005912,0.250977,0.011500,-0.018834,0.103836
