date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2007-10-09,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2007-10-10,0.0080636467,0.0080699470,0.0039092977,0.0062864039,0.0065495621,0.0079861794,0.0053384768,0.0043938709,0.0056814956
2007-10-11,0.0063498487,0.0091472300,0.0031873107,0.0035229404,0.0045170481,0.0069036916,0.0035721242,-0.0003830149,0.0027659854
2007-10-12,0.0011780394,0.0042181608,-0.0032215518,0.0019914563,0.0021757085,0.0047824799,0.0033763276,-0.0000905057,0.0015405660
2007-10-15,0.0059209985,0.0091595142,0.0080767042,0.0023680968,0.0040546068,0.0068227608,0.0039154601,-0.0011201326,0.0008966417
2007-10-16,-0.0024957339,0.0027565280,0.0048094601,-0.0036775161,-0.0036359387,0.0010082496,-0.0032395422,-0.0102342000,-0.0061547462
2007-10-17,-0.0090906008,0.0010585531,0.0012209909,-0.0117888778,-0.0119820708,-0.0061514348,-0.0116477415,-0.0249631041,-0.0163806823
2007-10-18,-0.0073307541,0.0057697379,0.0028538646,-0.0087777746,-0.0060246380,-0.0007467169,-0.0089554143,-0.0200955128,-0.0141742432
2007-10-19,-0.0080837004,0.0048036902,0.0018544749,-0.0129748788,-0.0099391497,-0.0040770158,-0.0133454142,-0.0275558760,-0.0195384047
2007-10-22,-0.0340330118,-0.0118708346,-0.0129147499,-0.0319681448,-0.0298891517,-0.0259048339,-0.0360328792,-0.0505529572,-0.0401868698
2007-10-23,-0.0302418353,-0.0099229219,-0.0127333009,-0.0278317832,-0.0256163141,-0.0235547764,-0.0324696328,-0.0440024878,-0.0352344552
2007-10-24,-0.0214774958,0.0016059352,0.0038185479,-0.0241521562,-0.0189671407,-0.0174271671,-0.0303694703,-0.0425301003,-0.0325829188
2007-10-25,-0.0239219033,-0.0010517765,-0.0035468480,-0.0246223034,-0.0217886192,-0.0187700628,-0.0332269813,-0.0464645127,-0.0363983481
