date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2022-01-03,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-01-04,0.0063538242,0.0159178858,0.0000000000,0.0053366695,0.0139124450,0.0175135599,0.0196457313,0.0231301893,0.0178470004
2022-01-05,0.0057240039,0.0019396041,-0.0384907254,0.0018504837,0.0103569433,0.0080575506,0.0144464451,0.0155859760,0.0147861124
2022-01-06,-0.0138592604,-0.0184191658,-0.0763521138,-0.0082045335,-0.0070201124,-0.0186381607,-0.0084787259,-0.0081235873,-0.0044550294
2022-01-07,-0.0148234941,-0.0238213471,-0.0871774336,-0.0107728536,-0.0093051341,-0.0233558044,-0.0097848289,-0.0080813281,-0.0061834249
2022-01-10,-0.0188819352,-0.0321435278,-0.1096504961,-0.0098944295,-0.0128351848,-0.0275120473,-0.0164942247,-0.0156500497,-0.0096864174
2022-01-11,-0.0203240057,-0.0307945084,-0.0902161484,-0.0131613883,-0.0146480139,-0.0267829032,-0.0178121949,-0.0169929693,-0.0110799902
2022-01-12,-0.0112057193,-0.0241771243,-0.0818173207,-0.0094356168,-0.0088666969,-0.0178161300,-0.0098894734,-0.0081539286,-0.0041003240
2022-01-13,-0.0083919273,-0.0176462200,-0.0599238878,-0.0079993263,-0.0049565898,-0.0116245203,-0.0038602267,-0.0024555907,0.0004070877
2022-01-14,-0.0227379565,-0.0393314523,-0.1134399887,-0.0204689464,-0.0214489122,-0.0350664886,-0.0243692436,-0.0252808901,-0.0171859697
2022-01-18,-0.0219183122,-0.0392810044,-0.1039764386,-0.0237172440,-0.0243828452,-0.0311323171,-0.0277797075,-0.0262141851,-0.0211733423
2022-01-19,-0.0404774176,-0.0600866628,-0.1260023853,-0.0415863892,-0.0446056870,-0.0529586959,-0.0471744976,-0.0463619115,-0.0416771123
2022-01-20,-0.0502142086,-0.0704036296,-0.1540021556,-0.0465962586,-0.0533167541,-0.0636989590,-0.0591238578,-0.0600436042,-0.0522688541
2022-01-21,-0.0613129509,-0.0830191088,-0.1588168786,-0.0554126649,-0.0639037268,-0.0753016414,-0.0701356674,-0.0708353969,-0.0625042447
2022-01-24,-0.0804089462,-0.1065705767,-0.2004974818,-0.0764537907,-0.0885278513,-0.1012763116,-0.1017794720,-0.1052857596,-0.0908314007
2022-01-25,-0.0776410415,-0.1065292076,-0.2147382884,-0.0798042362,-0.0898401255,-0.1012895973,-0.1036407984,-0.1085254568,-0.0921547224
2022-01-26,-0.0898876320,-0.1221411244,-0.2255281889,-0.0847443090,-0.0994594964,-0.1175085970,-0.1157275278,-0.1212724594,-0.1018949333
2022-01-27,-0.0913853889,-0.1178896594,-0.2082927653,-0.0797693434,-0.0928818931,-0.1094824444,-0.1073846066,-0.1130256067,-0.0951466933
2022-01-28,-0.0967840241,-0.1306118049,-0.2752991149,-0.0790149210,-0.0988562139,-0.1165715972,-0.1174709715,-0.1260019939,-0.1021562790
2022-01-31,-0.0727280562,-0.1015900122,-0.2514960734,-0.0515976467,-0.0684007514,-0.0813448742,-0.0800750987,-0.0869975899,-0.0704101619
2022-02-01,-0.0540182300,-0.0780430402,-0.1934115744,-0.0410864433,-0.0499032164,-0.0579350141,-0.0575469984,-0.0605511716,-0.0497021287
2022-02-02,-0.0471786697,-0.0729107318,-0.1932465402,-0.0349514711,-0.0428576529,-0.0530078451,-0.0477499271,-0.0504944456,-0.0417167526
2022-02-03,-0.0378002692,-0.0596456882,-0.1983861317,-0.0228874358,-0.0317074854,-0.0384042761,-0.0364052467,-0.0422628451,-0.0318569244
