date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2022-01-03,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-01-04,0.0063538242,0.0159178858,0.0000000000,0.0053366695,0.0139124450,0.0175135599,0.0227870303,0.0228480946,0.0210182305
2022-01-05,0.0057240039,0.0019396041,-0.0384907254,0.0018504837,0.0103569433,0.0080575506,0.0155003936,0.0150088117,0.0158734656
2022-01-06,-0.0138592604,-0.0184191658,-0.0763521138,-0.0082045335,-0.0070201124,-0.0186381607,-0.0078441115,-0.0091682154,-0.0054294954
2022-01-07,-0.0148234941,-0.0238213471,-0.0871774336,-0.0107728536,-0.0093051341,-0.0233558044,-0.0085357690,-0.0094839857,-0.0072043928
2022-01-10,-0.0188819352,-0.0321435278,-0.1096504961,-0.0098944295,-0.0128351848,-0.0275120473,-0.0156139987,-0.0171298830,-0.0128058349
2022-01-11,-0.0203240057,-0.0307945084,-0.0902161484,-0.0131613883,-0.0146480139,-0.0267829032,-0.0166146837,-0.0181377584,-0.0131357520
2022-01-12,-0.0112057193,-0.0241771243,-0.0818173207,-0.0094356168,-0.0088666969,-0.0178161300,-0.0087042880,-0.0093485901,-0.0052874501
2022-01-13,-0.0083919273,-0.0176462200,-0.0599238878,-0.0079993263,-0.0049565898,-0.0116245203,-0.0029062487,-0.0036366733,0.0003093455
2022-01-14,-0.0227379565,-0.0393314523,-0.1134399887,-0.0204689464,-0.0214489122,-0.0350664886,-0.0251169601,-0.0269957310,-0.0197875857
2022-01-18,-0.0219183122,-0.0392810044,-0.1039764386,-0.0237172440,-0.0243828452,-0.0311323171,-0.0273152666,-0.0277139359,-0.0239050385
2022-01-19,-0.0404774176,-0.0600866628,-0.1260023853,-0.0415863892,-0.0446056870,-0.0529586959,-0.0470269582,-0.0484946135,-0.0447339295
2022-01-20,-0.0502142086,-0.0704036296,-0.1540021556,-0.0465962586,-0.0533167541,-0.0636989590,-0.0601812321,-0.0622950453,-0.0565510181
2022-01-21,-0.0613129509,-0.0830191088,-0.1588168786,-0.0554126649,-0.0639037268,-0.0753016414,-0.0718635717,-0.0735208307,-0.0669406319
2022-01-24,-0.0804089462,-0.1065705767,-0.2004974818,-0.0764537907,-0.0885278513,-0.1012763116,-0.1042917416,-0.1073439251,-0.0973705949
2022-01-25,-0.0776410415,-0.1065292076,-0.2147382884,-0.0798042362,-0.0898401255,-0.1012895973,-0.1067864627,-0.1099668717,-0.0987531803
2022-01-26,-0.0898876320,-0.1221411244,-0.2255281889,-0.0847443090,-0.0994594964,-0.1175085970,-0.1187081497,-0.1232806611,-0.1092598294
2022-01-27,-0.0913853889,-0.1178896594,-0.2082927653,-0.0797693434,-0.0928818931,-0.1094824444,-0.1105500038,-0.1147891218,-0.1029767185
2022-01-28,-0.0967840241,-0.1306118049,-0.2752991149,-0.0790149210,-0.0988562139,-0.1165715972,-0.1234948700,-0.1279443145,-0.1136970422
2022-01-31,-0.0727280562,-0.1015900122,-0.2514960734,-0.0515976467,-0.0684007514,-0.0813448742,-0.0867256745,-0.0900049217,-0.0816124211
2022-02-01,-0.0540182300,-0.0780430402,-0.1934115744,-0.0410864433,-0.0499032164,-0.0579350141,-0.0609142025,-0.0630678009,-0.0576863605
2022-02-02,-0.0471786697,-0.0742509775,-0.1934115744,-0.0350188759,-0.0429801501,-0.0528677623,-0.0509792427,-0.0533513743,-0.0492510279
2022-02-03,-0.0378002692,-0.0583614251,-0.1888638179,-0.0229351869,-0.0318349191,-0.0377916142,-0.0441976791,-0.0460614996,-0.0379457778
2022-02-04,-0.0624937409,-0.0761757786,-0.2180018530,-0.0484253106,-0.0637016182,-0.0784636137,-0.0933500097,-0.0921585549,-0.0808873207
