date,cum_log_return_xgboost,cum_log_return_random_forest,cum_log_return_lstm,cum_log_return_equal_weight,cum_log_return_hrp,cum_log_return_market_cap,cum_log_return_markowitz,cum_log_return_markowitz_unc
1998-03-04,0.077239,0.093667,0.096795,0.082395,0.071682,0.089204,0.062429,0.052746
1998-03-05,0.059751,0.076071,0.085519,0.070162,0.062661,0.075079,0.052848,0.047064
1998-03-06,0.080908,0.098923,0.106137,0.091882,0.083515,0.096533,0.074184,0.068419
1998-03-09,0.074159,0.092134,0.105827,0.091438,0.087863,0.095387,0.069918,0.061232
1998-03-10,0.084113,0.102191,0.115353,0.101498,0.096960,0.105726,0.081839,0.073875
1998-03-11,0.091484,0.109073,0.120938,0.106568,0.101449,0.108886,0.085887,0.075633
1998-03-12,0.097137,0.114865,0.129081,0.111295,0.105270,0.111264,0.087387,0.077120
1998-03-13,0.097413,0.115311,0.128799,0.110625,0.104144,0.109431,0.087331,0.076731
1998-03-16,0.110604,0.128391,0.139821,0.121961,0.116427,0.119352,0.099770,0.088937
1998-03-17,0.107788,0.126096,0.139907,0.121935,0.116820,0.118864,0.099158,0.089053
1998-03-18,0.110155,0.127551,0.138964,0.122357,0.118327,0.122436,0.098354,0.087873
1998-03-19,0.117043,0.134536,0.142394,0.127179,0.122618,0.126540,0.105831,0.096795
1998-03-20,0.127736,0.144602,0.153782,0.139255,0.138129,0.138146,0.117666,0.109822
1998-03-23,0.119684,0.138262,0.148482,0.133924,0.131103,0.134396,0.116352,0.116357
1998-03-24,0.134102,0.150972,0.159481,0.144502,0.140672,0.143688,0.126149,0.126950
1998-03-25,0.133394,0.150025,0.159651,0.142549,0.136460,0.143944,0.125124,0.129761
1998-03-26,0.131972,0.148490,0.157874,0.140613,0.134181,0.143268,0.121250,0.125704
1998-03-27,0.125373,0.142251,0.150335,0.133460,0.125688,0.136982,0.116435,0.125536
1998-03-30,0.121242,0.138547,0.149560,0.133487,0.128709,0.140334,0.115646,0.129176
1998-03-31,0.128225,0.146172,0.157664,0.142188,0.136828,0.148586,0.127587,0.143043
1998-04-01,0.134376,0.152798,0.164405,0.149779,0.146046,0.158803,0.135383,0.147139
1998-04-02,0.146250,0.165854,0.175278,0.161873,0.158900,0.170030,0.147358,0.158762
1998-04-03,0.146328,0.166506,0.177876,0.164511,0.160845,0.172126,0.149373,0.165361
1998-04-06,0.157300,0.173420,0.175310,0.163961,0.157950,0.166404,0.150086,0.166380
1998-04-07,0.149963,0.165879,0.168843,0.155629,0.149985,0.157707,0.142678,0.153902
1998-04-08,0.138932,0.155266,0.157049,0.142859,0.136248,0.146169,0.132861,0.145242
1998-04-09,0.140934,0.156345,0.161461,0.147102,0.141586,0.150728,0.135358,0.147761
1998-04-13,0.136396,0.151839,0.157728,0.143365,0.137756,0.148787,0.131586,0.147517
1998-04-14,0.141628,0.155688,0.163095,0.146296,0.139306,0.150057,0.131752,0.144131
1998-04-15,0.143750,0.156960,0.168122,0.148592,0.140964,0.152682,0.136793,0.148780
1998-04-16,0.131917,0.145406,0.160132,0.141293,0.135049,0.146064,0.132775,0.150680
1998-04-17,0.156289,0.169555,0.183364,0.165269,0.160335,0.168102,0.161581,0.178725
1998-04-20,0.169116,0.182640,0.191377,0.174253,0.165666,0.176747,0.175384,0.201699
1998-04-21,0.181604,0.193184,0.202257,0.182691,0.171932,0.183456,0.183962,0.211991
1998-04-22,0.187858,0.203267,0.213908,0.192371,0.182147,0.193450,0.189140,0.215671
1998-04-23,0.180328,0.196519,0.205511,0.184838,0.176022,0.185048,0.178285,0.203162
1998-04-24,0.168524,0.185022,0.192688,0.172560,0.161990,0.172716,0.167845,0.198080
1998-04-27,0.145839,0.162311,0.173734,0.152505,0.143225,0.153422,0.145268,0.172401
1998-04-28,0.147233,0.162398,0.168558,0.148583,0.137777,0.149538,0.144065,0.169577
1998-04-29,0.151252,0.166562,0.172802,0.152695,0.141904,0.154414,0.149132,0.174230
1998-04-30,0.167070,0.182376,0.188183,0.168843,0.158659,0.170441,0.166021,0.190059
1998-05-01,0.168165,0.184708,0.187843,0.171004,0.162408,0.172895,0.165194,0.186529
1998-05-04,0.173502,0.188819,0.190493,0.175517,0.165955,0.174461,0.166628,0.185154
1998-05-05,0.167442,0.185127,0.185337,0.170198,0.160024,0.169006,0.159645,0.177633
1998-05-06,0.156687,0.172662,0.176041,0.160853,0.150180,0.160212,0.152562,0.168330
1998-05-07,0.148198,0.162196,0.166548,0.149706,0.137762,0.148274,0.140182,0.153684
1998-05-08,0.160367,0.175989,0.179960,0.163591,0.151362,0.163633,0.157430,0.174451
1998-05-11,0.154736,0.169589,0.175257,0.157005,0.146340,0.159143,0.150135,0.166823
1998-05-12,0.168017,0.182084,0.187092,0.166660,0.153978,0.168823,0.158196,0.175114
1998-05-13,0.172035,0.184584,0.193712,0.169846,0.157379,0.173146,0.163496,0.178762
1998-05-14,0.168811,0.183674,0.194887,0.169434,0.156355,0.174475,0.163730,0.177866
1998-05-15,0.160438,0.172700,0.190437,0.158537,0.145600,0.163400,0.154530,0.168014
1998-05-18,0.169406,0.178070,0.195033,0.163351,0.148912,0.165764,0.159141,0.175713
1998-05-19,0.170856,0.179030,0.197696,0.165503,0.150105,0.168481,0.161385,0.180771
1998-05-20,0.181355,0.192291,0.206947,0.177157,0.163130,0.176918,0.168842,0.186791
1998-05-21,0.170182,0.181168,0.199118,0.169173,0.155955,0.169134,0.160283,0.177378
1998-05-22,0.162824,0.175334,0.190255,0.162580,0.150286,0.162485,0.149931,0.162434
1998-05-26,0.147562,0.163065,0.175263,0.146961,0.133779,0.145899,0.131899,0.142581
1998-05-27,0.155081,0.168584,0.182681,0.154717,0.141242,0.156056,0.143466,0.160430
1998-05-28,0.155890,0.169385,0.183097,0.156762,0.144413,0.158744,0.143966,0.159952
1998-05-29,0.143588,0.158561,0.169765,0.144873,0.133510,0.146237,0.128732,0.144254
1998-06-01,0.138219,0.154592,0.170828,0.145137,0.135408,0.146173,0.127707,0.141922
1998-06-02,0.143321,0.158680,0.171418,0.148584,0.137166,0.148993,0.131017,0.146088
1998-06-03,0.130765,0.145564,0.160796,0.136442,0.127386,0.136646,0.121261,0.136613
1998-06-04,0.152369,0.165257,0.177641,0.153971,0.144179,0.155115,0.141686,0.158986
1998-06-05,0.172935,0.187546,0.203134,0.176395,0.166813,0.175794,0.160002,0.175089
1998-06-08,0.173972,0.186941,0.201335,0.174558,0.165435,0.173525,0.159060,0.173487
1998-06-09,0.186026,0.197320,0.210207,0.183809,0.174189,0.182100,0.168791,0.185921
1998-06-10,0.178541,0.190925,0.207515,0.180711,0.171990,0.178452,0.162041,0.176689
1998-06-11,0.165395,0.177735,0.193485,0.167449,0.157414,0.165932,0.146713,0.160726
1998-06-12,0.174458,0.186683,0.202821,0.176679,0.167949,0.175230,0.160499,0.174958
1998-06-15,0.155145,0.167951,0.184976,0.158376,0.149928,0.157954,0.143752,0.159690
1998-06-16,0.167590,0.181002,0.194290,0.169932,0.159941,0.171810,0.154331,0.172450
1998-06-17,0.181066,0.194298,0.209446,0.184454,0.175270,0.187010,0.170428,0.189702
1998-06-18,0.183621,0.195880,0.212080,0.185073,0.174761,0.188623,0.172174,0.193528
1998-06-19,0.185744,0.197375,0.206471,0.183350,0.172266,0.186650,0.172705,0.194449
1998-06-22,0.189361,0.200667,0.205860,0.183984,0.170552,0.188215,0.172894,0.195766
1998-06-23,0.203317,0.216007,0.219488,0.202245,0.188348,0.208327,0.191125,0.213990
1998-06-24,0.220391,0.232350,0.234147,0.216553,0.202972,0.225224,0.208597,0.232131
1998-06-25,0.213390,0.224434,0.230066,0.210499,0.198314,0.218826,0.203401,0.226421
1998-06-26,0.222687,0.232419,0.235798,0.217285,0.203864,0.226648,0.215657,0.240416
1998-06-29,0.225414,0.235424,0.238592,0.223917,0.210250,0.234403,0.221250,0.245521
1998-06-30,0.216167,0.225104,0.227472,0.214273,0.200678,0.226255,0.216288,0.242609
1998-07-01,0.225856,0.234569,0.234681,0.221687,0.207729,0.233389,0.220092,0.244041
1998-07-02,0.227420,0.236823,0.237511,0.222298,0.210461,0.231287,0.218782,0.240087
1998-07-06,0.231998,0.240252,0.241773,0.227285,0.215812,0.237874,0.226344,0.250108
1998-07-07,0.236152,0.244452,0.244078,0.229239,0.216508,0.239125,0.230115,0.254485
1998-07-08,0.254073,0.261858,0.254603,0.241423,0.226109,0.251573,0.239867,0.266789
1998-07-09,0.253512,0.262897,0.252198,0.239070,0.222448,0.250155,0.238499,0.270241
1998-07-10,0.261723,0.272622,0.261774,0.247803,0.232112,0.258777,0.245370,0.279885
1998-07-13,0.268823,0.280862,0.265811,0.253387,0.235688,0.265544,0.250138,0.289858
1998-07-14,0.269336,0.279665,0.274159,0.259794,0.243494,0.273739,0.258452,0.294326
1998-07-15,0.261479,0.271790,0.263810,0.252408,0.234427,0.268438,0.248873,0.285347
1998-07-16,0.269274,0.280047,0.274769,0.261368,0.242053,0.276558,0.255637,0.290595
1998-07-17,0.276209,0.285039,0.282147,0.268943,0.248814,0.281546,0.266157,0.297253
1998-07-20,0.279602,0.287309,0.286751,0.270744,0.248444,0.280091,0.270263,0.300651
1998-07-21,0.260891,0.271533,0.269018,0.252425,0.229843,0.259854,0.251293,0.277328
1998-07-22,0.264108,0.276862,0.271113,0.254054,0.230258,0.262962,0.253755,0.285170
1998-07-23,0.237209,0.248833,0.244312,0.228748,0.205309,0.238587,0.229730,0.259169
1998-07-24,0.249750,0.262979,0.255398,0.239908,0.217594,0.248455,0.238078,0.267936
1998-07-27,0.259053,0.270737,0.261434,0.249670,0.228456,0.260286,0.251543,0.284436
1998-07-28,0.242764,0.254054,0.244616,0.233309,0.211398,0.242695,0.231492,0.259953
1998-07-29,0.239344,0.253870,0.245014,0.230205,0.209013,0.236734,0.227713,0.251211
1998-07-30,0.259246,0.271866,0.261630,0.248829,0.223668,0.256196,0.249304,0.274206
1998-07-31,0.237648,0.251195,0.240784,0.227524,0.202506,0.233002,0.228021,0.252385
1998-08-03,0.233312,0.246035,0.238237,0.222062,0.196316,0.226600,0.222797,0.246951
1998-08-04,0.193943,0.209121,0.199150,0.183232,0.157327,0.188562,0.182798,0.205570
1998-08-05,0.210756,0.226517,0.213100,0.197748,0.170367,0.202949,0.196589,0.216241
1998-08-06,0.217888,0.232363,0.220096,0.207132,0.177639,0.214250,0.206645,0.227773
1998-08-07,0.210206,0.225415,0.210831,0.200014,0.171989,0.208356,0.200601,0.218782
1998-08-10,0.209395,0.223895,0.208455,0.196852,0.167094,0.206520,0.197568,0.214589
1998-08-11,0.195230,0.210065,0.199961,0.185987,0.156420,0.197604,0.187730,0.205401
1998-08-12,0.203003,0.217273,0.206067,0.193826,0.164218,0.205819,0.196349,0.211795
1998-08-13,0.193859,0.209135,0.200940,0.189252,0.160478,0.200017,0.191186,0.205789
1998-08-14,0.185880,0.201565,0.188322,0.179246,0.149428,0.191551,0.181113,0.197460
1998-08-17,0.211806,0.226797,0.212063,0.202709,0.173205,0.215306,0.204300,0.222848
1998-08-18,0.230670,0.243978,0.227876,0.219982,0.189128,0.232680,0.223613,0.246998
1998-08-19,0.228551,0.240532,0.227344,0.218898,0.187881,0.231693,0.227786,0.251227
1998-08-20,0.215734,0.230006,0.221702,0.208891,0.176817,0.224504,0.215491,0.241111
1998-08-21,0.211473,0.225242,0.218331,0.205715,0.173743,0.220810,0.215366,0.238627
1998-08-24,0.214661,0.230616,0.225556,0.213307,0.182197,0.226884,0.220069,0.240511
1998-08-25,0.221527,0.239729,0.231946,0.220989,0.190366,0.235099,0.224990,0.249283
1998-08-26,0.221661,0.238747,0.233816,0.222227,0.190550,0.236306,0.232618,0.256674
1998-08-27,0.180200,0.199380,0.198822,0.185660,0.154498,0.200210,0.193332,0.217864
1998-08-28,0.159614,0.180444,0.185388,0.167407,0.137755,0.179432,0.171676,0.192547
1998-08-31,0.073504,0.093441,0.103077,0.084147,0.057534,0.095309,0.083636,0.102549
1998-09-01,0.122115,0.153460,0.151943,0.134282,0.104209,0.143615,0.134432,0.152364
1998-09-02,0.113617,0.142878,0.140386,0.121244,0.087720,0.129049,0.131406,0.155222
1998-09-03,0.108744,0.131302,0.139126,0.116859,0.082424,0.125359,0.133527,0.155481
1998-09-04,0.096617,0.119350,0.127850,0.105267,0.072800,0.113962,0.118523,0.131994
1998-09-08,0.142140,0.164397,0.174723,0.151111,0.116342,0.160202,0.167488,0.183928
1998-09-09,0.119912,0.137815,0.152643,0.129377,0.097249,0.142736,0.144839,0.165595
1998-09-10,0.095918,0.110411,0.127562,0.103978,0.072485,0.118759,0.123528,0.144635
1998-09-11,0.122531,0.139517,0.159818,0.132407,0.095944,0.147848,0.150053,0.178208
1998-09-14,0.136150,0.152475,0.178335,0.147791,0.110079,0.162566,0.166131,0.196007
1998-09-15,0.142138,0.157244,0.183566,0.153485,0.114678,0.168443,0.173153,0.204915
1998-09-16,0.142035,0.161468,0.183804,0.154964,0.115212,0.169184,0.171836,0.203081
1998-09-17,0.115698,0.133032,0.154218,0.127184,0.089630,0.142520,0.143414,0.173351
1998-09-18,0.116100,0.131491,0.158317,0.130210,0.092700,0.144011,0.142017,0.171154
1998-09-21,0.124337,0.136944,0.168453,0.138161,0.099314,0.153163,0.158284,0.189092
1998-09-22,0.124543,0.139833,0.177677,0.145517,0.103940,0.158104,0.168053,0.206504
1998-09-23,0.157133,0.173087,0.207009,0.176534,0.134207,0.190892,0.200193,0.242612
1998-09-24,0.137852,0.153900,0.190363,0.158795,0.116735,0.172274,0.182920,0.224109
1998-09-25,0.139116,0.155344,0.190073,0.156798,0.111232,0.172456,0.187442,0.233293
1998-09-28,0.146817,0.162406,0.195918,0.163578,0.119394,0.175560,0.193734,0.233601
1998-09-29,0.149232,0.161846,0.199591,0.166278,0.126462,0.180300,0.194767,0.237396
1998-09-30,0.128509,0.135666,0.175295,0.142638,0.105879,0.156426,0.173286,0.216266
1998-10-01,0.095886,0.104897,0.146698,0.115007,0.080682,0.125652,0.138854,0.173565
1998-10-02,0.114503,0.126442,0.166559,0.132375,0.099024,0.140963,0.144064,0.174830
1998-10-05,0.095051,0.108691,0.148407,0.123273,0.096972,0.133569,0.130928,0.154876
1998-10-06,0.097184,0.115783,0.147498,0.121622,0.097150,0.129477,0.118774,0.127489
1998-10-07,0.076978,0.101621,0.127447,0.107604,0.085253,0.116247,0.096125,0.104353
1998-10-08,0.074165,0.096363,0.123728,0.099972,0.073891,0.106052,0.089522,0.092700
1998-10-09,0.099477,0.117373,0.143118,0.115180,0.084172,0.125320,0.111472,0.126481
1998-10-12,0.111510,0.129710,0.151866,0.123682,0.092971,0.136731,0.123825,0.140336
1998-10-13,0.106154,0.130438,0.152389,0.124043,0.097487,0.133898,0.115338,0.115178
1998-10-14,0.114963,0.135508,0.162255,0.135054,0.108448,0.149431,0.137706,0.154865
1998-10-15,0.170774,0.192783,0.214463,0.181708,0.153497,0.192590,0.178431,0.192033
1998-10-16,0.189975,0.212573,0.220140,0.191697,0.165075,0.201305,0.181613,0.192600
1998-10-19,0.192677,0.215700,0.228205,0.191407,0.161760,0.198670,0.179348,0.186382
1998-10-20,0.193412,0.218297,0.229812,0.191687,0.164110,0.192092,0.172948,0.173958
1998-10-21,0.206285,0.230356,0.243206,0.205940,0.174151,0.208784,0.192951,0.202862
1998-10-22,0.219917,0.247535,0.260102,0.220078,0.184845,0.222381,0.203043,0.220441
1998-10-23,0.221513,0.250549,0.263693,0.220043,0.184469,0.220499,0.200054,0.216493
1998-10-26,0.218251,0.246437,0.266813,0.220924,0.183230,0.221454,0.206426,0.224888
1998-10-27,0.199665,0.223725,0.250487,0.207288,0.170181,0.209289,0.200863,0.220576
1998-10-28,0.201253,0.223781,0.252719,0.205494,0.166004,0.209917,0.204051,0.222685
1998-10-29,0.224460,0.245479,0.274595,0.226971,0.188023,0.230305,0.223403,0.240285
1998-10-30,0.232395,0.254115,0.285445,0.233002,0.193861,0.233178,0.223592,0.237211
1998-11-02,0.255386,0.275936,0.301947,0.248329,0.209048,0.246587,0.231822,0.242155
1998-11-03,0.256871,0.277875,0.305329,0.249917,0.213926,0.248172,0.234645,0.244300
1998-11-04,0.254126,0.274579,0.303102,0.248212,0.209596,0.247324,0.229802,0.236581
1998-11-05,0.274107,0.292640,0.320427,0.266558,0.227224,0.263390,0.246846,0.251753
1998-11-06,0.278926,0.299241,0.329844,0.275520,0.236243,0.273855,0.258598,0.267616
1998-11-09,0.268133,0.288662,0.320846,0.265985,0.225447,0.266670,0.252332,0.265631
1998-11-10,0.270774,0.291285,0.324631,0.270893,0.229283,0.272479,0.258848,0.273396
1998-11-11,0.265191,0.286213,0.320214,0.264937,0.222618,0.267397,0.251526,0.264271
1998-11-12,0.265910,0.286053,0.318465,0.261493,0.219863,0.263590,0.250150,0.258025
1998-11-13,0.275417,0.298117,0.329094,0.269306,0.227419,0.269702,0.253051,0.262071
1998-11-16,0.280959,0.301762,0.335163,0.278712,0.236082,0.279092,0.262155,0.269422
1998-11-17,0.283157,0.304729,0.340326,0.283496,0.239634,0.284053,0.266093,0.276617
1998-11-18,0.293366,0.311078,0.345224,0.292167,0.247855,0.292719,0.276698,0.281619
1998-11-19,0.296746,0.315580,0.351651,0.298376,0.253049,0.299526,0.283153,0.288638
1998-11-20,0.310027,0.328093,0.363630,0.310856,0.266392,0.312457,0.298176,0.304084
1998-11-23,0.334325,0.354745,0.388566,0.336031,0.290045,0.337617,0.321158,0.333137
1998-11-24,0.330383,0.352711,0.388693,0.333843,0.287556,0.334738,0.318091,0.331741
1998-11-25,0.338134,0.360840,0.396816,0.340482,0.292601,0.339387,0.321579,0.338117
1998-11-27,0.348597,0.370172,0.403083,0.346327,0.295841,0.345549,0.330643,0.349878
1998-11-30,0.327234,0.348798,0.381023,0.322457,0.275159,0.321617,0.306364,0.322232
1998-12-01,0.340431,0.357628,0.394101,0.334244,0.280328,0.337044,0.320014,0.340225
1998-12-02,0.337324,0.354523,0.388729,0.329353,0.276401,0.331687,0.315802,0.334280
1998-12-03,0.320153,0.337310,0.363872,0.308199,0.257020,0.307560,0.292016,0.307299
1998-12-04,0.346152,0.362281,0.392948,0.331927,0.279919,0.332983,0.315526,0.332667
1998-12-07,0.351620,0.365634,0.401381,0.340246,0.286903,0.345985,0.330353,0.355268
1998-12-08,0.346524,0.359505,0.398833,0.339235,0.285744,0.344772,0.330338,0.353128
1998-12-09,0.340580,0.355047,0.402795,0.338059,0.283379,0.343334,0.330974,0.358713
1998-12-10,0.327876,0.341438,0.383085,0.320887,0.266890,0.325605,0.315023,0.343607
1998-12-11,0.331557,0.340946,0.389187,0.325368,0.269414,0.331843,0.327379,0.358882
1998-12-14,0.309699,0.320414,0.360713,0.301377,0.248190,0.307986,0.300887,0.328567
1998-12-15,0.339177,0.353206,0.388877,0.328448,0.273305,0.335191,0.321661,0.348511
1998-12-16,0.332032,0.346315,0.386934,0.325606,0.272790,0.333469,0.323800,0.355538
1998-12-17,0.344457,0.358908,0.399630,0.337516,0.282497,0.343547,0.332135,0.360973
1998-12-18,0.357991,0.371265,0.408695,0.349097,0.291717,0.356900,0.341667,0.370569
1998-12-21,0.373902,0.384011,0.419038,0.359894,0.299412,0.366769,0.349647,0.377487
1998-12-22,0.372396,0.382479,0.413347,0.359709,0.300032,0.368471,0.354353,0.381898
1998-12-23,0.397552,0.407990,0.439179,0.383228,0.321727,0.393910,0.374634,0.403710
1998-12-24,0.394948,0.405499,0.436114,0.380157,0.319244,0.389971,0.371238,0.398722
1998-12-28,0.395436,0.405227,0.435195,0.380180,0.319832,0.389387,0.375543,0.404889
1998-12-29,0.407505,0.418447,0.443385,0.392780,0.333905,0.399978,0.389616,0.416493
1998-12-30,0.395222,0.405959,0.432158,0.380848,0.321456,0.388673,0.382185,0.411478
1998-12-31,0.386362,0.398155,0.425362,0.374311,0.313135,0.382275,0.374998,0.404409
1999-01-04,0.385766,0.399034,0.421902,0.369194,0.305953,0.380368,0.365983,0.398427
1999-01-05,0.403247,0.415839,0.436035,0.383067,0.318579,0.396371,0.377386,0.414098
1999-01-06,0.433554,0.445571,0.456217,0.405434,0.338159,0.420296,0.396377,0.434603
1999-01-07,0.448018,0.459570,0.464040,0.413098,0.342022,0.425154,0.399187,0.434127
1999-01-08,0.451816,0.463064,0.461555,0.413035,0.340957,0.423336,0.396137,0.428980
1999-01-11,0.441273,0.449805,0.448276,0.394924,0.318549,0.408266,0.374878,0.404608
1999-01-12,0.412385,0.424026,0.424713,0.371714,0.299228,0.384259,0.351587,0.377698
1999-01-13,0.405910,0.418037,0.424718,0.369404,0.298332,0.383030,0.354827,0.386006
1999-01-14,0.387184,0.397452,0.408818,0.354203,0.283754,0.367102,0.343875,0.373123
1999-01-15,0.406977,0.417089,0.428624,0.374819,0.303160,0.391078,0.367087,0.403793
1999-01-19,0.424935,0.431415,0.440983,0.387913,0.313661,0.405427,0.383825,0.424626
1999-01-20,0.432427,0.438790,0.454222,0.396922,0.320122,0.416079,0.397673,0.448983
1999-01-21,0.415614,0.423575,0.437257,0.381583,0.307637,0.399194,0.378777,0.427537
1999-01-22,0.405202,0.412055,0.416407,0.368867,0.294478,0.385229,0.363951,0.412483
1999-01-25,0.409649,0.415434,0.428578,0.375324,0.298389,0.396314,0.375222,0.428985
1999-01-26,0.433346,0.438809,0.456931,0.399246,0.319694,0.424128,0.401924,0.462195
1999-01-27,0.422547,0.427490,0.451860,0.395051,0.320099,0.417632,0.398380,0.458945
1999-01-28,0.448685,0.452345,0.468118,0.414803,0.336142,0.438096,0.417045,0.481633
1999-01-29,0.466003,0.470013,0.484581,0.430196,0.350614,0.452251,0.427126,0.488578
1999-02-01,0.454224,0.457540,0.476390,0.420051,0.340158,0.442594,0.420943,0.486712
1999-02-02,0.442676,0.447567,0.466630,0.410017,0.333131,0.430745,0.409313,0.472099
1999-02-03,0.448234,0.452936,0.473063,0.416471,0.340157,0.436937,0.412879,0.472031
1999-02-04,0.427519,0.434003,0.452717,0.396843,0.324955,0.412136,0.391084,0.446158
1999-02-05,0.415600,0.422655,0.437898,0.383373,0.312591,0.400908,0.378188,0.439649
1999-02-08,0.419282,0.425745,0.442077,0.387871,0.316935,0.409439,0.384757,0.451610
1999-02-09,0.399262,0.407118,0.417159,0.366098,0.297614,0.384164,0.361530,0.424378
1999-02-10,0.415170,0.423415,0.432859,0.379614,0.308625,0.397520,0.373801,0.433280
1999-02-11,0.441523,0.449073,0.464839,0.407820,0.334038,0.424606,0.400101,0.458276
1999-02-12,0.419530,0.429092,0.445528,0.389747,0.320116,0.403322,0.381082,0.437625
1999-02-16,0.431629,0.442597,0.457942,0.402816,0.334417,0.413325,0.385132,0.437446
1999-02-17,0.423554,0.435742,0.449295,0.393560,0.326776,0.400392,0.374031,0.419933
1999-02-18,0.436079,0.447344,0.464304,0.405599,0.338099,0.408504,0.386483,0.421521
1999-02-19,0.437954,0.450083,0.464246,0.407511,0.339947,0.410737,0.384093,0.418791
1999-02-22,0.463821,0.472953,0.492384,0.432484,0.363621,0.434553,0.412443,0.444469
1999-02-23,0.460993,0.471548,0.494251,0.431075,0.358607,0.437885,0.412935,0.455163
1999-02-24,0.447228,0.456593,0.474771,0.413855,0.342793,0.419860,0.399635,0.444031
1999-02-25,0.442567,0.453421,0.468977,0.409714,0.338570,0.416735,0.391282,0.437481
1999-02-26,0.443722,0.454170,0.467776,0.409098,0.337982,0.411912,0.385893,0.431725
1999-03-01,0.446021,0.455854,0.471499,0.408047,0.334249,0.412126,0.383428,0.434186
1999-03-02,0.428054,0.438393,0.458108,0.396768,0.326500,0.398348,0.374976,0.426151
