date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2018-09-21,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-09-24,-0.0003686009,-0.0017389716,-0.0063997302,0.0011059499,-0.0014202340,-0.0043925279,-0.0021690195,-0.0049978582,-0.0040846419
2018-09-25,-0.0038904833,-0.0046913588,-0.0015771332,-0.0035008801,-0.0040244694,-0.0033762926,-0.0036250461,-0.0035207694,-0.0057605410
2018-09-26,-0.0051964317,-0.0044801983,0.0003833615,-0.0067841086,-0.0060423933,-0.0018478384,-0.0058588796,-0.0033921758,-0.0073644370
2018-09-27,-0.0084911314,-0.0099404655,-0.0041443364,-0.0109701037,-0.0107825476,-0.0062034342,-0.0102511467,-0.0081823143,-0.0125971511
2018-09-28,-0.0057316552,-0.0059725655,0.0072402616,-0.0079398843,-0.0072114873,0.0006254344,-0.0070117084,-0.0030263847,-0.0091835592
2018-10-01,-0.0057385253,-0.0088641764,0.0067017089,-0.0094891624,-0.0095401353,-0.0024271430,-0.0094826755,-0.0055365388,-0.0120394377
2018-10-02,-0.0021040330,-0.0033518544,0.0067017089,-0.0049548692,-0.0056328480,0.0017182934,-0.0078968451,-0.0037627724,-0.0102319344
2018-10-03,-0.0025008019,-0.0050402979,0.0037579012,-0.0019377819,-0.0040245667,0.0015400178,-0.0069336788,-0.0017155647,-0.0091207980
2018-10-04,-0.0017895352,-0.0028065087,0.0046946908,-0.0017279336,-0.0017272911,0.0041990653,-0.0018407793,0.0023968720,-0.0047274461
2018-10-05,-0.0099925706,-0.0124449029,-0.0094621678,-0.0070228592,-0.0082325904,-0.0064736477,-0.0106191801,-0.0080846792,-0.0100161620
2018-10-08,-0.0155358852,-0.0192034890,-0.0167357145,-0.0116213842,-0.0138209023,-0.0134698215,-0.0190530091,-0.0163222117,-0.0173682128
2018-10-09,-0.0159310799,-0.0208899418,-0.0196853575,-0.0097107185,-0.0131493580,-0.0153365237,-0.0199709694,-0.0171654034,-0.0164990494
2018-10-10,-0.0173499897,-0.0178867828,-0.0179295890,-0.0066283801,-0.0104540123,-0.0114796427,-0.0160900876,-0.0125036015,-0.0143115081
2018-10-11,-0.0507663788,-0.0522364479,-0.0542810729,-0.0342120594,-0.0413826788,-0.0498316249,-0.0525401677,-0.0485679880,-0.0461241799
2018-10-12,-0.0715539587,-0.0725012770,-0.0739878017,-0.0569383325,-0.0624200372,-0.0672373340,-0.0679284100,-0.0644212053,-0.0635112770
2018-10-15,-0.0574477233,-0.0525433050,-0.0515350398,-0.0440823342,-0.0491851731,-0.0483574495,-0.0521341310,-0.0478553642,-0.0503234648
2018-10-16,-0.0633702056,-0.0645540334,-0.0619696874,-0.0498787110,-0.0563374710,-0.0590531374,-0.0608699468,-0.0579191030,-0.0570874326
2018-10-17,-0.0421023776,-0.0390059020,-0.0313993992,-0.0302317504,-0.0351630928,-0.0354964275,-0.0380471771,-0.0343157677,-0.0346715800
2018-10-18,-0.0423550718,-0.0406803402,-0.0418364233,-0.0267122880,-0.0329838026,-0.0338193653,-0.0350866519,-0.0319466173,-0.0320220771
