date,cum_log_return_xgboost,cum_log_return_random_forest,cum_log_return_lstm,cum_log_return_equal_weight,cum_log_return_hrp,cum_log_return_market_cap,cum_log_return_markowitz,cum_log_return_markowitz_unc
1998-01-02,0.010954,0.011982,0.009802,0.008515,0.007224,0.008919,0.009583,0.009344
1998-01-05,0.018112,0.020511,0.017523,0.013650,0.010760,0.014759,0.018052,0.019562
1998-01-06,0.009876,0.011759,0.005783,0.004462,0.001520,0.005011,0.008069,0.009537
1998-01-07,0.001152,0.003598,0.000635,0.001312,0.001006,0.003207,0.002484,0.003409
1998-01-08,-0.002613,0.000012,-0.002605,-0.003283,-0.005138,-0.000475,-0.002802,-0.002695
1998-01-09,-0.035595,-0.033784,-0.034916,-0.033154,-0.034420,-0.030567,-0.035168,-0.035247
1998-01-12,-0.015249,-0.012869,-0.016983,-0.013436,-0.016561,-0.008447,-0.016134,-0.015493
1998-01-13,-0.003818,-0.001599,-0.005117,-0.004609,-0.009060,-0.000554,-0.005125,-0.004085
1998-01-14,-0.000984,0.001112,-0.000597,-0.001134,-0.006354,0.001528,-0.003796,-0.003265
1998-01-15,-0.004913,-0.003002,-0.006313,-0.008401,-0.014908,-0.006488,-0.011958,-0.012669
1998-01-16,0.005164,0.006660,0.003599,0.002368,-0.003747,0.005071,-0.001051,-0.002103
1998-01-20,0.030181,0.032800,0.030694,0.028168,0.020948,0.030147,0.022777,0.021693
1998-01-21,0.016974,0.018935,0.015477,0.016733,0.010950,0.019523,0.011611,0.011213
1998-01-22,0.009826,0.011903,0.005258,0.009460,0.005041,0.012604,0.004392,0.003612
1998-01-23,0.007729,0.009601,0.002927,0.005354,0.000906,0.007382,-0.002320,-0.004461
1998-01-26,0.006151,0.007821,-0.000730,0.004860,0.001910,0.008977,-0.001835,-0.004134
1998-01-27,0.024090,0.026113,0.015510,0.021040,0.017241,0.023486,0.015706,0.014312
1998-01-28,0.040509,0.042606,0.031526,0.032545,0.025180,0.034314,0.027003,0.025474
1998-01-29,0.049637,0.051682,0.041026,0.040012,0.032096,0.041531,0.034533,0.033299
1998-01-30,0.043697,0.046297,0.034372,0.035676,0.027781,0.037764,0.031664,0.031114
1998-02-02,0.067249,0.068688,0.054342,0.055597,0.047039,0.058599,0.054646,0.054487
1998-02-03,0.068737,0.070589,0.054347,0.057433,0.048116,0.061900,0.058221,0.057280
1998-02-04,0.071033,0.072918,0.058108,0.057427,0.046579,0.061585,0.057190,0.055509
1998-02-05,0.062852,0.065034,0.052571,0.050951,0.040920,0.055962,0.050389,0.048365
1998-02-06,0.069987,0.072722,0.058849,0.058347,0.047612,0.063648,0.058041,0.056285
1998-02-09,0.060770,0.064151,0.050700,0.052319,0.043391,0.058272,0.050789,0.048406
1998-02-10,0.072018,0.076939,0.060951,0.062899,0.053390,0.069165,0.061630,0.058778
1998-02-11,0.074306,0.078857,0.065103,0.066746,0.058399,0.073374,0.067630,0.065576
1998-02-12,0.076020,0.082202,0.071019,0.071244,0.062967,0.077411,0.070282,0.067244
1998-02-13,0.069690,0.076064,0.066560,0.066804,0.059463,0.072299,0.063537,0.059811
1998-02-17,0.068717,0.075928,0.066718,0.066836,0.058460,0.071422,0.060463,0.056731
1998-02-18,0.076914,0.085291,0.076023,0.077454,0.068745,0.083244,0.068477,0.063497
1998-02-19,0.076680,0.084752,0.076392,0.073711,0.063022,0.080084,0.066704,0.061748
1998-02-20,0.084803,0.092975,0.083575,0.081159,0.070403,0.087936,0.075522,0.070812
1998-02-23,0.100161,0.107365,0.092976,0.092223,0.078343,0.100205,0.087369,0.082047
1998-02-24,0.091785,0.098575,0.085266,0.084964,0.071550,0.093462,0.078430,0.072111
1998-02-25,0.108475,0.115161,0.101671,0.097774,0.082392,0.105456,0.094388,0.088180
1998-02-26,0.107442,0.114548,0.100295,0.098023,0.083396,0.105766,0.096063,0.089828
1998-02-27,0.101701,0.107695,0.094314,0.095848,0.083484,0.103973,0.091603,0.085627
1998-03-02,0.093188,0.099083,0.087587,0.089708,0.078274,0.095786,0.081213,0.074072
1998-03-03,0.092638,0.099218,0.089585,0.092855,0.082901,0.099246,0.083093,0.075708
1998-03-04,0.082566,0.089518,0.080540,0.082235,0.071704,0.088677,0.070922,0.063255
1998-03-05,0.059442,0.066706,0.059901,0.068406,0.061735,0.074109,0.058643,0.052766
1998-03-06,0.082527,0.089538,0.081575,0.090387,0.082664,0.095570,0.078518,0.072713
1998-03-09,0.071089,0.079838,0.076987,0.089307,0.086550,0.094161,0.070650,0.063484
1998-03-10,0.085145,0.092598,0.087258,0.099237,0.095620,0.104509,0.083355,0.076924
1998-03-11,0.091503,0.098462,0.093655,0.103956,0.099801,0.107642,0.088539,0.082482
1998-03-12,0.098469,0.105355,0.105223,0.108644,0.103519,0.109968,0.091287,0.084937
1998-03-13,0.099539,0.106247,0.106362,0.108060,0.102432,0.108112,0.091081,0.084103
1998-03-16,0.109134,0.116166,0.117785,0.119085,0.114460,0.118004,0.102261,0.095457
1998-03-17,0.106126,0.114799,0.116845,0.119030,0.114757,0.117489,0.100922,0.094496
1998-03-18,0.105597,0.113181,0.111618,0.119316,0.116190,0.121122,0.103509,0.096851
1998-03-19,0.111674,0.119276,0.114626,0.123959,0.120305,0.125244,0.110999,0.105044
1998-03-20,0.118095,0.125750,0.121732,0.135496,0.135395,0.136699,0.122231,0.116289
