date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2025-02-19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-02-20,0.0023741489,0.0019096706,-0.0006986819,0.0026387650,0.0025666332,0.0026449527,0.0030588139,0.0038974405,0.0031309750
2025-02-21,-0.0019694560,-0.0135517461,-0.0382836977,-0.0129827726,-0.0089673858,-0.0043014775,-0.0068920051,-0.0055094865,-0.0057770225
2025-02-24,-0.0191808527,-0.0286354266,-0.0596307705,-0.0279748611,-0.0290015544,-0.0256546267,-0.0337801038,-0.0331246114,-0.0326433335
2025-02-25,-0.0241623463,-0.0329746742,-0.0735151768,-0.0296153768,-0.0343229198,-0.0345243299,-0.0458859609,-0.0448856776,-0.0436522146
2025-02-26,-0.0288530614,-0.0294114997,-0.0612736314,-0.0238391727,-0.0368251172,-0.0442600263,-0.0590181229,-0.0556553457,-0.0548171069
2025-02-27,-0.0287170464,-0.0271519573,-0.0580780919,-0.0274571646,-0.0366840654,-0.0431796320,-0.0491062780,-0.0479915581,-0.0491872273
2025-02-28,-0.0447087890,-0.0401074398,-0.0701481421,-0.0349497111,-0.0512246134,-0.0673339688,-0.0812590639,-0.0762151706,-0.0764199250
2025-03-03,-0.0289790086,-0.0200396444,-0.0497858417,-0.0173213537,-0.0331986723,-0.0481444902,-0.0627270155,-0.0576819785,-0.0576721952
2025-03-04,-0.0467324113,-0.0351490454,-0.0497858417,-0.0309131438,-0.0531991120,-0.0748533294,-0.0911874262,-0.0845239711,-0.0834828458
2025-03-05,-0.0590426995,-0.0533831547,-0.0708726375,-0.0450512569,-0.0671887798,-0.0829693510,-0.1001218772,-0.0952727581,-0.0961918728
2025-03-06,-0.0479452270,-0.0423218485,-0.0587982045,-0.0348586671,-0.0553390092,-0.0692636341,-0.0852947949,-0.0806760134,-0.0807137432
2025-03-07,-0.0659249041,-0.0638209555,-0.0791905730,-0.0492010543,-0.0762316719,-0.0918720874,-0.1122296667,-0.1080179153,-0.1099620016
2025-03-10,-0.0604194690,-0.0765185041,-0.0979563518,-0.0556185154,-0.0770763632,-0.0895491670,-0.1044022231,-0.1020676000,-0.1070191449
2025-03-11,-0.0877630108,-0.1064317293,-0.1317249755,-0.0811414449,-0.1111679295,-0.1300096360,-0.1511464370,-0.1484861853,-0.1541934956
2025-03-12,-0.0953596577,-0.1116837561,-0.1331943604,-0.0884211937,-0.1161009248,-0.1332046956,-0.1480008536,-0.1464660210,-0.1528512008
2025-03-13,-0.0904846898,-0.1086313180,-0.1346066593,-0.0895429775,-0.1086728533,-0.1217173082,-0.1307977211,-0.1306809163,-0.1364827702
2025-03-14,-0.1044730566,-0.1231265924,-0.1448172424,-0.1028553662,-0.1256896237,-0.1407403994,-0.1482302224,-0.1488131702,-0.1572954226
2025-03-17,-0.0834301507,-0.1031835246,-0.1245381732,-0.0866376624,-0.1057095816,-0.1169188550,-0.1256161281,-0.1265700707,-0.1346295812
2025-03-18,-0.0770345157,-0.0959420764,-0.1132532850,-0.0764163823,-0.1011366713,-0.1179707430,-0.1246935391,-0.1259154065,-0.1348723790
2025-03-19,-0.0877451828,-0.1098357621,-0.1294681056,-0.0876764633,-0.1157946313,-0.1350622343,-0.1453616056,-0.1451573272,-0.1544769687
2025-03-20,-0.0770045746,-0.0985973696,-0.1198461647,-0.0767871585,-0.1015875703,-0.1205440162,-0.1283670637,-0.1279647390,-0.1376717111
2025-03-21,-0.0791918581,-0.0983507215,-0.1191067726,-0.0772391580,-0.1018752583,-0.1215096933,-0.1288255721,-0.1283980171,-0.1376882483
2025-03-24,-0.0783675445,-0.0971348767,-0.1186484621,-0.0748764818,-0.0973842128,-0.1144041040,-0.1203826997,-0.1205751639,-0.1295834477
2025-03-25,-0.0608754274,-0.0765001269,-0.0981760152,-0.0599259862,-0.0759778330,-0.0921807753,-0.0952915158,-0.0947080717,-0.1011404129
2025-03-26,-0.0593023319,-0.0789129593,-0.1078687002,-0.0619204553,-0.0746011967,-0.0871364854,-0.0937800097,-0.0932440684,-0.0981282854
2025-03-27,-0.0705219722,-0.0884306419,-0.1165302743,-0.0666361787,-0.0878294502,-0.1073793843,-0.1170053717,-0.1159268566,-0.1217277323
2025-03-28,-0.0738344332,-0.0895305485,-0.1188193666,-0.0661310603,-0.0902786931,-0.1108096995,-0.1254640463,-0.1229837475,-0.1282951451
2025-03-31,-0.0937690344,-0.1055078174,-0.1319414115,-0.0827039354,-0.1108461030,-0.1371832878,-0.1483925047,-0.1447390206,-0.1520333152
2025-04-01,-0.0882457940,-0.0954869509,-0.1186404349,-0.0719230461,-0.1042887955,-0.1343220642,-0.1465920253,-0.1423210477,-0.1502507795
2025-04-02,-0.0844716894,-0.0935342278,-0.1186404349,-0.0689265923,-0.0984949164,-0.1251693142,-0.1392832116,-0.1351683093,-0.1451777740
2025-04-03,-0.0777660280,-0.0874815138,-0.1100572702,-0.0618892636,-0.0893354014,-0.1178554190,-0.1270709205,-0.1223804190,-0.1355187131
2025-04-04,-0.1273719398,-0.1242347702,-0.1433564654,-0.0914699188,-0.1341644410,-0.1756280472,-0.1761100653,-0.1697328981,-0.1823751801
2025-04-07,-0.1889810017,-0.1872333993,-0.2074361455,-0.1471640593,-0.1930704304,-0.2346953377,-0.2383128550,-0.2338730090,-0.2415286765
2025-04-08,-0.1913151964,-0.1868378694,-0.2052907678,-0.1507659733,-0.1944670598,-0.2337520249,-0.2339823912,-0.2306451979,-0.2435153560
2025-04-09,-0.2071402796,-0.1937904054,-0.2098385543,-0.1553137940,-0.2043795962,-0.2499329375,-0.2415343847,-0.2384499921,-0.2522616397
2025-04-10,-0.1162453998,-0.1127124883,-0.1304602132,-0.0785396593,-0.1096356167,-0.1378696744,-0.1307303054,-0.1301792169,-0.1555662191
2025-04-11,-0.1514660068,-0.1382646821,-0.1487306405,-0.0960368773,-0.1410817798,-0.1769546918,-0.1699908104,-0.1662041148,-0.1885163840
2025-04-14,-0.1335356260,-0.1191530556,-0.1302653155,-0.0777195418,-0.1221190977,-0.1542603923,-0.1515860213,-0.1469414286,-0.1712047719
2025-04-15,-0.1256223067,-0.1121743839,-0.1195361153,-0.0724648569,-0.1186519070,-0.1513665256,-0.1506317239,-0.1457686939,-0.1677973262
2025-04-16,-0.1273515819,-0.1148959414,-0.1225212769,-0.0760818043,-0.1219057276,-0.1549272383,-0.1529043758,-0.1470185910,-0.1708827981
2025-04-17,-0.1500148358,-0.1393817891,-0.1513248238,-0.0959786825,-0.1464285779,-0.1879504420,-0.1811984395,-0.1738824333,-0.1971675902
2025-04-21,-0.1486888772,-0.1221902801,-0.1306061718,-0.1051046865,-0.1497888109,-0.1919162857,-0.1968765123,-0.1907365785,-0.2033150893
2025-04-22,-0.1725385256,-0.1483575220,-0.1530975280,-0.1323946280,-0.1789132264,-0.2206633127,-0.2321443022,-0.2248855412,-0.2350676730
2025-04-23,-0.1477315734,-0.1244328172,-0.1286825537,-0.1086882570,-0.1531266673,-0.1938545999,-0.2064818437,-0.1987959995,-0.2102111103
2025-04-24,-0.1312077091,-0.1135017472,-0.1172701605,-0.0983644116,-0.1358613117,-0.1700046838,-0.1830837241,-0.1775233284,-0.1920573143
2025-04-25,-0.1111510810,-0.1017046028,-0.1025591355,-0.0871944262,-0.1169577686,-0.1458275130,-0.1571568666,-0.1536491580,-0.1718993212
2025-04-28,-0.1038049962,-0.0920112314,-0.0965165849,-0.0825209108,-0.1045001640,-0.1296765194,-0.1354693435,-0.1350095633,-0.1568345742
2025-04-29,-0.1031644946,-0.0930578496,-0.0987013827,-0.0816593239,-0.1048175909,-0.1322537942,-0.1359320878,-0.1347692921,-0.1578185221
2025-04-30,-0.0973788531,-0.0863683979,-0.0912026630,-0.0777176537,-0.1002759538,-0.1278614514,-0.1320722928,-0.1307130552,-0.1536593000
2025-05-01,-0.0958999559,-0.0842903276,-0.0879131469,-0.0748319656,-0.1008631543,-0.1294265618,-0.1334776743,-0.1322212641,-0.1540919812
2025-05-02,-0.0896206101,-0.0904699605,-0.0879131469,-0.0757956118,-0.0967455737,-0.1123294646,-0.1325748261,-0.1297384294,-0.1514269312
2025-05-05,-0.0750014190,-0.0713213827,-0.0699032008,-0.0609331447,-0.0805398748,-0.0999364960,-0.1123248047,-0.1107831550,-0.1342187029
2025-05-06,-0.0814034661,-0.0784142086,-0.0837610328,-0.0681157094,-0.0888170763,-0.1102881310,-0.1224593275,-0.1197819653,-0.1420622450
2025-05-07,-0.0891264513,-0.0883022627,-0.0926182047,-0.0763017816,-0.0976453564,-0.1178559059,-0.1339074678,-0.1301098404,-0.1546310025
2025-05-08,-0.0847895132,-0.0813764020,-0.0854994176,-0.0732002257,-0.0948192374,-0.1168208708,-0.1249867412,-0.1228611360,-0.1513473406
2025-05-09,-0.0790064921,-0.0826049806,-0.0942872983,-0.0731257548,-0.0905850445,-0.1099466302,-0.1226395406,-0.1192565351,-0.1464284758
