date,sharpe_xgboost,sharpe_random_forest,sharpe_lstm,sharpe_equal_weight,sharpe_hrp,sharpe_market_cap,sharpe_markowitz,sharpe_markowitz_unc,sortino_xgboost,sortino_random_forest,sortino_lstm,sortino_equal_weight,sortino_hrp,sortino_market_cap,sortino_markowitz,sortino_markowitz_unc,calmar_xgboost,calmar_random_forest,calmar_lstm,calmar_equal_weight,calmar_hrp,calmar_market_cap,calmar_markowitz,calmar_markowitz_unc,cum_ret_xgboost,cum_ret_random_forest,cum_ret_lstm,cum_ret_equal_weight,cum_ret_hrp,cum_ret_market_cap,cum_ret_markowitz,cum_ret_markowitz_unc,ann_ret_xgboost,ann_ret_random_forest,ann_ret_lstm,ann_ret_equal_weight,ann_ret_hrp,ann_ret_market_cap,ann_ret_markowitz,ann_ret_markowitz_unc,var_xgboost,var_random_forest,var_lstm,var_equal_weight,var_hrp,var_market_cap,var_markowitz,var_markowitz_unc,cvar_xgboost,cvar_random_forest,cvar_lstm,cvar_equal_weight,cvar_hrp,cvar_market_cap,cvar_markowitz,cvar_markowitz_unc
overall,0.493186,0.463446,0.537205,0.501726,0.479725,0.493262,0.497702,0.486457,0.631340,0.592575,0.702473,0.638171,0.602377,0.639309,0.644923,0.646497,0.194875,0.173473,0.214548,0.188650,0.167037,0.201794,0.191501,0.204452,18.723260,16.818815,19.093291,14.339979,10.398419,15.458220,13.474087,23.322198,0.112605,0.108570,0.113346,0.102643,0.090987,0.105423,0.100353,0.120982,0.021321,0.022168,0.019790,0.018815,0.017031,0.020088,0.018950,0.023682,0.032634,0.033554,0.029887,0.029371,0.027462,0.030563,0.028895,0.035300
zscore,-0.045603,-1.547811,2.177911,0.385766,-0.725555,-0.041731,0.182517,-0.385495,-0.189746,-1.443325,2.110479,0.031139,-1.126338,0.067942,0.249463,0.300388,0.191806,-1.257067,1.523689,-0.229555,-1.692773,0.660271,-0.036545,0.840175,0.610903,0.098316,0.710498,-0.568869,-1.629752,-0.267891,-0.801927,1.848721,0.667716,0.198412,0.753806,-0.490778,-1.846333,-0.167502,-0.757113,1.641791,0.554325,0.985222,-0.224132,-0.719726,-1.626579,-0.072605,-0.651152,1.754648,0.679089,1.052060,-0.434334,-0.643221,-1.417018,-0.160009,-0.836305,1.759738
borda_score,23.000000,11.000000,41.000000,26.000000,16.000000,25.000000,26.000000,28.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borda_rank,6.000000,8.000000,1.000000,3.000000,7.000000,5.000000,4.000000,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
