date,cum_log_return_benchmark,cum_log_return_markowitz,cum_log_return_markowitz_unconstrained,cum_log_return_hrp,cum_log_return_equal_weight,cum_log_return_market_cap,cum_log_return_xgboost,cum_log_return_rf,cum_log_return_lstm
2020-02-19,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-02-20,0.0046947483,0.0066656873,0.0065384331,0.0055661734,0.0063128565,0.0064634373,0.0084798003,0.0085268064,0.0082629663
2020-02-21,0.0008719309,0.0020022888,0.0057725212,0.0021541670,0.0014451882,-0.0005032530,0.0007813536,0.0007356147,0.0010731785
2020-02-24,-0.0097018784,-0.0071609494,-0.0062814351,-0.0034368673,-0.0083700748,-0.0159251174,-0.0155040447,-0.0146476094,-0.0124031626
2020-02-25,-0.0437899578,-0.0426354063,-0.0429388285,-0.0378714554,-0.0466049743,-0.0564423799,-0.0603947223,-0.0595131273,-0.0579422489
2020-02-26,-0.0745378622,-0.0729141924,-0.0685237810,-0.0644858986,-0.0760857328,-0.0837341753,-0.0951211691,-0.0943345323,-0.0924592116
2020-02-27,-0.0783235595,-0.0783423014,-0.0705313903,-0.0705185286,-0.0811378061,-0.0834043632,-0.0982667622,-0.0979057650,-0.0983426781
2020-02-28,-0.1234916958,-0.1274695104,-0.1308508525,-0.1167038337,-0.1287422860,-0.1355692316,-0.1491122175,-0.1488761050,-0.1470560152
2020-03-02,-0.1317641590,-0.1304701745,-0.1250614345,-0.1250320826,-0.1339227764,-0.1351620821,-0.1490944664,-0.1485231968,-0.1474537279
2020-03-03,-0.0867532902,-0.0716666684,-0.1250614345,-0.0759319438,-0.0842573088,-0.0820084918,-0.0985742891,-0.0999633306,-0.1017054635
2020-03-04,-0.1152637751,-0.0997404424,-0.1528033690,-0.1061477182,-0.1182230805,-0.1176406292,-0.1336798733,-0.1393956457,-0.1400461135
2020-03-05,-0.0739274258,-0.0562303973,-0.1076450964,-0.0636004611,-0.0762122737,-0.0773201976,-0.0907783343,-0.0986243572,-0.0985367424
2020-03-06,-0.1084382082,-0.0846310225,-0.1328201062,-0.0942663508,-0.1086130961,-0.1098767393,-0.1210868083,-0.1338521765,-0.1336690828
2020-03-09,-0.1256391518,-0.0978438201,-0.1445044539,-0.1078327701,-0.1245443178,-0.1265555492,-0.1356573554,-0.1524518201,-0.1500697826
2020-03-10,-0.2046495648,-0.1581672515,-0.2025604885,-0.1738209465,-0.1963173157,-0.1967360123,-0.2022925111,-0.2343515116,-0.2307825622
2020-03-11,-0.1564345124,-0.1094156225,-0.1527980127,-0.1288824807,-0.1465498307,-0.1430206496,-0.1568385123,-0.1793505769,-0.1773719731
2020-03-12,-0.2065374052,-0.1544852934,-0.2156805868,-0.1747252026,-0.1907180605,-0.1871537855,-0.1998512242,-0.2204072873,-0.2195920610
2020-03-13,-0.3064822576,-0.2499100968,-0.3113547137,-0.2687805371,-0.2877315547,-0.2822547281,-0.2934224897,-0.3225993947,-0.3213993951
