date,da_mean_xgboost,da_min_xgboost,da_max_xgboost,spearman_mean_xgboost,mae_mean_xgboost,mae_sd_xgboost,r2_rank_mean_xgboost,r2_rank_sd_xgboost,da_mean_random_forest,da_min_random_forest,da_max_random_forest,spearman_mean_random_forest,mae_mean_random_forest,mae_sd_random_forest,r2_rank_mean_random_forest,r2_rank_sd_random_forest
overall,0.606579,0.150000,0.950000,0.000366,0.248535,0.024022,-0.035550,0.177569,0.574530,0.150000,0.950000,0.000179,0.248853,0.019388,-0.030387,0.172073
