date,sharpe_xgboost,sharpe_random_forest,sharpe_lstm,sharpe_equal_weight,sharpe_hrp,sharpe_market_cap,sharpe_markowitz,sharpe_markowitz_unc,sortino_xgboost,sortino_random_forest,sortino_lstm,sortino_equal_weight,sortino_hrp,sortino_market_cap,sortino_markowitz,sortino_markowitz_unc,calmar_xgboost,calmar_random_forest,calmar_lstm,calmar_equal_weight,calmar_hrp,calmar_market_cap,calmar_markowitz,calmar_markowitz_unc,cum_ret_xgboost,cum_ret_random_forest,cum_ret_lstm,cum_ret_equal_weight,cum_ret_hrp,cum_ret_market_cap,cum_ret_markowitz,cum_ret_markowitz_unc,ann_ret_xgboost,ann_ret_random_forest,ann_ret_lstm,ann_ret_equal_weight,ann_ret_hrp,ann_ret_market_cap,ann_ret_markowitz,ann_ret_markowitz_unc,var_xgboost,var_random_forest,var_lstm,var_equal_weight,var_hrp,var_market_cap,var_markowitz,var_markowitz_unc,cvar_xgboost,cvar_random_forest,cvar_lstm,cvar_equal_weight,cvar_hrp,cvar_market_cap,cvar_markowitz,cvar_markowitz_unc
overall,0.493109,0.492185,0.473805,0.486507,0.476204,0.504313,0.497461,0.507797,0.625590,0.629658,0.608459,0.617057,0.595220,0.653427,0.643739,0.678769,0.182395,0.186430,0.181143,0.178961,0.161574,0.211169,0.184375,0.210879,20.671842,21.017223,14.932754,13.584709,10.412039,16.500636,13.268692,24.698798,0.116363,0.116995,0.104140,0.100653,0.091033,0.107855,0.099791,0.123192,0.021274,0.021679,0.020395,0.019077,0.016761,0.020053,0.019150,0.023186,0.033559,0.033836,0.031613,0.029768,0.027693,0.030522,0.028725,0.034360
zscore,0.147887,0.066849,-1.544915,-0.431063,-1.334566,1.130401,0.529494,1.435913,-0.236970,-0.073568,-0.925035,-0.579713,-1.456775,0.881119,0.491978,1.898965,-0.304097,-0.044158,-0.384749,-0.525262,-1.645274,1.549390,-0.176519,1.530669,0.840560,0.917241,-0.433619,-0.732909,-1.437297,-0.085521,-0.803070,1.734615,0.883897,0.946929,-0.335436,-0.683351,-1.643014,0.035161,-0.769393,1.565206,0.591660,0.814256,0.108774,-0.615429,-1.887418,-0.078867,-0.575205,1.642228,0.985191,1.104039,0.151476,-0.639074,-1.528082,-0.316004,-1.086011,1.328466
borda_score,24.000000,26.000000,15.000000,20.000000,15.000000,35.000000,27.000000,34.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borda_rank,5.000000,4.000000,7.000000,6.000000,8.000000,1.000000,3.000000,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
