date,da_mean_xgboost,da_min_xgboost,da_max_xgboost,spearman_mean_xgboost,mae_mean_xgboost,mae_sd_xgboost,r2_rank_mean_xgboost,r2_rank_sd_xgboost,da_mean_random_forest,da_min_random_forest,da_max_random_forest,spearman_mean_random_forest,mae_mean_random_forest,mae_sd_random_forest,r2_rank_mean_random_forest,r2_rank_sd_random_forest,da_mean_lstm,da_min_lstm,da_max_lstm,spearman_mean_lstm,mae_mean_lstm,mae_sd_lstm,r2_rank_mean_lstm,r2_rank_sd_lstm
overall,0.543593,0.000000,1.000000,0.004718,0.258238,0.019498,-0.108075,0.172608,0.512735,0.200000,0.900000,-0.001051,0.255645,0.023211,-0.074014,0.188638,0.451211,0.000000,1.000000,-0.013944,0.322864,0.024960,-0.877908,0.298172
