rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps
1998-01-02,1998,1997,KO,0.0690225002337094,1.0,0.0
1998-01-02,1998,1997,MSFT,0.03832871610548436,0.0,0.0
1998-01-02,1998,1997,XOM,0.0720086417254338,0.0,0.0
1998-01-02,1998,1997,GE,0.06272888799413569,0.0,0.0
1998-01-02,1998,1997,INTC,0.028330991321239257,0.0,0.0
1998-01-02,1998,1997,MRK,0.042111175468287465,0.0,0.0
1998-01-02,1998,1997,PG,0.06726970623689071,0.0,0.0
1998-01-02,1998,1997,IBM,0.03942212599973519,0.0,0.0
1998-01-02,1998,1997,PFE,0.03951264122480472,0.0,0.0
1998-01-02,1998,1997,BMY,0.06239627312484338,0.0,0.0
1998-01-02,1998,1997,WMT,0.035026252647924944,0.0,0.0
1998-01-02,1998,1997,JNJ,0.04477563598121474,0.0,0.0
1998-01-02,1998,1997,LLY,0.03845302968492466,0.0,0.0
1998-01-02,1998,1997,VZ,0.05308837837310462,0.0,0.0
1998-01-02,1998,1997,DIS,0.06065979648767488,0.0,0.0
1998-01-02,1998,1997,AIG,0.08198905877876946,0.0,0.0
1998-01-02,1998,1997,C,0.03508042489969593,0.0,0.0
1998-01-02,1998,1997,CSCO,0.015434638587429437,0.0,0.0
1998-01-02,1998,1997,PEP,0.06212955176551725,0.0,0.0
1998-01-02,1998,1997,T,0.05223157335918012,0.0,0.0
1998-02-02,1998,1997,KO,0.07019226678750513,0.047827,0.0
1998-02-02,1998,1997,MSFT,0.03824702130041468,0.0,0.0
1998-02-02,1998,1997,XOM,0.07363663590769204,0.0,0.0
1998-02-02,1998,1997,GE,0.06480190854740461,0.0,0.0
1998-02-02,1998,1997,INTC,0.028813113553823308,0.0,0.0
1998-02-02,1998,1997,MRK,0.042319119304979946,0.0,0.0
1998-02-02,1998,1997,PG,0.06740590285598834,0.0,0.0
1998-02-02,1998,1997,IBM,0.03936476915221134,0.0,0.0
1998-02-02,1998,1997,PFE,0.03942048538015444,0.0,0.0
1998-02-02,1998,1997,BMY,0.06163907694707799,0.0,0.0
1998-02-02,1998,1997,WMT,0.03483870343772533,0.0,0.0
1998-02-02,1998,1997,JNJ,0.045091226803604126,0.0,0.0
1998-02-02,1998,1997,LLY,0.037646159143817394,0.0,0.0
1998-02-02,1998,1997,VZ,0.05416417421480448,0.0,0.0
1998-02-02,1998,1997,DIS,0.06383515746451318,0.0,0.0
1998-02-02,1998,1997,AIG,0.07610756617266326,0.0,0.0
1998-02-02,1998,1997,C,0.03231693277180186,0.0,0.0
1998-02-02,1998,1997,CSCO,0.015205754822805248,0.0,0.0
1998-02-02,1998,1997,PEP,0.062128588963978854,0.0,0.0
1998-02-02,1998,1997,T,0.05282543646703442,0.0,0.0
1998-03-02,1998,1997,KO,0.0691006874773671,0.045183,0.0
1998-03-02,1998,1997,MSFT,0.0385624902137765,0.0,0.0
1998-03-02,1998,1997,XOM,0.06930063628862726,0.0,0.0
1998-03-02,1998,1997,GE,0.06124851835259498,0.0,0.0
1998-03-02,1998,1997,INTC,0.028725063225571133,0.0,0.0
1998-03-02,1998,1997,MRK,0.04303136871227851,0.0,0.0
1998-03-02,1998,1997,PG,0.06624284348505112,0.0,0.0
1998-03-02,1998,1997,IBM,0.039027954283835944,0.0,0.0
1998-03-02,1998,1997,PFE,0.04095143404803598,0.0,0.0
1998-03-02,1998,1997,BMY,0.0626761074119074,0.0,0.0
1998-03-02,1998,1997,WMT,0.034795354821788776,0.0,0.0
1998-03-02,1998,1997,JNJ,0.04652454348165003,0.0,0.0
1998-03-02,1998,1997,LLY,0.03729720887996215,0.0,0.0
1998-03-02,1998,1997,VZ,0.05401959117443086,0.0,0.0
1998-03-02,1998,1997,DIS,0.061355229880275274,0.0,0.0
1998-03-02,1998,1997,AIG,0.08322922476103436,0.0,0.0
1998-03-02,1998,1997,C,0.03496316647992537,0.0,0.0
1998-03-02,1998,1997,CSCO,0.015253998464822813,0.0,0.0
1998-03-02,1998,1997,PEP,0.06153362882301207,0.0,0.0
1998-03-02,1998,1997,T,0.05216094973405238,0.0,0.0
1998-04-01,1998,1997,KO,0.06837365845955527,0.068577,0.0
1998-04-01,1998,1997,MSFT,0.040365402351032025,0.0,0.0
1998-04-01,1998,1997,XOM,0.06816314408722174,0.0,0.0
1998-04-01,1998,1997,GE,0.06043601727108429,0.0,0.0
1998-04-01,1998,1997,INTC,0.027427034413665178,0.0,0.0
1998-04-01,1998,1997,MRK,0.045462699454398375,0.0,0.0
1998-04-01,1998,1997,PG,0.06523551082890182,0.0,0.0
1998-04-01,1998,1997,IBM,0.03448644073711776,0.0,0.0
1998-04-01,1998,1997,PFE,0.042767010829637464,0.0,0.0
1998-04-01,1998,1997,BMY,0.0630385496159521,0.0,0.0
1998-04-01,1998,1997,WMT,0.03552921666296922,0.0,0.0
1998-04-01,1998,1997,JNJ,0.04940161306779957,0.0,0.0
1998-04-01,1998,1997,LLY,0.03869265534350902,0.0,0.0
1998-04-01,1998,1997,VZ,0.05355861747085355,0.0,0.0
1998-04-01,1998,1997,DIS,0.05998171548261352,0.0,0.0
1998-04-01,1998,1997,AIG,0.0819365778590414,0.0,0.0
1998-04-01,1998,1997,C,0.036142410181018096,0.0,0.0
1998-04-01,1998,1997,CSCO,0.017376890702175928,0.0,0.0
1998-04-01,1998,1997,PEP,0.060588855506322675,0.0,0.0
1998-04-01,1998,1997,T,0.05103597967513093,0.0,0.0
1998-05-01,1998,1997,KO,0.06700301293425952,0.115857,0.0
1998-05-01,1998,1997,MSFT,0.040536834950135006,0.0,0.0
1998-05-01,1998,1997,XOM,0.09502155976280857,0.0,0.0
1998-05-01,1998,1997,GE,0.07597506341043002,0.0,0.0
1998-05-01,1998,1997,INTC,0.028499823865389916,0.0,0.0
1998-05-01,1998,1997,MRK,0.0473896985506925,0.0,0.0
1998-05-01,1998,1997,PG,0.0526763551405888,0.0,0.0
1998-05-01,1998,1997,IBM,0.034636463373134675,0.0,0.0
1998-05-01,1998,1997,PFE,0.043688772717527434,0.0,0.0
1998-05-01,1998,1997,BMY,0.06441300713497893,0.0,0.0
1998-05-01,1998,1997,WMT,0.03678263865647948,0.0,0.0
1998-05-01,1998,1997,JNJ,0.052207982448423354,0.0,0.0
1998-05-01,1998,1997,LLY,0.038279151539492746,0.0,0.0
1998-05-01,1998,1997,VZ,0.046584818289729844,0.0,0.0
1998-05-01,1998,1997,DIS,0.05922041865831855,0.0,0.0
1998-05-01,1998,1997,AIG,0.08080714460295069,0.0,0.0
1998-05-01,1998,1997,C,0.03453906449217977,0.0,0.0
1998-05-01,1998,1997,CSCO,0.017669082212406602,0.0,0.0
1998-05-01,1998,1997,PEP,0.03967293510478125,0.0,0.0
1998-05-01,1998,1997,T,0.044396172155292284,0.0,0.0
1998-06-01,1998,1997,KO,0.06830153681929547,0.10611,0.0
1998-06-01,1998,1997,MSFT,0.040885268808340175,0.0,0.0
1998-06-01,1998,1997,XOM,0.06805075974162891,0.0,0.0
1998-06-01,1998,1997,GE,0.06092507921725371,0.0,0.0
1998-06-01,1998,1997,INTC,0.028764648668640386,0.0,0.0
1998-06-01,1998,1997,MRK,0.04804856832112904,0.0,0.0
1998-06-01,1998,1997,PG,0.0639814820666345,0.0,0.0
1998-06-01,1998,1997,IBM,0.034977178578582534,0.0,0.0
1998-06-01,1998,1997,PFE,0.042754373854339334,0.0,0.0
1998-06-01,1998,1997,BMY,0.06440558076768813,0.0,0.0
1998-06-01,1998,1997,WMT,0.03747610122725483,0.0,0.0
1998-06-01,1998,1997,JNJ,0.05323313139775552,0.0,0.0
1998-06-01,1998,1997,LLY,0.037973266914750926,0.0,0.0
1998-06-01,1998,1997,VZ,0.05144681973455859,0.0,0.0
1998-06-01,1998,1997,DIS,0.05938659280111104,0.0,0.0
1998-06-01,1998,1997,AIG,0.0809552557261584,0.0,0.0
1998-06-01,1998,1997,C,0.03506297292691643,0.0,0.0
1998-06-01,1998,1997,CSCO,0.017975022744787,0.0,0.0
1998-06-01,1998,1997,PEP,0.05839667393169582,0.0,0.0
1998-06-01,1998,1997,T,0.04699968575147926,0.0,0.0
1998-07-01,1998,1997,KO,0.068762000897809,0.066023,0.0
1998-07-01,1998,1997,MSFT,0.04066398545650094,0.0,0.0
1998-07-01,1998,1997,XOM,0.06511527097325878,0.0,0.0
1998-07-01,1998,1997,GE,0.05754150058139678,0.0,0.0
1998-07-01,1998,1997,INTC,0.02858431136972015,0.0,0.0
1998-07-01,1998,1997,MRK,0.04918311545469991,0.0,0.0
1998-07-01,1998,1997,PG,0.0635887836926466,0.0,0.0
1998-07-01,1998,1997,IBM,0.03527678800126598,0.0,0.0
1998-07-01,1998,1997,PFE,0.04342914743300078,0.0,0.0
1998-07-01,1998,1997,BMY,0.06400434156281992,0.0,0.0
1998-07-01,1998,1997,WMT,0.037803626116547535,0.0,0.0
1998-07-01,1998,1997,JNJ,0.054118584220500636,0.0,0.0
1998-07-01,1998,1997,LLY,0.03853945398573176,0.0,0.0
1998-07-01,1998,1997,VZ,0.050809468437246375,0.0,0.0
1998-07-01,1998,1997,DIS,0.06358380842885936,0.0,0.0
1998-07-01,1998,1997,AIG,0.07760239478229192,0.0,0.0
1998-07-01,1998,1997,C,0.03844211110382968,0.0,0.0
1998-07-01,1998,1997,CSCO,0.01810465019383318,0.0,0.0
1998-07-01,1998,1997,PEP,0.05874878292068067,0.0,0.0
1998-07-01,1998,1997,T,0.046097874387360016,0.0,0.0
1998-08-03,1998,1997,KO,0.0698454835411306,0.050035,0.0
1998-08-03,1998,1997,MSFT,0.04130639289924841,0.0,0.0
1998-08-03,1998,1997,XOM,0.0663687190702512,0.0,0.0
1998-08-03,1998,1997,GE,0.05920022369491461,0.0,0.0
1998-08-03,1998,1997,INTC,0.02900219512461255,0.0,0.0
1998-08-03,1998,1997,MRK,0.049555266682164374,0.0,0.0
1998-08-03,1998,1997,PG,0.06330021656507609,0.0,0.0
1998-08-03,1998,1997,IBM,0.03594007252709774,0.0,0.0
1998-08-03,1998,1997,PFE,0.04388319844521874,0.0,0.0
1998-08-03,1998,1997,BMY,0.06413357924295061,0.0,0.0
1998-08-03,1998,1997,WMT,0.037526238948682775,0.0,0.0
1998-08-03,1998,1997,JNJ,0.05425501505306857,0.0,0.0
1998-08-03,1998,1997,LLY,0.03806486142039376,0.0,0.0
1998-08-03,1998,1997,VZ,0.05049184155512929,0.0,0.0
1998-08-03,1998,1997,DIS,0.05954803700683362,0.0,0.0
1998-08-03,1998,1997,AIG,0.07978543045863719,0.0,0.0
1998-08-03,1998,1997,C,0.03547276418650156,0.0,0.0
1998-08-03,1998,1997,CSCO,0.018623144793775755,0.0,0.0
1998-08-03,1998,1997,PEP,0.05736891454742952,0.0,0.0
1998-08-03,1998,1997,T,0.04632840423688305,0.0,0.0
1998-09-01,1998,1997,KO,0.0706451316450398,0.095839,0.0
1998-09-01,1998,1997,MSFT,0.042045103003744574,0.0,0.0
1998-09-01,1998,1997,XOM,0.10000000000000002,0.0,0.0
1998-09-01,1998,1997,GE,0.05744885377704594,0.0,0.0
1998-09-01,1998,1997,INTC,0.029868356210500536,0.0,0.0
1998-09-01,1998,1997,MRK,0.051359351734309305,0.0,0.0
1998-09-01,1998,1997,PG,0.06612315467752518,0.0,0.0
1998-09-01,1998,1997,IBM,0.03571730702208853,0.0,0.0
