rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_depth,best_n_est,best_min_leaf,best_min_samples_split,val_R2_selected
1998-01-02,1998,1997,INTC,0.1000024752400642,1.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,CSCO,0.1000024752400642,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,MSFT,0.09126694963858988,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,IBM,0.08916103928914454,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,LLY,0.08527059253758702,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,C,0.0722040005195996,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,T,0.05434246337448562,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,MRK,0.05177337006502126,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,XOM,0.04907925369467876,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,AIG,0.04645366134026143,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,DIS,0.04139805749488251,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,BMY,0.0402731841354749,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,PEP,0.03886528481609293,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,PFE,0.03162538623460233,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,GE,0.029413569143767353,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,JNJ,0.022194674626337067,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,PG,0.017659975244174432,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,WMT,0.016904258527482136,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,VZ,0.011916012588677407,0.0,0.0,2,50,2,5,0.058706
1998-01-02,1998,1997,KO,0.010193316249012579,0.0,0.0,2,50,2,5,0.058706
1998-04-01,1998,1997,INTC,0.10000964564802298,0.531513,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,IBM,0.10000964564802298,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,C,0.10000964564802298,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,LLY,0.10000964564802298,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,CSCO,0.10000964564802298,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,BMY,0.10000964564802298,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,PFE,0.09546042126060308,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,PEP,0.08300535631068184,0.0,0.0,1,50,2,5,-0.253929
1998-04-01,1998,1997,MRK,0.055426880254598555,0.0,0.0,1,50,2,5,-0.253929
