rebalance_date,n_stocks,RMSE,MSE,MAE,R_squared,Spearman,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.2854505844149405,0.08148203614283105,0.24728256738540325,0.01976497873285965,0.11428571428571428,0.7,0.0
1998-02-02,20,0.29021278002568973,0.08422345769023937,0.2508820890239713,-0.013214528604383435,-0.08421052631578946,0.75,0.0
1998-03-02,20,0.28711264730265207,0.08243367224113708,0.24809808556431667,0.008316724918651652,0.11278195488721804,0.8,0.0
1998-04-01,20,0.28692163338288484,0.08232402370310257,0.24568585802826148,0.009635805075457915,0.13233082706766916,0.45,0.0
1998-05-01,20,0.2870842834334616,0.08241738579450411,0.24765286153746852,0.008512652096191231,0.1413533834586466,0.4,0.0
1998-06-01,20,0.285409433624379,0.0814585448017888,0.24531093935910997,0.02004758133186413,0.16541353383458643,0.75,0.0
1998-07-01,20,0.28546147660347393,0.0814882546246357,0.2475604509130595,0.0196901699291947,0.1819548872180451,0.5,0.0
1998-08-03,20,0.2895633090861503,0.08384690996892141,0.25187638227097664,-0.008684631205069682,-0.09323308270676692,0.05,0.0
1998-09-01,20,0.2930928728612408,0.08590343212205546,0.2546650253411624,-0.03342474733299805,-0.28721804511278193,0.55,0.0
1998-10-01,20,0.2789805299388302,0.07783013608495053,0.24433388096880435,0.063697611008114,0.5909774436090225,1.0,
1998-11-02,20,0.28950018267065797,0.08381035576634432,0.25225800689083,-0.008244881399630977,-0.030075187969924807,0.85,0.0
1998-12-01,20,0.2876274892482789,0.0827295725712688,0.24875380105438127,0.004757021699021924,0.037593984962406006,0.7,0.0
1999-01-04,20,0.2879137644096943,0.08289433573656094,0.24810629384229257,0.002774908432349843,0.09924812030075188,0.8,0.0
1999-02-01,20,0.2850172212259323,0.08123481639535203,0.24588203257697736,0.022739050882983003,0.21353383458646616,0.5,0.30151134457776363
1999-03-01,20,0.2839719518687511,0.08064006944814832,0.24657319181857745,0.02989390137565917,0.26315789473684204,0.8,0.0
1999-04-01,20,0.2845779197043232,0.08098459238324024,0.24484969554959587,0.025749264562523466,0.3203007518796992,0.6,0.3333333333333333
1999-05-03,20,0.29110881533753113,0.0847443423672208,0.25116669307866646,-0.01948081043273131,-0.1789473684210526,0.15,0.0
