rebalance_date,n_stocks,RMSE,MSE,MAE,R_squared,Spearman,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.28859823945698965,0.08328894381767393,0.2506959056319889,-0.0019722564532203,-0.0030120516086030676,0.95,0.0
1998-07-01,20,0.28315286803726225,0.08017554667772724,0.2422050284602145,0.035482145230349094,0.41353383458646614,0.7,0.0
1999-01-04,20,0.2796258082042602,0.07819059261388572,0.24410397722047467,0.059361291863028964,0.49624060150375937,0.7,0.0
1999-07-01,20,0.2848970751902457,0.08116634345195653,0.2430788782806857,0.02356278554037272,0.13233082706766916,0.65,0.6000000000000001
2000-01-03,20,0.28610102736871007,0.08185379786143138,0.24993988974103165,0.015292657306088642,0.22857142857142856,0.55,0.0
2000-07-03,20,0.2962806202081644,0.08778220591093458,0.25797297968286886,-0.0560265372744011,-0.2120300751879699,0.4,0.3872983346207417
2001-01-02,20,0.28592533364931344,0.08175329642247123,0.24475024441024185,0.016501697173278318,0.24360902255639094,0.3,0.0
2001-07-02,20,0.2916932064852824,0.0850849267096656,0.252493260017736,-0.02357806568018761,-0.09172932330827067,0.45,0.37605071654517747
2002-01-02,20,0.30607669462341747,0.09368294299159674,0.2686880715124578,-0.12701284801920876,-0.6406015037593984,0.2,0.2
2002-07-01,20,0.2869924813604653,0.082364684357437,0.2515358049233516,0.00914665434662254,0.22406015037593985,0.5,0.5345224838248488
2003-01-02,20,0.2847394893387189,0.08107657678887442,0.24780072782873938,0.024642685246623497,0.18796992481203004,0.85,0.0
2003-07-01,20,0.28095618212950324,0.07893637627678658,0.24423480172378392,0.05038945832437203,0.4616541353383458,0.8,0.0
2004-01-02,20,0.2945079934205655,0.08673495818860785,0.2548431069568927,-0.043428068434380185,-0.4030075187969925,0.7,0.0
2004-07-01,20,0.29190991808914696,0.08521140027881248,0.25312979348864634,-0.025099552226315547,-0.4601503759398496,0.7,0.0
2005-01-03,20,0.2853267488525656,0.08141135361077505,0.24426585265794248,0.020615294907969428,0.24360902255639094,0.4,0.0
2005-07-01,20,0.28700859714340865,0.08237393483422743,0.24817160098682037,0.009035370415309107,0.05864661654135337,0.6,0.0
2006-01-03,20,0.28229884440880604,0.07969263755454728,0.24471523456170283,0.04129157829116048,0.4526315789473684,0.55,0.31622776601683794
2006-07-03,20,0.29534579141417105,0.08722913650606305,0.25926691117209294,-0.04937307074963093,-0.2601503759398496,0.75,0.0
2007-01-03,19,0.2953013574598012,0.08720289171760126,0.2543102951646199,-0.04934146366846859,-0.4140350877192982,0.5789473684210527,0.0
2007-07-02,19,0.2927752718804382,0.08571735982466451,0.2523625425297243,-0.031465563223463056,-0.2719298245614035,0.5263157894736842,0.0
2008-01-02,19,0.2914883765960767,0.08496547369061622,0.24904047368578053,-0.02241786674374846,-0.5087719298245614,0.15789473684210525,0.0
2008-07-01,20,0.3074242235392094,0.09450965321868579,0.2634029278595112,-0.13695823420975395,-0.669172932330827,0.1,0.0
2009-01-02,19,0.2894635919419009,0.08378917105990731,0.2490023501309201,-0.008263025087551501,-0.0912280701754386,0.42105263157894735,0.0
