rebalance_date,ticker,assigned_weight,turnover
1998-01-02,INTC,0.10000467940643401,1.0
1998-01-02,MSFT,0.10000467940643401,0.0
1998-01-02,XOM,0.09413644956766806,0.0
1998-01-02,CSCO,0.06813767574736534,0.0
1998-01-02,PG,0.06360606132060809,0.0
1998-01-02,T,0.06332351192650239,0.0
1998-01-02,PFE,0.05939195343587923,0.0
1998-01-02,C,0.05548141080049704,0.0
1998-01-02,IBM,0.0514073664559059,0.0
1998-01-02,BMY,0.04838796559707442,0.0
1998-01-02,KO,0.04493593580315931,0.0
1998-01-02,JNJ,0.04071978885097026,0.0
1998-01-02,MRK,0.040700736391575634,0.0
1998-01-02,PEP,0.0399022153488329,0.0
1998-01-02,WMT,0.035338260575547134,0.0
1998-01-02,AIG,0.02989049166418363,0.0
1998-01-02,GE,0.02284995557948486,0.0
1998-01-02,LLY,0.020968885004469102,0.0
1998-01-02,VZ,0.01040598855870434,0.0
1998-01-02,DIS,0.01040598855870434,0.0
1998-02-02,INTC,0.10000283344962371,0.5046320484461732
1998-02-02,IBM,0.10000283344962371,0.0
1998-02-02,XOM,0.0924348261906575,0.0
1998-02-02,LLY,0.09139355739794935,0.0
1998-02-02,C,0.09077202795922736,0.0
1998-02-02,PG,0.0868128759331508,0.0
1998-02-02,CSCO,0.068435152942709,0.0
1998-02-02,KO,0.06402451838961293,0.0
1998-02-02,PEP,0.06172943816050668,0.0
1998-02-02,BMY,0.044229223262887515,0.0
1998-02-02,JNJ,0.038798943442797953,0.0
1998-02-02,AIG,0.02560476184459492,0.0
1998-02-02,MSFT,0.02231676820219429,0.0
1998-02-02,WMT,0.022021801932792212,0.0
1998-02-02,GE,0.02187345944920482,0.0
1998-02-02,PFE,0.016869472002664185,0.0
1998-02-02,VZ,0.016386282173616148,0.0
1998-02-02,MRK,0.016202820187926605,0.0
1998-02-02,T,0.010044201814130044,0.0
1998-02-02,DIS,0.010044201814130044,0.0
1998-03-02,INTC,0.10000868478330813,0.6361719162605445
1998-03-02,LLY,0.10000868478330813,0.0
1998-03-02,T,0.0964116133918028,0.0
1998-03-02,VZ,0.09302645461438006,0.0
1998-03-02,CSCO,0.07893186639444198,0.0
1998-03-02,KO,0.07814660174999635,0.0
