rebalance_date,invest_year,select_year,n_stocks,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,best_depth,best_n_estimators,best_min_leaf,best_max_features,val_R2_selected,turnover,tc_drag_bps
2011-01-03,2011,2010,20,0.2936124418853421,0.08620826602987339,0.25335950679450076,-0.037091922163890345,-21.911255697859232,-0.5097744360902255,0.55,0.0,1,200,1,sqrt,-0.029401842720601534,0.6762191437880262,0.0
2011-07-01,2011,2010,20,0.2781180545046063,0.07734965224142717,0.23993452509026864,0.06947786777230469,-9.517716859770543,0.1744360902255639,0.6,0.3333333333333333,1,200,1,0.5,-0.01365727311082221,0.6771534026008117,0.0
2012-01-03,2012,2011,20,0.2861590090964611,0.0818869784870685,0.24844285907572755,0.014893491884890309,-7.225449149537438,0.17142857142857143,0.9,0.5773502691896257,1,100,1,0.5,-0.0019376068077228137,0.6926098230506151,0.0
2012-07-02,2012,2011,20,0.28267318781080114,0.07990413110712047,0.24534938546893845,0.0387472949519343,-21.297089192497634,0.38496240601503756,0.55,0.0,1,200,1,sqrt,-0.0006053640468950405,0.7605919494714615,0.0
2013-01-02,2013,2012,20,0.2962151872756372,0.08774343717274084,0.25564825327895546,-0.055560146438987656,-7.774487346294466,-0.1744360902255639,0.75,0.5239368319955838,2,100,5,sqrt,0.004198048640968732,0.7564910652429515,0.0
2013-07-01,2013,2012,20,0.2931641192492863,0.08594520081520976,0.25434224561480095,-0.033927227852147634,-6.324794207381341,-0.2706766917293233,0.8,0.0,1,100,2,sqrt,-0.013848570959321016,0.4041140495805049,0.0
2014-01-02,2014,2013,20,0.28977147850365204,0.08396750975419248,0.2522017096583874,-0.010135455689533668,-25.839087010327273,-0.2045112781954887,0.55,0.0,1,200,2,sqrt,-0.07530100713818344,0.6419851874672182,0.0
2014-07-01,2014,2013,20,0.2864276636863393,0.08204080652481471,0.24713779633448327,0.013042929024785432,-17.58054702400255,0.21804511278195485,0.65,0.0,1,200,2,sqrt,-0.08477542608496846,0.39032147061694833,0.0
2015-01-02,2015,2014,19,0.289458118174649,0.08378600217720907,0.24956301663730276,-0.008224892865749123,-27.744749189475428,-0.07192982456140351,0.42105263157894735,0.0,1,200,1,sqrt,-0.06521681447157546,0.9081803702522568,0.0
2015-07-01,2015,2014,20,0.303180073671643,0.0919181570715429,0.2668117437263212,-0.10578234071029047,-12.595697058536059,-0.24511278195488717,0.45,0.4330127018922193,5,135,1,sqrt,-0.004965635372107258,0.5197156401707095,0.0
2016-01-04,2016,2015,20,0.3057595463683944,0.09348890019540634,0.26261532452654784,-0.12467849859135449,-10.981496294988606,-0.23759398496240602,0.35,0.3227486121839514,5,200,1,0.5,0.06317077253725312,0.6494699604080593,0.0
2016-07-01,2016,2015,20,0.2515642295864889,0.0632845616074437,0.22475269351835375,0.23868196562473754,-3.588107107625504,0.5097744360902255,0.7,0.7319250547113999,2,100,5,0.5,0.08348568223612074,0.5405720853638822,0.0
2017-01-03,2017,2016,20,0.27308410036598635,0.07457492587270009,0.24865766927123634,0.10285803461413423,-9.716095115782483,0.29624060150375936,0.5,0.46188021535170065,2,100,5,0.5,0.0910893230432458,0.6151949924769288,0.0
2017-07-03,2017,2016,20,0.29756591451892517,0.0885454734834843,0.24877212274188518,-0.06520870356071318,-2.8904770687591825,0.09924812030075188,0.65,,5,100,2,sqrt,0.10468743317971274,0.5395674118516172,0.0
2018-01-02,2018,2017,20,0.28532028242452323,0.08140766356280969,0.2511469177500355,0.020659686462439986,-14.984941798895228,0.14436090225563908,0.55,0.5318160234783105,2,100,3,0.5,0.12911305799318507,0.5160387525197042,0.0
2018-07-02,2018,2017,20,0.32734674827814275,0.10715589360827374,0.28207243496481105,-0.2890934569416388,-16.353159700238354,-0.5022556390977443,0.35,0.3535533905932738,2,200,5,0.5,0.05916792685512973,0.26100284258857276,0.0
2019-01-02,2019,2018,20,0.27451556710669517,0.07535879658391045,0.2349147496857053,0.09342801102062626,-3.263248191254836,0.43909774436090226,0.6,,1,200,1,sqrt,-0.0030317997644475625,0.45079130853723837,0.0
2019-07-01,2019,2018,20,0.2770698435169972,0.07676769818653331,0.23851778099533574,0.07647881880862195,-4.733190684865979,0.39097744360902253,0.6,0.414578098794425,1,200,1,sqrt,-0.009149603179898547,0.4125412572325642,0.0
2020-01-02,2020,2019,20,0.2837733563815437,0.08052731779204661,0.24272752493161662,0.031250312276130954,-7.180381990648135,0.26616541353383455,0.55,0.4264014327112209,1,135,1,sqrt,-0.008557448413157198,0.5573595217458063,0.0
2020-07-01,2020,2019,20,0.2866340042745615,0.08215905240646934,0.2395398524649402,0.01162042217781245,-1.0995160932970798,0.08421052631578946,0.45,0.0,2,135,5,sqrt,0.037115936325815446,0.6783620790415612,0.0
2021-01-04,2021,2020,20,0.29549450566827756,0.08731700288013972,0.24431881383734338,-0.05043010983626717,-2.258989389105925,0.2571428571428572,0.75,0.6928203230275509,2,100,3,sqrt,0.09142985749366517,0.7258393718018672,0.0
2021-07-01,2021,2020,20,0.28606969243606556,0.08183586893046514,0.25149119758977234,0.015508343693652504,-3.0971852091312666,0.015037593984962403,0.5,0.3144854510165755,2,135,2,0.5,0.14661156283268684,0.1967420706479853,0.0
2022-01-03,2022,2021,20,0.3344103549845557,0.11183028552089655,0.2870709670474551,-0.34532674310852984,-6.6180423709376095,-0.7293233082706766,0.2,0.28867513459481287,2,200,2,0.5,0.026803370604512766,0.39917771270264796,0.0
2022-07-01,2022,2021,20,0.32647462089590157,0.10658567808912264,0.28105177837986145,-0.28223372137290426,-11.633925826293478,-0.362406015037594,0.4,0.38924947208076144,2,200,5,0.5,0.06360391210803051,0.4436405846883793,0.0
2023-01-03,2023,2022,20,0.28253299448259234,0.07982489297130055,0.24698524640532887,0.039700535683602434,0.22583415253507433,0.47067669172932325,0.75,0.0,1,200,1,sqrt,-0.00997484513561897,0.8085255344291282,0.0
2023-07-03,2023,2022,20,0.28647201372326203,0.08206621464666083,0.24469495149184045,0.012737267408591602,-11.407514856809314,0.16240601503759397,0.7,0.3933978962347216,1,100,1,sqrt,-0.030241349473130175,0.4833362311527059,0.0
2024-01-02,2024,2023,20,0.2829169127404591,0.08004197951459256,0.24398575149454743,0.03708896824550301,-0.05786323694714257,0.38345864661654133,0.6,0.0,1,200,1,sqrt,-0.010705347310697277,0.616524550443256,0.0
2024-07-01,2024,2023,20,0.2828482078035037,0.08000310865765403,0.2488797429800821,0.03755658757709457,-1.5184564672700471,-0.019548872180451125,0.4,0.48507125007266594,1,100,1,0.5,0.0709378023132401,0.4549088038264293,0.0
2025-01-02,2025,2024,20,0.282184817352997,0.07962827114454428,0.24200074701880525,0.04206591104307644,-8.19781415749334,0.08270676691729321,0.55,0.5741692517632146,2,200,1,0.5,0.07434387478261517,0.41581658856745346,0.0
2025-07-01,2025,2024,20,0.287290045918594,0.08253557048390782,0.2542862340213935,0.007090881396597748,-1.9311011698483074,0.04962406015037594,0.5,0.48038446141526137,5,200,1,0.5,0.01049035578234847,0.7420775164771073,0.0
