rebalance_date,n_stocks,RMSE,MSE,MAE,R_squared,Spearman,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.2876596088344429,0.08274805055478471,0.24970331521324626,0.004534730168003542,-0.11879699248120301,0.9,0.0
1998-04-01,20,0.28610291702106777,0.08185487912796399,0.24964960595500102,0.01527964958840311,0.11278195488721804,0.75,0.0
1998-07-01,20,0.2853588419569424,0.08142966868300722,0.2470735392415257,0.02039496321194323,0.24511278195488717,0.35,0.0
1998-10-01,20,0.279401606979505,0.07806525798272979,0.24175428021531759,0.06086907689949128,0.6406015037593984,1.0,
1999-01-04,20,0.2806773991601684,0.07877980239931649,0.24523246236668764,0.052273053842809225,0.4992481203007519,0.65,0.0
1999-04-01,20,0.286107796517842,0.08185767122829489,0.24613595898115664,0.015246060411490014,0.17293233082706763,0.65,0.0
1999-07-01,20,0.2895652955723019,0.08384806039987455,0.2516955298713443,-0.008698470975934569,-0.05413533834586466,0.3,0.0
1999-10-01,20,0.2876292479630659,0.08273058428379884,0.24803402320770956,0.004744850721217109,0.03909774436090225,0.55,0.0
2000-01-03,20,0.2857426697817001,0.08164887333397372,0.24891776773672927,0.017757914779263362,0.1744360902255639,0.5,0.0
2000-04-03,20,0.29481695515821876,0.08691703704876318,0.25717752306250374,-0.045618490812188384,-0.193984962406015,0.4,0.3779644730092272
2000-07-03,20,0.29032501541949424,0.08428861457832956,0.24940187856398405,-0.013998370867122745,-0.0631578947368421,0.55,0.4923659639173309
2000-10-02,20,0.2917494112285073,0.08511771895218066,0.25178162169668206,-0.023972558823226242,-0.16541353383458643,0.5,0.0
2001-01-02,20,0.2889253818539934,0.08347787627947591,0.25163357097110334,-0.00424512817414624,0.14436090225563908,0.1,0.0
2001-04-02,20,0.28012060574732356,0.07846755376424747,0.2405613948450084,0.056029428400030445,0.4661654135338345,0.65,0.0
2001-07-02,20,0.2930326054709839,0.08586810786911332,0.25215600644569147,-0.03299979391414509,-0.32481203007518794,0.4,0.0
2001-10-01,20,0.27206857921506117,0.07402131179610202,0.23710993663023788,0.10951805358072753,0.6390977443609022,0.7,0.5345224838248488
2002-01-02,20,0.30198569525038466,0.09119536013585819,0.2622655582746421,-0.09708703922836914,-0.6706766917293233,0.15,0.0
2002-04-01,20,0.304709396379693,0.09284781624207689,0.2620639796743779,-0.1169662104310003,-0.7112781954887217,0.2,0.24253562503633297
2002-07-01,20,0.29181899063616773,0.08515832329591175,0.2535423095492217,-0.024461032131269045,0.012030075187969924,0.25,0.45883146774112354
2002-10-01,20,0.2798389306444092,0.07830982710420645,0.2411046125781029,0.05792689197947132,0.3954887218045112,0.6,0.3333333333333333
2003-01-02,20,0.2865032832111748,0.08208413129078262,0.2472495332125591,0.012521728832690315,0.13834586466165413,0.2,0.0
