rebalance_date,n_stocks,RMSE,MSE,MAE,R_squared,MAPE,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.07088604991014004,0.0050248320718628645,0.059437458921989525,-0.1510807318646692,1.0676344908010735,0.7,0.3933978962347216
1998-02-02,20,0.06615906726723299,0.00437702218167026,0.05822107563832333,-0.5581509251812127,1.4026209856598613,0.8,0.0
1998-03-02,20,0.09588125428551801,0.009193214923364166,0.07106270643977533,-0.320705126795483,1.3502347104282306,0.75,0.43204937989385733
1998-04-01,20,0.0825174767169793,0.006809133963737221,0.06533295439976335,-0.30114223011440067,1.429317689914173,0.65,0.0
1998-05-01,20,0.08754709581554639,0.007664493985736459,0.0723640334546642,-1.0965455758065703,4.259493867009077,0.4,0.0
1998-06-01,20,0.07988335431129259,0.00638135029602351,0.06241229518715674,0.0386298265711148,2.494937926693222,0.8,0.0
1998-07-01,20,0.07545959346609823,0.005694150246068816,0.0617647020233069,-0.20960013000231403,1.8869027219875936,0.5,0.0
1998-08-03,20,0.18760754869405885,0.03519659232699367,0.16463479576285456,-4.368506585958719,1.3544857274650117,0.05,
1998-09-01,20,0.13378601606839707,0.017898698095453403,0.10328713803843939,-0.3910921943942136,1.4477242831113175,0.55,0.31622776601683794
1998-10-01,20,0.0885748281440299,0.00784550018074443,0.07125019616893694,-0.7089649071151818,1.1349703844970824,0.8,0.0
1998-11-02,20,0.1153067615981837,0.013295649270260371,0.09736629574167469,-2.58141321331833,0.8486826917238183,0.9,
1998-12-01,20,0.06731869382614111,0.004531806538457729,0.0567336295917229,0.0014777438526258901,1.1926135363002222,0.65,0.3535533905932738
1999-01-04,20,0.08086318681728925,0.006538854982247823,0.05569273536587669,0.03606176571951003,1.6751707678885144,0.7,0.3779644730092272
1999-02-01,20,0.07519334746022678,0.005654039502274393,0.0562455750706049,-0.17216864281323674,1.7130371296649247,0.55,0.31622776601683794
1999-03-01,20,0.08110922804545752,0.0065787068741300315,0.06318967841341303,0.02367695141661852,1.161832125000715,0.75,0.408248290463863
1999-04-01,20,0.11413221246159072,0.013026161921377686,0.09298580103210552,-0.1480134256986141,3.1794468137253604,0.55,0.0
1999-05-03,20,0.11215496862374838,0.012578736986993983,0.09705201564143472,-2.2251613864990207,1.5822484100754537,0.25,0.25
1999-06-01,20,0.09801369953422227,0.009606685296384802,0.08455183401931417,-0.5108735291884758,0.786870153495401,0.85,0.0
1999-07-01,20,0.0582440635236125,0.0033923709357426084,0.05078869135559856,0.13227296698802182,3.1789707634282705,0.65,0.3535533905932738
1999-08-02,20,0.09436687616309192,0.008905107316780325,0.07592967276946931,-0.2964804853670031,1.8384130934693523,0.4,0.0
1999-09-01,20,0.1089984364154534,0.011880659141013638,0.08954270836900408,-1.463916717036636,2.861484219405781,0.3,0.2439750182371333
1999-10-01,20,0.11438726718811781,0.013084446894765853,0.09451437638700805,-0.2387294068329946,1.480664141045994,0.8,0.0
1999-11-01,20,0.09993179228949954,0.009986363110191679,0.07702151924116978,-0.5468027043481414,2.09528273704353,0.75,0.46770717334674267
1999-12-01,20,0.14186329246625684,0.020125193749366728,0.12045408521909107,-0.12634302699455868,1.3006921231755664,0.3,0.0
2000-01-03,20,0.20858718519787023,0.04350861382877061,0.14123073635200364,-2.679854675828441,1.3735325332111183,0.4,0.0
2000-02-01,20,0.1528092947650419,0.02335068056658946,0.14374136140464105,0.08137126056835853,1.3864921448323293,0.3,0.375
2000-03-01,20,0.16925134950989015,0.028646019310918997,0.13719411814012755,-0.40903808202705383,1.0980117047897724,0.75,0.5239368319955838
2000-04-03,20,0.178147996933713,0.031736708811494214,0.1309612097787431,-1.062594572367582,1.9708395817365882,0.35,0.25677629550654774
2000-05-01,20,0.16881747832813787,0.028499340989071302,0.10506545098817059,-1.7567415460561229,3.3991625672716737,0.35,0.0
2000-06-01,20,0.11787028011341379,0.013893402934014629,0.08119971626243987,-0.4357572664978404,3.002249888633551,0.55,0.0
2000-07-03,20,0.08526553751578486,0.0072702118878557155,0.06759037169406254,-1.0463730590039453,1.9783692974063947,0.6,0.5685352436149611
2000-08-01,20,0.1152973749443739,0.01329348466906354,0.09593342032879058,-0.2477637933669079,2.4974636691702683,0.45,0.0
2000-09-01,20,0.15351213861597326,0.02356597670244979,0.10368836971883877,-0.20244513674803843,0.9998363013968466,0.6,0.5196152422706632
2000-10-02,20,0.1630626632262439,0.026589432138435436,0.12991825371832863,-0.3245137188635199,3.8581182866738173,0.45,0.3741657386773941
2000-11-01,20,0.1320147679415435,0.01742789895465958,0.09789024218486579,-0.7665147255538172,3.857562237304317,0.5,0.0
2000-12-01,20,0.18438535825043723,0.03399796033714208,0.12540189398685184,-0.40618177693840196,1.002067412478887,0.45,0.0
2001-01-02,20,0.15916842986427857,0.025334589065459767,0.1343008189129684,-0.20034694291556043,1.6491970055224248,0.3,0.2282177322938192
2001-02-01,20,0.15659207178710657,0.024521076946578343,0.10154733430938465,-0.6361197831487422,2.659495290879476,0.45,0.4879500364742666
2001-03-01,20,0.1946108768800475,0.03787339340002101,0.14703740378803914,-2.6586486372442573,2.122002799531969,0.1,
2001-04-02,20,0.13313282214142674,0.017724348331340768,0.10560267174756896,-2.1336554286146723,1.9010791118547616,0.6,0.464420364012824
2001-05-01,20,0.10056383926337657,0.01011308576739024,0.05381357416443433,-1.044044254171177,2.9205611773045046,0.6,0.5929994533288809
2001-06-01,20,0.1020851573180522,0.010421379344651469,0.0727833872217361,-0.7693728801606332,1.1969511445016585,0.35,0.3779644730092272
2001-07-02,20,0.06786773713637277,0.0046060297440117925,0.05771267695422352,0.15366886301393645,2.1500729732378794,0.65,0.5741692517632145
2001-08-01,20,0.10989399982239986,0.01207669119696562,0.08531909835200498,-0.4434185074595718,3.1165364974406655,0.5,0.6123724356957945
2001-09-04,20,0.12960406147858233,0.016797212751744152,0.08556871356068987,-0.7218275299202457,1.5197777338457528,0.5,0.5
2001-10-01,20,0.10195962127466052,0.010395764370472205,0.07650245542923287,0.1628225080029173,1.113940578821042,0.7,0.0
2001-11-01,20,0.13580333261874253,0.018442545150356822,0.09806846899492166,-0.7243125279449447,1.9747798051779104,0.3,0.2439750182371333
2001-12-03,20,0.06411187958580715,0.004110333104025036,0.0511522606640052,-0.1533071589304673,1.4810619967363663,0.5,0.4898979485566356
2002-01-02,20,0.07842317237416487,0.006150193965227975,0.06808688970209609,-0.9223439120629648,1.7922101039524343,0.3,0.32659863237109044
2002-02-01,20,0.07967452910120441,0.00634803058749867,0.06582052101136489,0.16830921169189106,1.203128044191817,0.65,0.6030226891555273
2002-03-01,20,0.0648133488849447,0.004200770193681562,0.05137712954503661,-0.06903488069005914,1.0087992506167964,0.55,0.4330127018922193
2002-04-01,20,0.13793974601581765,0.01902737353090828,0.11022799052451888,-2.146387229290942,1.2509425313085747,0.3,0.42008402520840293
2002-05-01,20,0.06568097072053156,0.004313989914791324,0.05377064170312298,-0.32580472891040135,2.1690314008567553,0.55,0.31622776601683794
2002-06-03,20,0.11422028770103139,0.013046274122506382,0.07705584565354436,-0.6338186011319944,0.9054584259715076,0.65,0.6793662204867574
2002-07-01,20,0.11442446255075253,0.01309295763002857,0.09594359089396541,-2.683033813634757,2.0989804240472463,0.3,0.42008402520840293
2002-08-01,20,0.06018110975135597,0.0036217659709047523,0.05100589184383558,-0.38652350355512843,1.210397512030472,0.65,0.4330127018922193
2002-09-03,20,0.13880395068768248,0.01926653672650859,0.11594492214994723,-2.3214574905897334,0.9738223035396839,0.55,0.7254762501100116
2002-10-01,20,0.12278060414556363,0.015075076754349598,0.09670862202761815,-0.2292255643505452,2.3324124294400606,0.45,0.3818813079129867
2002-11-01,20,0.1415428208352991,0.020034370130013582,0.09411625335810865,-0.7181841199788477,3.199224932499854,0.5,0.5455447255899809
2002-12-02,20,0.09840662890378762,0.00968386461220777,0.07840081541730957,-1.9496509886566686,2.9369578600116726,0.5,0.6882472016116853
2003-01-02,20,0.0740842398059362,0.005488474587623462,0.05392365599969974,-4.148354557970262,3.585324737439026,0.4,0.4330127018922193
2003-02-03,20,0.04874998980578568,0.0023765615060642076,0.036582542783599736,-0.598780098578616,2.0376125279448223,0.75,0.46770717334674267
2003-03-03,20,0.07107046940902922,0.005051011622019758,0.05291236001113266,-2.175926588578125,3.7170274084557966,0.45,0.5940885257860046
2003-04-01,20,0.07223164177207564,0.005217410073089462,0.06312412378211654,-0.9945880647230423,1.3251845741187347,0.45,0.5163977794943222
2003-05-01,20,0.07338404473434762,0.005385218021572733,0.058521819049235965,-0.6678026756423896,1.382671381029494,0.45,0.4879500364742666
2003-06-02,20,0.06638601708284605,0.0044071032641239275,0.05448131689586768,-0.6563368012292299,1.1414609836642717,0.45,0.4898979485566356
2003-07-01,20,0.08125718524718234,0.006602730154294907,0.060889899744353014,-0.040484553979951876,1.0234101832029396,0.6,0.5773502691896257
2003-08-01,20,0.07449088636677438,0.005548892151707694,0.04891486621729558,-0.9371464039468023,2.315869348543001,0.45,0.4447495899966607
2003-09-02,20,0.0481395803353883,0.002317419194867304,0.03800121017110416,-0.08809874500310055,1.0785524345778328,0.6,0.60380736442456
2003-10-01,20,0.0720557289761948,0.005192028078290839,0.05984928090716953,-0.024891722930453053,1.0804140481417146,0.6,0.6
2003-11-03,20,0.045485347062399956,0.002068916797386976,0.039581168918242385,-0.05795942255337505,5.251915881110495,0.35,0.3178208630818641
2003-12-01,20,0.0837400826461882,0.00701240144159043,0.07250215706746108,-1.3501659129302408,1.0904409899848795,0.4,0.48507125007266594
2004-01-02,20,0.050006726671758955,0.0025006727124240085,0.04092621524271641,-0.7230085921566254,1.8894016151126736,0.45,0.43204937989385733
