rebalance_date,invest_year,select_year,n_stocks,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,best_depth,best_n_estimators,best_min_leaf,best_min_samples_split,val_R2_selected,turnover,tc_drag_bps
1998-01-02,1998,1997,20,0.3133577118297576,0.09819305556318139,0.2668656865595561,-0.18126984136158075,-4.478974287380646,-0.15488721804511277,0.5,0.0,2,50,2,5,0.058705878470671324,1.0,0.0
1998-04-01,1998,1997,20,0.2890088304418769,0.08352610407338155,0.24718787983403975,-0.004825312160980921,-15.203101039662318,0.10827067669172932,0.5,0.529150262212918,1,50,2,5,-0.2539294164600272,0.5315132720962178,0.0
1998-07-01,1998,1997,20,0.2752775379305216,0.07577772288908978,0.2329626947437259,0.08838829607110044,-10.47809294934959,0.40751879699248117,0.65,0.6793662204867574,1,50,10,2,-0.005066341656159823,0.5122064390105235,0.0
1998-10-01,1998,1997,20,0.2833751668392646,0.08030148518118106,0.2445567006872488,0.03396709556473909,0.3057618580538728,0.3804511278195489,0.55,,1,230,10,2,-0.015497022587926512,0.9333574366490747,0.0
1999-01-04,1999,1998,20,0.2714137392995051,0.07366541788053971,0.23420222165381582,0.1137994841438833,-10.88228422298041,0.39097744360902253,0.55,0.554700196225229,5,180,4,10,0.1546643225488743,0.7626384952829437,0.0
1999-04-01,1999,1998,20,0.294147283737225,0.08652262452998753,0.25890692697644624,-0.04087367855624091,-9.146904420023418,0.13233082706766916,0.5,0.48038446141526137,20,100,10,2,0.11150773256398461,0.6946516848915162,0.0
1999-07-01,1999,1998,20,0.2969079907965886,0.08815435499886715,0.26023233891716185,-0.06050351878336402,-24.24639401277292,-0.13984962406015036,0.4,0.4364357804719847,1,50,10,2,0.0044942711500894905,0.7824934277703779,0.0
1999-10-01,1999,1998,20,0.3071470807193652,0.09433932919442825,0.2682740711259738,-0.13490922339161804,-2.34939244668747,-0.0781954887218045,0.5,0.4923659639173309,2,50,10,2,0.06387166224587726,0.7224896456469195,0.0
2000-01-03,2000,1999,20,0.2811049156125503,0.07901997358153902,0.25210789322208776,0.049383776462688544,-5.250879650346842,0.25874390697794863,0.5,0.4898979485566356,1,50,2,10,0.082382607896473,0.6246261469339329,0.0
2000-04-03,2000,1999,20,0.3269066390526529,0.10686795065670149,0.2820659253005243,-0.28562948158437873,-8.243975528676563,-0.23094504055438037,0.55,0.46291004988627577,1,100,1,2,0.21876678654067205,0.5409003523771762,0.0
2000-07-03,2000,1999,20,0.3129869722648482,0.09796084480751684,0.26984037625569857,-0.17847632851148076,-12.545270369990641,-0.049887319611275745,0.4,0.26590801173915524,1,180,10,2,-0.09237556679542624,0.3254549269733764,0.0
2000-10-02,2000,1999,20,0.3250326750326473,0.10564623983887851,0.27088014761563406,-0.27093220858801215,-9.199107256895811,-0.045343181525196806,0.4,0.264575131106459,1,50,1,2,-0.3583063077967774,0.15621018175015156,0.0
2001-01-02,2001,2000,20,0.31368720024289265,0.09839965959622463,0.27216664745600494,-0.18375530341322843,-9.705071918851012,-0.3578947368421052,0.65,0.5773502691896257,1,230,1,2,-0.3958895414051675,0.594417808907372,0.0
2001-04-02,2001,2000,20,0.31192528943914477,0.09729738619169426,0.2663921930569431,-0.17049487147902864,-8.88525046547506,-0.17293233082706763,0.35,0.2672612419124244,20,100,1,5,-0.07344846565722563,0.6059878117483095,0.0
2001-07-02,2001,2000,20,0.30384715967357373,0.0923230964416982,0.2582419822396092,-0.11065379177982804,-10.237941391707823,-0.33383458646616543,0.5,0.408248290463863,1,180,4,2,-0.025712084971655447,0.7331759616143754,0.0
