rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_depth,best_n_est,best_min_leaf,best_min_samples_split,val_R2_selected
1999-01-04,1999,1998,IBM,0.014138905230385626,0.0,0.0,1,230,1,2,0.036495
1999-01-04,1999,1998,JNJ,0.014138905230385626,0.0,0.0,1,230,1,2,0.036495
1999-01-04,1999,1998,VZ,0.014138905230385626,0.0,0.0,1,230,1,2,0.036495
1999-01-04,1999,1998,XOM,0.014138905230385626,0.0,0.0,1,230,1,2,0.036495
1999-01-04,1999,1998,MRK,0.014138905230385626,0.0,0.0,1,230,1,2,0.036495
2000-01-03,2000,1999,IBM,0.0998321342237274,0.761282,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,MSFT,0.0903038326821728,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,CSCO,0.08115611029882208,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,WMT,0.07096451155069484,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,C,0.06735666948266417,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,INTC,0.06586690602812481,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,JNJ,0.05767976137974035,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,AIG,0.057527331519119485,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,PG,0.0542736779483747,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,GE,0.05244888747169931,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,PFE,0.05085818606076509,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,T,0.04275666769639328,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,VZ,0.04269507368918193,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,ORCL,0.03836543764185136,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,HD,0.03521492243751078,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,XOM,0.034913391344416046,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,BMY,0.025256199468609113,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,QCOM,0.012476015870532303,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,MRK,0.01005444940933917,0.0,0.0,20,50,1,10,0.240159
2000-01-03,2000,1999,KO,0.009999833796261114,0.0,0.0,20,50,1,10,0.240159
2001-01-02,2001,2000,MSFT,0.10000452572669193,0.73842,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,CSCO,0.08356673713519516,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,INTC,0.0828670684399067,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,BMY,0.08280186974209733,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,ORCL,0.07850790943870278,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,LLY,0.07773343814721366,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,HD,0.06665783621421484,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,PG,0.06653029708041783,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,IBM,0.06551997962461227,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,WMT,0.0617812323301748,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,AIG,0.039635525053627246,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,MRK,0.03820899006203492,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,T,0.03499427756984521,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,XOM,0.026185131973831415,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,KO,0.019683886953020986,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,JNJ,0.019204546728280175,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,C,0.016933539014415796,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,PFE,0.016225058762629457,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,GE,0.012455341767614004,0.0,0.0,2,50,1,2,0.153101
2001-01-02,2001,2000,VZ,0.010502808235473473,0.0,0.0,2,50,1,2,0.153101
2002-01-02,2002,2001,CSCO,0.10000595657616827,0.762834,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,GE,0.10000595657616827,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,INTC,0.10000595657616827,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,HD,0.10000595657616827,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,C,0.09768684954262648,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,MSFT,0.09768684954262648,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,BAC,0.09589459131635497,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,IBM,0.09589459131635497,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,T,0.03851767344438995,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,XOM,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,WMT,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,PFE,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,VZ,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,AIG,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,JNJ,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,MRK,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,PG,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,KO,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,BMY,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2002-01-02,2002,2001,CVX,0.015845056230270382,0.0,0.0,1,50,4,10,-0.116587
2003-01-02,2003,2002,INTC,0.10000413474518417,0.631447,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,VZ,0.10000413474518417,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,MSFT,0.10000413474518417,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,IBM,0.09837733478810938,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,C,0.09413269214601422,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,CSCO,0.09055469224176758,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,AIG,0.09055469224176758,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,GE,0.09055469224176758,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,MRK,0.05335516884114964,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,PFE,0.048270282387450736,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,LLY,0.019881903877393543,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,JNJ,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,PEP,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,PG,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,BAC,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,XOM,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,WMT,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,KO,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,WFC,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2003-01-02,2003,2002,CVX,0.012700681888780794,0.0,0.0,1,50,1,5,-0.191555
2004-01-02,2004,2003,MRK,0.10000781112848883,0.497204,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,AIG,0.10000781112848883,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,VZ,0.10000781112848883,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,CSCO,0.09982473716937232,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,INTC,0.09953877190006001,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,HD,0.09927878810543991,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,MSFT,0.09897033446143097,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,C,0.09823193590227963,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,GE,0.05813437771881105,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,IBM,0.02397207782912978,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,WMT,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,PFE,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,UPS,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,JNJ,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,KO,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,XOM,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,PG,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,BAC,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,WFC,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2004-01-02,2004,2003,CVX,0.012202554352800972,0.0,0.0,1,135,1,2,0.030789
2005-01-03,2005,2004,WFC,0.10000682699534992,1.170593,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,UPS,0.10000682699534992,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,BAC,0.10000682699534992,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,PG,0.10000682699534992,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,IBM,0.10000682699534992,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,XOM,0.06311890789266174,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,JNJ,0.05892842273753164,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,INTC,0.05351812592891542,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,MSFT,0.052585531973937914,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,CSCO,0.04177990560541727,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,KO,0.040953023533540904,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,AIG,0.038732237418167316,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,WMT,0.03084010986572397,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,GE,0.01817832448989656,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,PFE,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,VZ,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,HD,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,JPM,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,C,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2005-01-03,2005,2004,CVX,0.01688854592957629,0.0,0.0,1,230,10,2,-0.011649
2006-01-03,2006,2005,PEP,0.09525692182677974,0.967638,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,C,0.09294853522864475,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,WFC,0.09287487231141162,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,KO,0.0916860800551585,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,JPM,0.09068454458654876,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,AMGN,0.09060345701210351,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,BAC,0.0882482307614686,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,GE,0.08432949154227629,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,JNJ,0.07894260219536078,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,AIG,0.045935181041439496,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,PG,0.025392480333054208,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,PFE,0.022739697756534907,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,INTC,0.020910491537945494,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,IBM,0.015309202338840656,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,MSFT,0.014141028309916788,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,HD,0.009999436632503194,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,WMT,0.009999436632503194,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,CSCO,0.009999436632503194,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,XOM,0.009999436632503194,0.0,0.0,1,180,1,2,-0.012059
2006-01-03,2006,2005,CVX,0.009999436632503194,0.0,0.0,1,180,1,2,-0.012059
2007-01-03,2007,2006,JNJ,0.10000661695940012,0.668155,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,KO,0.10000661695940012,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,BAC,0.10000661695940012,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,AIG,0.10000661695940012,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,GE,0.09991284335309494,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,PG,0.07510865249748112,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,WFC,0.05970365902044958,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,WMT,0.04181367236145353,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,INTC,0.04116522098380358,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,JPM,0.04065394371593732,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,PFE,0.04065394371593732,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,VZ,0.03626672825875365,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,MSFT,0.030682680935158843,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,C,0.030114689233606197,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,CVX,0.028001159492712046,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,T,0.026457399141819035,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,XOM,0.020658597518670375,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,CSCO,0.014390170966760955,0.0,0.0,1,50,1,2,0.020549
2007-01-03,2007,2006,IBM,0.014390170966760955,0.0,0.0,1,50,1,2,0.020549
2008-01-02,2008,2007,AAPL,0.10000359998560007,0.640542,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,AIG,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,KO,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,PG,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,JNJ,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,MSFT,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,VZ,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,BAC,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,C,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,PFE,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,GE,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,XOM,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,CVX,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,WMT,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,T,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,CSCO,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,INTC,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,JPM,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2008-01-02,2008,2007,IBM,0.04999980000080001,0.0,0.0,1,100,2,10,0.045585
2009-01-02,2009,2008,PEP,0.10000791527096664,0.745816,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,GOOGL,0.10000791527096664,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,GE,0.10000791527096664,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,JNJ,0.10000791527096664,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,PG,0.10000791527096664,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,WMT,0.06498871741941047,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,IBM,0.058911735632069265,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,MSFT,0.057303252599954106,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,KO,0.05298673781525005,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,JPM,0.04820655904550221,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,CSCO,0.0462711409299982,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,INTC,0.04135573898316504,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,PFE,0.041235235328321976,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,CVX,0.017250024997771594,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,ORCL,0.01676614014765525,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,WFC,0.01367128518651718,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,XOM,0.01367128518651718,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,T,0.01367128518651718,0.0,0.0,2,180,10,2,0.039238
2009-01-02,2009,2008,VZ,0.01367128518651718,0.0,0.0,2,180,10,2,0.039238
2010-01-04,2010,2009,BAC,0.1000022188768479,0.975442,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,WFC,0.1000022188768479,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,ORCL,0.08612319234717418,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,JPM,0.06944094023759301,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,MSFT,0.06681372641535213,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,XOM,0.06304350647988544,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,KO,0.0626398244831782,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,WMT,0.061199406398681454,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,PG,0.06031372904778541,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,JNJ,0.05937679869444992,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,VZ,0.05492518226722299,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,AAPL,0.040842169056988516,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,T,0.03469919227678852,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,INTC,0.03227058788222617,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,MRK,0.029419150593858818,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,GOOGL,0.01996626374468159,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,CSCO,0.01592082720556752,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,CVX,0.014333688371623453,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,PFE,0.014333688371623453,0.0,0.0,1,135,1,2,-0.135195
2010-01-04,2010,2009,IBM,0.014333688371623453,0.0,0.0,1,135,1,2,-0.135195
2011-01-03,2011,2010,C,0.10000363638630694,0.632639,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,ORCL,0.08983988383864462,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,JNJ,0.06634623299737318,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,WFC,0.06206198174766675,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,PG,0.059551426968346456,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,CVX,0.057995051977006884,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,MSFT,0.05749665697563639,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,KO,0.05741845103152278,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,T,0.055480426105223656,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,INTC,0.05341532899698672,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,WMT,0.053215957374929776,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,JPM,0.04759609718889772,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,IBM,0.04609315691782656,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,GE,0.04598451272480927,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,PFE,0.04185114036953348,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,AAPL,0.036067425879631194,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,BAC,0.027461466042707286,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,XOM,0.014040388825650132,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,BRK-B,0.014040388825650132,0.0,0.0,2,180,1,5,-0.115886
2011-01-03,2011,2010,GOOGL,0.014040388825650132,0.0,0.0,2,180,1,5,-0.115886
2012-01-03,2012,2011,IBM,0.10000316998895115,0.6614,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,GOOGL,0.10000316998895115,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,ORCL,0.10000316998895115,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,INTC,0.09762924319088144,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,JPM,0.08663745719854912,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,CVX,0.07613475289670293,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,AAPL,0.057650348976306165,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,BRK-B,0.05556062856652658,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,WFC,0.055455191648846894,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,JNJ,0.04204856529302187,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,PFE,0.041137157957667175,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,XOM,0.02918138708424356,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,MSFT,0.025486999737885836,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,VZ,0.024772826622732433,0.0,0.0,1,50,1,2,-0.14964
2012-01-03,2012,2011,T,0.022765743369601917,0.0,0.0,1,50,1,2,-0.14964
