rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_depth,best_n_est,best_leaf,best_max_features,val_R2_selected
1999-01-04,1999,1998,T,0.014780971745811776,0.0,0.0,1,100,1,sqrt,0.00454
1999-01-04,1999,1998,PG,0.012027509676791902,0.0,0.0,1,100,1,sqrt,0.00454
1999-01-04,1999,1998,GE,0.012027509676791902,0.0,0.0,1,100,1,sqrt,0.00454
1999-01-04,1999,1998,BMY,0.012027509676791902,0.0,0.0,1,100,1,sqrt,0.00454
1999-01-04,1999,1998,JNJ,0.012027509676791902,0.0,0.0,1,100,1,sqrt,0.00454
1999-07-01,1999,1998,C,0.10000578209679073,0.410971,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,CSCO,0.10000578209679073,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,INTC,0.10000578209679073,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,IBM,0.09366199639389663,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,MSFT,0.0801357382291812,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,LLY,0.0779866719162083,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,BAC,0.07424450442595817,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,AIG,0.05945073625986875,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,VZ,0.058851428650717755,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,WMT,0.05136233178037737,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,HD,0.03740426760824832,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,PFE,0.033383427952172286,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,JNJ,0.02886343790843282,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,T,0.027864234046535975,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,BMY,0.020162875347849437,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,GE,0.011322200638036194,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,PG,0.011322200638036194,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,XOM,0.011322200638036194,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,MRK,0.011322200638036194,0.0,0.0,2,100,2,sqrt,0.040464
1999-07-01,1999,1998,KO,0.011322200638036194,0.0,0.0,2,100,2,sqrt,0.040464
2000-01-03,2000,1999,ORCL,0.09352827144262926,0.682536,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,INTC,0.08567060561163754,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,CSCO,0.08436986177592552,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,IBM,0.08400895241880069,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,QCOM,0.08325064883135158,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,WMT,0.07913256318052919,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,MSFT,0.06125001772326422,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,PFE,0.06068573034916603,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,C,0.059449393256652744,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,T,0.05225396307714388,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,JNJ,0.03371919071692247,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,PG,0.032743515211263556,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,HD,0.03251871442186385,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,VZ,0.03164609618686765,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,AIG,0.030259324261681576,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,GE,0.029985728056560555,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,BMY,0.024831850251072245,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,XOM,0.020703227738085826,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,KO,0.009996172744290793,0.0,0.0,2,135,5,0.5,0.078738
2000-01-03,2000,1999,MRK,0.009996172744290793,0.0,0.0,2,135,5,0.5,0.078738
2000-07-03,2000,1999,INTC,0.10000648095424175,0.605529,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,ORCL,0.10000648095424175,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,CSCO,0.10000648095424175,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,QCOM,0.10000648095424175,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,HD,0.08119106526382977,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,WMT,0.07953527397034676,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,PG,0.07821012822925949,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,BMY,0.07729832368097433,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,MSFT,0.07515252899414335,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,T,0.04031759994843196,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,PFE,0.0381784075056144,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,IBM,0.034244914006363654,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,C,0.023251230607705627,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,XOM,0.011014932138889738,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,AIG,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,GE,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,VZ,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,KO,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,JNJ,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2000-07-03,2000,1999,MRK,0.010263278639579014,0.0,0.0,1,135,1,sqrt,-0.065376
2001-01-02,2001,2000,MSFT,0.10000792924923424,0.62959,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,INTC,0.10000792924923424,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,CSCO,0.10000792924923424,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,ORCL,0.10000792924923424,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,HD,0.10000792924923424,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,WMT,0.08257893498998953,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,LLY,0.07907924275386505,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,PG,0.0624121342078154,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,BMY,0.05901800734683843,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,IBM,0.04772518529018349,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,VZ,0.03309566326708675,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,T,0.029766050105855923,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,C,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,GE,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,AIG,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,MRK,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,PFE,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,XOM,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,KO,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-01-02,2001,2000,JNJ,0.013285641974024282,0.0,0.0,1,100,1,0.5,0.030131
2001-07-02,2001,2000,CSCO,0.10000169097290426,0.455482,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,ORCL,0.09886610555276831,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,INTC,0.0932786575470333,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,HD,0.08679977303844925,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,IBM,0.08382627171522489,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,WMT,0.08220693598702222,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,GE,0.07578724126388488,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,MSFT,0.07361712662734737,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,LLY,0.05849566446656917,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,C,0.054235287844972876,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,VZ,0.04077351511863742,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,T,0.03626583303069565,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,MRK,0.026252493201655343,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,BMY,0.01541227050725818,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,KO,0.014786933155997998,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,PFE,0.01187883999391578,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,AIG,0.01187883999391578,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,JNJ,0.01187883999391578,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,XOM,0.01187883999391578,0.0,0.0,1,200,1,0.5,0.017812
2001-07-02,2001,2000,PG,0.01187883999391578,0.0,0.0,1,200,1,0.5,0.017812
2002-01-02,2002,2001,CSCO,0.1000020249807096,0.600922,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,INTC,0.1000020249807096,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,GE,0.09502942976567419,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,MSFT,0.08047938763126582,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,T,0.07128994361355288,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,HD,0.06535022532678335,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,C,0.063131885197489,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,BMY,0.054487813241576075,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,MRK,0.053079652590185024,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,IBM,0.051907450608340865,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,BAC,0.05137286873322151,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,AIG,0.04278434075638572,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,KO,0.03478206609889453,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,PFE,0.03477325405691746,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,VZ,0.0308819777115081,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,PG,0.01840805929952252,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,JNJ,0.0163592894904432,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,XOM,0.014247380837962006,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,WMT,0.010815462539429272,0.0,0.0,1,200,1,sqrt,-0.066497
2002-01-02,2002,2001,CVX,0.010815462539429272,0.0,0.0,1,200,1,sqrt,-0.066497
2002-07-01,2002,2001,BMY,0.10000772845306355,0.383654,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,INTC,0.10000772845306355,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,CSCO,0.09843849186121605,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,T,0.07961590291907812,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,GE,0.07504196838781971,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,C,0.07329676995981226,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,IBM,0.07316998945313685,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,MSFT,0.07297617120010232,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,HD,0.05241433138452621,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,BAC,0.05035590540637678,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,PG,0.05004052546736307,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,KO,0.04857827952469678,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,JNJ,0.03773500309809797,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,PFE,0.0160014371287185,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,VZ,0.015662427546741787,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,CVX,0.014628883511243678,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,WMT,0.011666764641567469,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,MRK,0.010120563867791723,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,AIG,0.010120563867791723,0.0,0.0,1,200,1,sqrt,-0.032028
2002-07-01,2002,2001,XOM,0.010120563867791723,0.0,0.0,1,200,1,sqrt,-0.032028
2003-01-02,2003,2002,MRK,0.10000232786414114,0.764298,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,IBM,0.08572216264955458,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,VZ,0.0732175924698139,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,LLY,0.07221487795235511,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,BAC,0.07040280979953942,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,PG,0.06898767860538133,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,MSFT,0.0667664371397546,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,INTC,0.058156861403587265,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,CSCO,0.05812872487212686,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,WFC,0.05791781297229803,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,C,0.04475389590395323,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,JNJ,0.04185644143945339,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,KO,0.038071622540092255,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,AIG,0.03182540020206135,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,GE,0.02900133603333421,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,PFE,0.025111002316261698,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,WMT,0.02503988469995723,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,PEP,0.02205635527561844,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,CVX,0.020508150154636008,0.0,0.0,1,200,1,sqrt,-0.036612
2003-01-02,2003,2002,XOM,0.01025862570607994,0.0,0.0,1,200,1,sqrt,-0.036612
2003-07-01,2003,2002,CSCO,0.09402319521002675,0.594718,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,AIG,0.08510960010965006,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,JNJ,0.07155055864696105,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,IBM,0.06981043592066831,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,INTC,0.06820600781732561,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,GE,0.06575664982930954,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,XOM,0.0615342400733633,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,C,0.059662139365967606,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,PG,0.05430133299697704,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,CVX,0.046154945183101384,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,KO,0.04610088442656453,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,WMT,0.04556778477399758,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,VZ,0.043926136429914525,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,PFE,0.04072099261104453,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,MSFT,0.034300071524213015,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,WFC,0.03274424609613234,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,PEP,0.03239343592846048,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,MRK,0.0281448174855662,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,BAC,0.00999626278537805,0.0,0.0,1,200,1,sqrt,-0.005422
2003-07-01,2003,2002,LLY,0.00999626278537805,0.0,0.0,1,200,1,sqrt,-0.005422
2004-01-02,2004,2003,MRK,0.10000841536079591,0.771378,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,MSFT,0.10000841536079591,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,VZ,0.09633563551994057,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,WMT,0.07428455629362157,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,AIG,0.06392474208019476,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,HD,0.06071144846625467,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,GE,0.05962639992846438,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,BAC,0.05928787201843375,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,JNJ,0.05683926466485303,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,INTC,0.04305275835935335,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,CSCO,0.040754498131602084,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,IBM,0.03782277598822681,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,PFE,0.03372282881143995,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,XOM,0.03278912494191385,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,KO,0.03200607369857682,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,UPS,0.0294368576647308,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,PG,0.025304558820197352,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,C,0.02350684766630268,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,WFC,0.01969801232409978,0.0,0.0,1,100,1,0.5,0.001257
2004-01-02,2004,2003,CVX,0.01087891390020202,0.0,0.0,1,100,1,0.5,0.001257
2004-07-01,2004,2003,MRK,0.09851751914549957,0.469026,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,WMT,0.08475249850363392,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,VZ,0.0821206466899182,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,PFE,0.0802907496910198,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,IBM,0.0767092416328911,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,WFC,0.06525895006657258,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,HD,0.06315114350327243,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,C,0.05665112526110418,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,UPS,0.053429813345031565,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,MSFT,0.05282945593344039,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,CSCO,0.046290346993754825,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,KO,0.04216786607528767,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,BAC,0.0386888232772765,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,AIG,0.03701851677890332,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,PG,0.030981258469188942,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,GE,0.030899407130607185,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,JNJ,0.030255591218802325,0.0,0.0,5,100,5,0.5,0.020049
2004-07-01,2004,2003,XOM,0.009995682094598545,0.0,0.0,5,100,5,0.5,0.020049
