rebalance_date,n_stocks,RMSE,MSE,MAE,R_squared,MAPE,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.6082731390716196,0.3699962117160419,0.46631198699777443,-1.199373534678351,0.9703163072247507,0.8,0.0
1999-01-04,20,0.4365983672259785,0.1906181342643904,0.3335923456317251,-0.2063278375866724,1.1414802211205375,0.7,0.3779644730092272
2000-01-03,20,0.3428460570675285,0.11754341884675104,0.2762312742214311,-0.43144411085874435,1.2282714197323865,0.55,0.31622776601683794
2001-01-02,20,0.3081353393688457,0.0949473873679537,0.24066990154627382,-0.40117319793044803,2.7538350481785923,0.35,0.33149677206589795
2002-01-02,20,0.2959562253813593,0.08759008734198195,0.2560385674543039,-1.5541589153959583,1.1483620263435692,0.35,0.408248290463863
2003-01-02,20,0.33427785013285133,0.11174168108944102,0.23918712372024636,-0.5008450568298952,0.8958181461935396,0.65,0.6567895774291853
2004-01-02,20,0.19679868178569937,0.038729721152588964,0.17240950612959463,-0.15427158061528035,0.9552556422106949,0.45,0.43204937989385733
2005-01-03,20,0.10276221163369637,0.010560072139848602,0.08380872185931891,-0.21890959062090953,1.331589465119555,0.4,0.0
2006-01-03,20,0.22087851681652046,0.048787319191065916,0.17663215474681399,-0.7276986520476301,0.9742375054359724,0.8,0.5423261445466404
2007-01-03,19,0.2113081203983579,0.04465112174628691,0.17761340844963341,-0.09485126066902394,1.1348423010943265,0.5263157894736842,0.32732683535398854
2008-01-02,19,0.44583952970779095,0.1987728862500642,0.3747277165012694,-1.9074465236861662,1.0326869495314508,0.3157894736842105,0.0
2009-01-02,19,0.4031355980392399,0.16251831040645556,0.29335089925685903,-0.8562181171313492,1.811904092990378,0.5789473684210527,0.6123724356957945
2010-01-04,20,0.16249031821935356,0.026403103515026782,0.12403717727089095,-0.1557094400988619,1.03640424731301,0.6,0.36187343222787294
2011-01-03,20,0.22674828667107172,0.051414785508266524,0.1799360287390401,-0.02385868735358554,1.0936141056170958,0.55,0.554700196225229
2012-01-03,20,0.18702719564163903,0.034979171909575925,0.15702934201335222,-1.6252427649766195,1.0454168013594831,0.4,0.0
2013-01-02,20,0.29534227852110817,0.08722706148203982,0.26006503414690046,-3.4970565134291265,0.9694353768712058,0.9,
2014-01-02,20,0.168089653112118,0.02825413148335216,0.13580697124913294,-0.22546646741574738,1.0716001365275658,0.65,0.36313651960128146
2015-01-02,19,0.156550798792303,0.024508152602508132,0.116703444475527,-0.010348207710586088,1.1362963193317188,0.5263157894736842,0.31622776601683794
2016-01-04,20,0.15763305128397279,0.024848178857095598,0.11691804651573474,-0.9628406000518976,2.0551383893678876,0.85,0.0
2017-01-03,20,0.3020945679395055,0.09126112797855651,0.25794485650410837,-2.0074660158367728,1.0009459740541307,0.7,0.0
2018-01-02,20,0.14716989946357523,0.021658979308118838,0.12424664378965349,-0.008980578389959248,1.0942281550367146,0.45,0.28426762180748055
2019-01-02,20,0.35915687997332807,0.12899366443217558,0.2998070518432945,-1.8732147633376215,0.9368846680859496,0.9,0.0
2020-01-02,20,0.3263153000470629,0.10648167504480469,0.24154125545367364,-0.4120595498804922,1.3871706770181906,0.7,0.0
2021-01-04,20,0.422565346479353,0.17856147204521566,0.309247303267891,-0.6068810324420963,1.4919613842295676,0.65,0.0
2022-01-03,20,0.3540781733804839,0.12537135286446002,0.26424909067487573,-1.4293850972291908,1.1537648326513044,0.4,0.4841229182759271
2023-01-03,20,0.7879536349204704,0.6208709307843819,0.49134880510653567,-0.38225041400293835,0.9515048267401524,0.65,0.0
2024-01-02,20,0.5622296988924872,0.3161022343167368,0.4112677764892318,-1.0069200687265742,1.0546005068059154,0.55,0.0
2025-01-02,20,0.2532424305922792,0.06413172865228534,0.19766133135362424,-0.3282215963846049,0.8672200700048689,0.75,0.46770717334674267
