rebalance_date,invest_year,select_year,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
2010-10-01,2010,2009,20,16.000000,64.000000,0.010000,0.043859,0.309266,0.095646,0.263099,-0.150623,-49.005923,-0.302256,0.350000,0.342997,0.293407,0.000000
2010-11-01,2010,2009,20,16.000000,32.000000,0.010000,0.044733,0.268378,0.072027,0.237363,0.133510,-94.001819,0.374436,0.600000,0.617213,0.276584,0.000000
2010-12-01,2010,2009,20,16.000000,64.000000,0.010000,0.042384,0.281855,0.079442,0.244062,0.044304,-36.134786,0.228571,0.800000,0.542326,0.488063,0.000000
2011-01-03,2011,2010,20,16.000000,32.000000,0.010000,0.043712,0.311403,0.096972,0.262758,-0.166579,-123.683879,-0.039098,0.450000,0.381881,0.809346,0.000000
2011-02-01,2011,2010,20,16.000000,32.000000,0.010000,0.045166,0.283806,0.080546,0.243603,0.031026,-212.407623,0.242105,0.550000,0.554700,0.466056,0.000000
2011-03-01,2011,2010,20,16.000000,32.000000,0.010000,0.042052,0.293515,0.086151,0.263642,-0.036402,-215.685606,0.070677,0.350000,0.246183,0.420303,0.000000
2011-04-01,2011,2010,20,16.000000,64.000000,0.010000,0.042755,0.287920,0.082898,0.243517,0.002734,-54.168073,0.073684,0.450000,0.516398,0.490775,0.000000
2011-05-02,2011,2010,20,16.000000,32.000000,0.010000,0.041802,0.273701,0.074912,0.234442,0.098801,-266.588185,0.421053,0.500000,0.534522,0.463422,0.000000
2011-06-01,2011,2010,20,16.000000,32.000000,0.010000,0.046206,0.302026,0.091220,0.253720,-0.097381,-405.752836,-0.097744,0.550000,0.000000,0.765595,0.000000
2011-07-01,2011,2010,20,16.000000,32.000000,0.010000,0.043089,0.313859,0.098507,0.263298,-0.185049,-72.737356,-0.221053,0.200000,0.250000,0.467628,0.000000
2011-08-01,2011,2010,20,16.000000,64.000000,0.010000,0.042216,0.265105,0.070281,0.225835,0.154518,-37.275989,0.766917,0.950000,0.894427,0.952522,0.000000
2011-09-01,2011,2010,20,16.000000,64.000000,0.010000,0.045055,0.288520,0.083244,0.249831,-0.001426,-47.417948,0.377964,0.250000,0.000000,0.466668,0.000000
2011-10-03,2011,2010,20,16.000000,32.000000,0.010000,0.042636,0.286720,0.082208,0.250000,0.011026,-5.365571,0.130307,0.750000,,0.477926,0.000000
2011-11-01,2011,2010,20,16.000000,64.000000,0.010000,0.044122,0.300284,0.090170,0.260045,-0.084754,-99.833049,-0.366917,0.300000,0.234404,0.489064,0.000000
2011-12-01,2011,2010,20,16.000000,32.000000,0.010000,0.045957,0.270504,0.073172,0.242534,0.119733,-50.644463,0.347368,0.550000,0.611010,0.385036,0.000000
2012-01-03,2012,2011,20,16.000000,32.000000,0.010000,0.043106,0.289431,0.083770,0.239879,-0.007761,-70.554554,0.072180,0.600000,0.603023,0.915548,0.000000
2012-02-01,2012,2011,20,16.000000,32.000000,0.010000,0.043682,0.285065,0.081262,0.241662,0.022412,-60.277824,0.097744,0.450000,0.467707,0.530617,0.000000
2012-03-01,2012,2011,20,16.000000,32.000000,0.010000,0.044738,0.288409,0.083180,0.250000,-0.000662,-77.867229,,0.750000,0.000000,0.518890,0.000000
2012-04-02,2012,2011,20,16.000000,32.000000,0.010000,0.044661,0.320658,0.102822,0.272173,-0.236952,-231.520164,-0.212030,0.400000,0.436436,0.431553,0.000000
2012-05-01,2012,2011,20,16.000000,32.000000,0.010000,0.043592,0.271616,0.073775,0.239407,0.112478,-44.308451,0.350376,0.500000,0.560112,0.355541,0.000000
2012-06-01,2012,2011,20,16.000000,32.000000,0.010000,0.045372,0.335834,0.112785,0.287613,-0.356806,-34.905758,-0.240602,0.650000,0.000000,0.518493,0.000000
2012-07-02,2012,2011,20,16.000000,32.000000,0.010000,0.044229,0.294578,0.086776,0.246432,-0.043927,-171.060384,-0.028571,0.750000,0.000000,0.480083,0.000000
2012-08-01,2012,2011,20,16.000000,32.000000,0.010000,0.043547,0.323085,0.104384,0.280075,-0.255748,-158.644563,-0.235563,0.450000,0.424264,0.436677,0.000000
2012-09-04,2012,2011,20,16.000000,64.000000,0.010000,0.045741,0.317907,0.101065,0.259148,-0.215818,-80.070851,-0.165414,0.650000,0.684653,0.449454,0.000000
2012-10-01,2012,2011,20,16.000000,32.000000,0.010000,0.044884,0.285743,0.081649,0.255036,0.017753,-119.915080,0.207519,0.550000,0.612372,0.376219,0.000000
2012-11-01,2012,2011,20,16.000000,32.000000,0.010000,0.043486,0.283856,0.080574,0.253394,0.030688,-189.017511,0.260150,0.600000,0.628971,0.463744,0.000000
2012-12-03,2012,2011,20,16.000000,32.000000,0.010000,0.046854,0.318220,0.101264,0.276782,-0.218216,-169.520199,-0.527109,0.250000,0.201008,0.466945,0.000000
2013-01-02,2013,2012,20,16.000000,32.000000,0.010000,0.044805,0.301819,0.091094,0.265700,-0.095873,-83.216550,-0.168421,0.550000,0.565685,0.621833,0.000000
2013-02-01,2013,2012,20,16.000000,64.000000,0.010000,0.044369,0.288365,0.083154,0.250000,-0.000354,-322.625803,,0.700000,0.000000,0.550771,0.000000
2013-03-01,2013,2012,20,16.000000,32.000000,0.010000,0.046375,0.286954,0.082342,0.240896,0.009415,-146.162792,0.078195,0.600000,0.559017,0.538524,0.000000
2013-04-01,2013,2012,20,16.000000,32.000000,0.010000,0.044396,0.319265,0.101930,0.282216,-0.226224,-76.729364,-0.117470,0.300000,0.353553,0.554982,0.000000
2013-05-01,2013,2012,20,16.000000,32.000000,0.010000,0.042424,0.353761,0.125147,0.309124,-0.505525,-67.611799,-0.487218,0.350000,0.256776,0.497396,0.000000
2013-06-03,2013,2012,20,16.000000,32.000000,0.010000,0.047003,0.279883,0.078335,0.233341,0.057628,-111.413393,0.227068,0.650000,0.597614,0.567025,0.000000
2013-07-01,2013,2012,20,16.000000,32.000000,0.010000,0.043137,0.294006,0.086440,0.252481,-0.039877,-61.785951,0.034586,0.600000,0.649519,0.499900,0.000000
2013-08-01,2013,2012,20,16.000000,32.000000,0.010000,0.044557,0.327203,0.107062,0.269319,-0.287959,-105.656960,-0.296241,0.100000,0.000000,0.356021,0.000000
2013-09-03,2013,2012,20,16.000000,32.000000,0.010000,0.042116,0.272405,0.074204,0.226516,0.107315,-372.091926,0.386466,0.650000,0.730297,0.401868,0.000000
2013-10-01,2013,2012,20,16.000000,32.000000,0.010000,0.044946,0.293080,0.085896,0.256702,-0.033335,-55.669921,0.022556,0.450000,0.396059,0.489748,0.000000
2013-11-01,2013,2012,20,16.000000,32.000000,0.010000,0.044855,0.320049,0.102431,0.267738,-0.232257,-93.486704,-0.114286,0.500000,0.000000,0.397624,0.000000
2013-12-02,2013,2012,20,16.000000,64.000000,0.010000,0.047643,0.290326,0.084289,0.250559,-0.014004,-131.363285,-0.040602,0.500000,0.419314,0.385562,0.000000
2014-01-02,2014,2013,20,16.000000,32.000000,0.010000,0.046347,0.292036,0.085285,0.246514,-0.025984,-76.926141,0.063158,0.450000,0.353553,0.715775,0.000000
2014-02-03,2014,2013,20,16.000000,32.000000,0.010000,0.045466,0.331037,0.109586,0.281598,-0.318325,-82.639822,-0.428571,0.800000,,0.494300,0.000000
2014-03-03,2014,2013,20,16.000000,32.000000,0.010000,0.044384,0.289249,0.083665,0.251302,-0.006494,-83.176721,-0.003008,0.600000,0.626224,0.340798,0.000000
2014-04-01,2014,2013,20,16.000000,64.000000,0.010000,0.044872,0.281878,0.079455,0.239203,0.044146,-66.313456,0.472180,0.550000,0.492366,0.594903,0.000000
2014-05-01,2014,2013,20,16.000000,64.000000,0.010000,0.044513,0.314172,0.098704,0.266498,-0.187421,-171.694793,-0.276692,0.450000,0.000000,0.479605,0.000000
2014-06-02,2014,2013,20,16.000000,32.000000,0.010000,0.045341,0.300722,0.090434,0.261301,-0.087924,-293.679774,-0.251222,0.550000,0.000000,0.729538,0.000000
2014-07-01,2014,2013,20,16.000000,32.000000,0.010000,0.044887,0.298565,0.089141,0.255803,-0.072372,-203.377905,0.018045,0.550000,0.000000,0.368852,0.000000
2014-08-01,2014,2013,20,16.000000,32.000000,0.010000,0.043948,0.285169,0.081322,0.253887,0.021695,-82.655965,0.204511,0.750000,0.858395,0.530502,0.000000
2014-09-02,2014,2013,20,16.000000,32.000000,0.010000,0.044726,0.291918,0.085216,0.259334,-0.025158,-269.937447,0.105263,0.400000,0.265908,0.606867,0.000000
2014-10-01,2014,2013,20,16.000000,64.000000,0.010000,0.046343,0.307047,0.094278,0.262305,-0.134170,-95.533152,-0.213534,0.150000,0.000000,0.532443,0.000000
2014-11-03,2014,2013,20,16.000000,64.000000,0.010000,0.043594,0.281900,0.079468,0.246562,0.043999,-67.513651,0.290226,0.750000,0.408248,0.608907,0.000000
2014-12-01,2014,2013,20,16.000000,32.000000,0.010000,0.044142,0.304636,0.092803,0.268749,-0.116428,-207.425661,-0.061747,0.300000,0.300000,0.858616,0.000000
2015-01-02,2015,2014,20,16.000000,32.000000,0.010000,0.042723,0.311348,0.096938,0.260275,-0.166166,-55.639515,0.048120,0.500000,0.666667,0.752242,0.000000
2015-02-02,2015,2014,20,16.000000,32.000000,0.010000,0.046324,0.270454,0.073145,0.230606,0.120055,-51.466015,0.418045,0.500000,0.641689,0.381195,0.000000
2015-03-02,2015,2014,20,16.000000,32.000000,0.010000,0.044835,0.294845,0.086934,0.256204,-0.045818,-237.823138,-0.054135,0.150000,0.235702,0.312876,0.000000
2015-04-01,2015,2014,20,16.000000,32.000000,0.010000,0.046256,0.324254,0.105141,0.272985,-0.264851,-69.767348,-0.539850,0.300000,0.296500,0.402570,0.000000
2015-05-01,2015,2014,20,16.000000,32.000000,0.010000,0.045819,0.280716,0.078801,0.244132,0.052015,-403.651105,0.177444,0.450000,0.424264,0.399085,0.000000
2015-06-01,2015,2014,20,16.000000,64.000000,0.010000,0.046427,0.292169,0.085363,0.251763,-0.026920,-106.727003,0.078195,0.650000,0.377964,0.361638,0.000000
2015-07-01,2015,2014,20,16.000000,64.000000,0.010000,0.044447,0.285834,0.081701,0.247588,0.017132,-66.157920,0.094737,0.750000,0.408248,0.464771,0.000000
2015-08-03,2015,2014,20,16.000000,32.000000,0.010000,0.045441,0.303105,0.091873,0.263533,-0.105237,-57.106713,-0.103759,0.650000,,0.496373,0.000000
2015-09-01,2015,2014,20,16.000000,64.000000,0.010000,0.043834,0.320197,0.102526,0.273266,-0.233395,-150.354321,-0.221053,0.200000,0.000000,0.430524,0.000000
2015-10-01,2015,2014,20,16.000000,32.000000,0.010000,0.043911,0.278685,0.077666,0.239815,0.065678,-15.287096,0.169925,0.500000,0.688247,0.506732,0.000000
2015-11-02,2015,2014,20,16.000000,32.000000,0.010000,0.045257,0.307827,0.094758,0.272661,-0.139940,-528.447020,0.060150,0.400000,0.346410,0.468352,0.000000
2015-12-01,2015,2014,20,16.000000,64.000000,0.010000,0.044726,0.311445,0.096998,0.265415,-0.166896,-98.518705,-0.166917,0.700000,0.000000,0.499552,0.000000
2016-01-04,2016,2015,20,16.000000,64.000000,0.010000,0.044235,0.320790,0.102906,0.275584,-0.237967,-56.105029,-0.491729,0.500000,0.301511,0.705099,0.000000
2016-02-01,2016,2015,20,16.000000,32.000000,0.010000,0.044586,0.316222,0.099996,0.284076,-0.202964,-135.157610,-0.278195,0.450000,0.444750,0.324010,0.000000
2016-03-01,2016,2015,20,16.000000,32.000000,0.010000,0.044664,0.330976,0.109545,0.282913,-0.317837,-114.750439,0.004511,0.500000,0.500000,0.271328,0.000000
2016-04-01,2016,2015,20,16.000000,32.000000,0.010000,0.044473,0.310959,0.096696,0.266684,-0.163257,-60.411670,-0.061654,0.400000,0.402015,0.373443,0.000000
2016-05-02,2016,2015,20,16.000000,32.000000,0.010000,0.043930,0.288062,0.082980,0.240262,0.001747,-186.251822,0.180451,0.600000,0.617213,0.407070,0.000000
2016-06-01,2016,2015,20,16.000000,32.000000,0.010000,0.044292,0.354812,0.125891,0.326074,-0.514483,-95.489733,-0.427068,0.300000,0.300000,0.458409,0.000000
2016-07-01,2016,2015,20,16.000000,32.000000,0.010000,0.043761,0.284567,0.080978,0.246886,0.025825,-50.768140,0.496241,0.400000,0.377964,0.373281,0.000000
2016-08-01,2016,2015,20,16.000000,32.000000,0.010000,0.044910,0.271077,0.073483,0.233851,0.115997,-114.771124,0.485714,0.600000,0.628971,0.282522,0.000000
2016-09-01,2016,2015,20,16.000000,32.000000,0.010000,0.044345,0.288790,0.083400,0.251747,-0.003302,-164.792149,0.001504,0.300000,0.284268,0.502763,0.000000
2016-10-03,2016,2015,20,32.000000,32.000000,0.010000,0.045359,0.302667,0.091607,0.251347,-0.102045,-228.448972,0.051128,0.600000,0.594588,0.524507,0.000000
2016-11-01,2016,2015,20,16.000000,32.000000,0.010000,0.045329,0.351613,0.123632,0.300827,-0.487299,-30.312681,-0.622556,0.450000,0.288675,0.563098,0.000000
2016-12-01,2016,2015,20,32.000000,32.000000,0.010000,0.045934,0.299239,0.089544,0.255316,-0.077223,-157.313183,0.075188,0.400000,0.440959,0.476239,0.000000
2017-01-03,2017,2016,20,16.000000,32.000000,0.010000,0.044703,0.265213,0.070338,0.241627,0.153828,-113.289169,0.400000,0.600000,0.568535,0.704420,0.000000
2017-02-01,2017,2016,20,16.000000,64.000000,0.010000,0.045383,0.286455,0.082056,0.248279,0.012856,-94.618879,0.215284,0.850000,0.000000,0.392083,0.000000
2017-03-01,2017,2016,20,16.000000,64.000000,0.010000,0.044169,0.304545,0.092748,0.259968,-0.115763,-165.301484,-0.042105,0.550000,0.322749,0.405958,0.000000
2017-04-03,2017,2016,20,16.000000,32.000000,0.010000,0.041397,0.299337,0.089603,0.248454,-0.077927,-222.182687,-0.025564,0.500000,0.480384,0.562198,0.000000
2017-05-01,2017,2016,20,16.000000,32.000000,0.010000,0.043046,0.321889,0.103613,0.272893,-0.246469,-196.101528,-0.266165,0.400000,0.389249,0.484370,0.000000
2017-06-01,2017,2016,20,16.000000,64.000000,0.010000,0.041533,0.282558,0.079839,0.240763,0.039528,-118.252249,0.508271,0.650000,0.478714,0.607141,0.000000
2017-07-03,2017,2016,20,16.000000,32.000000,0.010000,0.044565,0.289173,0.083621,0.243227,-0.005967,-79.760357,0.107200,0.450000,0.408248,0.542596,0.000000
2017-08-01,2017,2016,20,16.000000,32.000000,0.010000,0.044611,0.333706,0.111360,0.273402,-0.339665,-248.779965,-0.418045,0.400000,0.402015,0.652368,0.000000
2017-09-01,2017,2016,20,16.000000,32.000000,0.010000,0.040458,0.276588,0.076501,0.237995,0.079685,-113.929760,0.174163,0.400000,0.363137,0.495794,0.000000
2017-10-02,2017,2016,20,16.000000,32.000000,0.010000,0.043458,0.331467,0.109870,0.294992,-0.321745,-27.229122,-0.366917,0.250000,0.282843,0.389321,0.000000
2017-11-01,2017,2016,20,16.000000,32.000000,0.010000,0.044960,0.291492,0.084968,0.252986,-0.022167,-134.062076,-0.218822,0.800000,0.000000,0.409480,0.000000
2017-12-01,2017,2016,20,16.000000,64.000000,0.010000,0.043907,0.295172,0.087126,0.255867,-0.048138,-211.205406,-0.166917,0.350000,0.395285,0.416041,0.000000
2018-01-02,2018,2017,20,16.000000,32.000000,0.010000,0.043327,0.287877,0.082873,0.244582,0.003032,-32.513119,0.148872,0.600000,0.559017,0.633879,0.000000
2018-02-01,2018,2017,20,16.000000,32.000000,0.010000,0.042844,0.312362,0.097570,0.275078,-0.173772,-41.919603,-0.085714,0.800000,0.874475,0.503638,0.000000
2018-03-01,2018,2017,20,16.000000,64.000000,0.010000,0.044261,0.289976,0.084086,0.251264,-0.011565,-134.778148,0.324812,0.700000,0.416333,0.757577,0.000000
2018-04-02,2018,2017,20,16.000000,32.000000,0.010000,0.044671,0.337369,0.113818,0.286558,-0.369234,-49.396784,-0.308271,0.600000,0.727607,0.567399,0.000000
2018-05-01,2018,2017,20,16.000000,32.000000,0.010000,0.045274,0.283620,0.080440,0.249478,0.032298,-95.948840,0.193985,0.550000,0.597614,0.724279,0.000000
2018-06-01,2018,2017,20,16.000000,64.000000,0.010000,0.044596,0.273102,0.074584,0.239699,0.102743,-128.338301,0.404511,0.550000,0.554700,0.879360,0.000000
2018-07-02,2018,2017,20,16.000000,32.000000,0.010000,0.043595,0.278794,0.077726,0.234495,0.064951,-60.276474,0.200000,0.650000,0.656790,0.483490,0.000000
2018-08-01,2018,2017,20,16.000000,32.000000,0.010000,0.045652,0.293963,0.086414,0.258108,-0.039572,-55.813027,0.117293,0.350000,0.365148,0.455528,0.000000
2018-09-04,2018,2017,20,16.000000,32.000000,0.010000,0.045480,0.326364,0.106513,0.281495,-0.281362,-208.932868,-0.533608,0.250000,0.000000,0.520282,0.000000
2018-10-01,2018,2017,20,16.000000,32.000000,0.010000,0.044678,0.300962,0.090578,0.253427,-0.089664,-36.314884,0.022556,0.700000,0.534522,0.380404,0.000000
2018-11-01,2018,2017,20,16.000000,32.000000,0.010000,0.044459,0.338504,0.114585,0.293186,-0.378465,-62.769233,-0.275188,0.500000,0.500000,0.438325,0.000000
2018-12-03,2018,2017,20,16.000000,32.000000,0.010000,0.044084,0.288303,0.083118,0.249983,0.000079,-35.410390,0.298393,0.000000,,0.406742,0.000000
2019-01-02,2019,2018,20,16.000000,64.000000,0.010000,0.044681,0.287109,0.082432,0.246582,0.008342,-36.917706,-0.168706,0.900000,0.000000,0.713114,0.000000
2019-02-01,2019,2018,20,16.000000,32.000000,0.010000,0.043282,0.277103,0.076786,0.236236,0.076261,-110.290133,0.331326,0.700000,0.612372,0.629923,0.000000
2019-03-01,2019,2018,20,16.000000,32.000000,0.010000,0.043814,0.285002,0.081226,0.244135,0.022845,-159.418873,0.246617,0.600000,0.516398,0.529702,0.000000
2019-04-01,2019,2018,20,16.000000,32.000000,0.010000,0.043877,0.275496,0.075898,0.230673,0.086940,-58.354953,0.320301,0.550000,0.540062,0.446321,0.000000
2019-05-01,2019,2018,20,16.000000,32.000000,0.010000,0.044724,0.276170,0.076270,0.236507,0.082470,-63.134580,0.168421,0.500000,0.572822,0.452520,0.000000
2019-06-03,2019,2018,20,16.000000,32.000000,0.010000,0.044167,0.252388,0.063700,0.222882,0.233687,-26.152767,0.440602,0.350000,,0.709484,0.000000
2019-07-01,2019,2018,20,16.000000,32.000000,0.010000,0.042999,0.288224,0.083073,0.240357,0.000628,-112.418292,0.210526,0.600000,0.577350,0.539320,0.000000
2019-08-01,2019,2018,20,16.000000,32.000000,0.010000,0.044948,0.308891,0.095413,0.266113,-0.147831,-189.191405,-0.117293,0.500000,0.502519,0.504862,0.000000
2019-09-03,2019,2018,20,16.000000,32.000000,0.010000,0.044007,0.288314,0.083125,0.250000,-0.000001,-89.694538,,0.700000,0.000000,0.394622,0.000000
2019-10-01,2019,2018,20,16.000000,64.000000,0.010000,0.045768,0.299532,0.089719,0.258073,-0.079331,-30.152495,0.427068,0.150000,0.000000,0.515437,0.000000
2019-11-01,2019,2018,20,16.000000,32.000000,0.010000,0.042023,0.327072,0.106976,0.285342,-0.286934,-161.784775,-0.273684,0.650000,0.684653,0.644172,0.000000
2019-12-02,2019,2018,20,16.000000,64.000000,0.010000,0.045060,0.304831,0.092922,0.266322,-0.117860,-96.914971,-0.344361,0.250000,,0.445808,0.000000
2020-01-02,2020,2019,20,16.000000,32.000000,0.010000,0.045020,0.258417,0.066779,0.219632,0.196640,-109.258912,0.472180,0.650000,0.635642,0.750007,0.000000
2020-02-03,2020,2019,20,16.000000,32.000000,0.010000,0.044030,0.288952,0.083493,0.253377,-0.004429,-37.818778,0.067792,0.050000,,0.493348,0.000000
2020-03-02,2020,2019,20,16.000000,32.000000,0.010000,0.045234,0.286436,0.082046,0.248836,0.012982,-15.728965,0.377964,0.000000,,0.432856,0.000000
2020-04-01,2020,2019,20,16.000000,32.000000,0.010000,0.042895,0.314937,0.099185,0.259936,-0.193209,-1.571494,-0.325686,0.200000,,0.353276,0.000000
2020-05-01,2020,2019,20,16.000000,32.000000,0.010000,0.045015,0.305140,0.093111,0.252039,-0.120128,-45.607956,0.106767,0.600000,0.000000,0.454667,0.000000
2020-06-01,2020,2019,20,16.000000,32.000000,0.010000,0.044982,0.286037,0.081817,0.242160,0.015730,-72.395546,0.300752,0.850000,0.748331,0.464281,0.000000
2020-07-01,2020,2019,20,16.000000,32.000000,0.010000,0.044168,0.293025,0.085863,0.253862,-0.032943,-33.494314,0.088722,0.750000,0.523937,0.450554,0.000000
2020-08-03,2020,2019,20,16.000000,32.000000,0.010000,0.042960,0.304422,0.092673,0.272448,-0.114860,-19.425190,-0.186466,0.350000,0.561951,0.475557,0.000000
2020-09-01,2020,2019,20,16.000000,32.000000,0.010000,0.044919,0.289911,0.084048,0.251767,-0.011105,-61.744681,0.046617,0.550000,0.565685,0.468276,0.000000
2020-10-01,2020,2019,20,16.000000,64.000000,0.010000,0.043196,0.300211,0.090126,0.256181,-0.084229,-52.635074,-0.157895,0.900000,0.000000,0.441263,0.000000
2020-11-02,2020,2019,20,16.000000,32.000000,0.010000,0.045248,0.285669,0.081607,0.247830,0.018266,-13.875223,0.298393,0.950000,,0.561885,0.000000
2020-12-01,2020,2019,20,32.000000,64.000000,0.010000,0.047347,0.312370,0.097575,0.266081,-0.173837,-32.182990,0.147368,0.300000,0.000000,0.396599,0.000000
2021-01-04,2021,2020,20,16.000000,32.000000,0.010000,0.043591,0.323458,0.104625,0.277485,-0.258644,-96.825035,-0.012030,0.400000,0.402015,0.706680,0.000000
2021-02-01,2021,2020,20,16.000000,64.000000,0.010000,0.045143,0.308928,0.095437,0.260582,-0.148111,-24.294804,-0.363910,0.500000,0.000000,0.638235,0.000000
2021-03-01,2021,2020,20,16.000000,32.000000,0.010000,0.045483,0.300437,0.090263,0.267218,-0.085866,-39.839493,-0.045113,0.350000,0.244949,0.691759,0.000000
2021-04-01,2021,2020,20,16.000000,32.000000,0.010000,0.046340,0.283449,0.080344,0.247581,0.033460,-53.168455,0.374436,0.500000,0.641689,0.418301,0.000000
2021-05-03,2021,2020,20,16.000000,64.000000,0.010000,0.045705,0.310285,0.096277,0.265846,-0.158215,-115.291410,-0.186466,0.550000,0.424264,0.454831,0.000000
2021-06-01,2021,2020,20,16.000000,64.000000,0.010000,0.043536,0.304953,0.092996,0.257974,-0.118751,-26.879684,-0.001504,0.400000,0.000000,0.406382,0.000000
2021-07-01,2021,2020,20,16.000000,32.000000,0.010000,0.041791,0.284147,0.080740,0.239699,0.028695,-120.063678,0.260248,0.600000,0.620174,0.604492,0.000000
2021-08-02,2021,2020,20,16.000000,32.000000,0.010000,0.043893,0.288207,0.083063,0.244608,0.000742,-54.303315,0.434586,0.350000,0.433013,0.668646,0.000000
2021-09-01,2021,2020,20,16.000000,32.000000,0.010000,0.039522,0.280351,0.078597,0.246410,0.054475,-76.360542,0.089507,0.750000,0.750000,0.196822,0.000000
2021-10-01,2021,2020,20,16.000000,64.000000,0.010000,0.043612,0.287957,0.082919,0.243095,0.002476,-7.297804,0.369925,0.350000,0.267261,0.321176,0.000000
2021-11-01,2021,2020,20,16.000000,32.000000,0.010000,0.042720,0.361675,0.130809,0.314534,-0.573643,-34.974426,-0.415038,0.300000,0.308607,0.412788,0.000000
2021-12-01,2021,2020,20,16.000000,32.000000,0.010000,0.043241,0.301485,0.090893,0.253399,-0.093451,-21.238808,0.072180,0.150000,0.000000,0.499685,0.000000
2022-01-03,2022,2021,20,16.000000,32.000000,0.010000,0.042453,0.295989,0.087610,0.259045,-0.053950,-31.598084,0.088722,0.800000,0.484123,0.777317,0.000000
2022-02-01,2022,2021,20,16.000000,64.000000,0.010000,0.042294,0.293518,0.086153,0.253887,-0.036425,-28.561813,0.108271,0.750000,0.467707,0.684164,0.000000
2022-03-01,2022,2021,20,16.000000,32.000000,0.010000,0.043777,0.321406,0.103302,0.277637,-0.242728,-18.814213,-0.180451,0.350000,0.365148,0.554036,0.000000
2022-04-01,2022,2021,20,16.000000,32.000000,0.010000,0.042460,0.306649,0.094033,0.264544,-0.131228,-18.578650,-0.347368,0.550000,0.000000,0.513436,0.000000
2022-05-02,2022,2021,20,16.000000,32.000000,0.010000,0.044103,0.315974,0.099839,0.257420,-0.201074,-61.218119,0.025564,0.550000,0.534522,0.454267,0.000000
2022-06-01,2022,2021,20,16.000000,64.000000,0.010000,0.042440,0.300637,0.090383,0.258955,-0.087310,-27.602150,-0.246617,0.850000,0.000000,0.511399,0.000000
2022-07-01,2022,2021,20,16.000000,64.000000,0.010000,0.043622,0.290074,0.084143,0.246171,-0.012244,-7.653341,0.306767,0.250000,0.250000,0.638188,0.000000
2022-08-01,2022,2021,20,16.000000,32.000000,0.010000,0.042521,0.304710,0.092848,0.250450,-0.116970,-76.145425,0.248214,0.650000,0.656790,0.482620,0.000000
2022-09-01,2022,2021,20,16.000000,64.000000,0.010000,0.042803,0.306493,0.093938,0.262682,-0.130080,-31.072337,-0.540053,0.750000,,0.704758,0.000000
2022-10-03,2022,2021,20,16.000000,32.000000,0.010000,0.043448,0.329644,0.108665,0.263909,-0.307253,-18.710648,-0.218045,0.400000,0.400000,0.489880,0.000000
2022-11-01,2022,2021,20,16.000000,32.000000,0.010000,0.044739,0.297387,0.088439,0.248892,-0.063931,-19.968103,-0.054135,0.450000,0.000000,0.423312,0.000000
2022-12-01,2022,2021,20,16.000000,64.000000,0.010000,0.047349,0.330910,0.109501,0.277697,-0.317308,-15.106572,-0.082707,0.850000,0.000000,0.572301,0.000000
2023-01-03,2023,2022,20,16.000000,64.000000,0.010000,0.045642,0.280875,0.078891,0.241539,0.050939,-4.834505,0.600000,0.450000,0.516398,0.654479,0.000000
2023-02-01,2023,2022,20,16.000000,64.000000,0.010000,0.043312,0.288315,0.083126,0.250000,-0.000008,-52.810531,,0.250000,0.000000,0.543581,0.000000
2023-03-01,2023,2022,20,16.000000,32.000000,0.010000,0.044011,0.277626,0.077076,0.245421,0.072764,-19.088066,0.318797,0.600000,0.626224,0.690045,0.000000
2023-04-03,2023,2022,20,16.000000,32.000000,0.010000,0.043019,0.317558,0.100843,0.270393,-0.213148,-62.440727,-0.365414,0.200000,0.200000,0.602711,0.000000
2023-05-01,2023,2022,20,16.000000,32.000000,0.010000,0.045563,0.281481,0.079232,0.243600,0.046836,-14.177365,0.336842,0.800000,0.756913,0.531825,0.000000
2023-06-01,2023,2022,20,16.000000,32.000000,0.010000,0.045578,0.330398,0.109163,0.279884,-0.313237,-43.545708,-0.126316,0.500000,0.000000,0.469282,0.000000
2023-07-03,2023,2022,20,16.000000,32.000000,0.010000,0.046846,0.288426,0.083189,0.250000,-0.000774,-84.303336,,0.700000,0.000000,0.520964,0.000000
2023-08-01,2023,2022,20,16.000000,32.000000,0.010000,0.046711,0.284704,0.081057,0.246643,0.024884,-56.811544,0.318797,0.600000,0.603023,0.380838,0.000000
2023-09-01,2023,2022,20,16.000000,64.000000,0.010000,0.046654,0.299227,0.089537,0.255286,-0.077132,-67.889755,0.272180,0.750000,0.000000,0.445145,0.000000
2023-10-02,2023,2022,20,16.000000,32.000000,0.010000,0.044352,0.301629,0.090980,0.264981,-0.094497,-56.998533,0.001504,0.500000,0.480384,0.562165,0.000000
2023-11-01,2023,2022,20,16.000000,64.000000,0.010000,0.044872,0.298668,0.089203,0.260517,-0.073115,-30.329862,-0.569925,0.300000,0.372678,0.689947,0.000000
2023-12-01,2023,2022,20,16.000000,32.000000,0.010000,0.045225,0.272043,0.074008,0.239907,0.109682,-132.969496,0.332331,0.550000,0.444750,0.583276,0.000000
2024-01-02,2024,2023,20,16.000000,64.000000,0.010000,0.043441,0.283429,0.080332,0.243654,0.033601,-23.475066,0.015038,0.800000,0.484123,0.661595,0.000000
