rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,4,45,20,32,0.2,32,0.01,0.040231041610240936,0.3633458559266744,0.13202021101908765,0.2998768490552902,-0.58821306489128,-17.13428823685032,0.23909774436090225,0.3,0.0,1.0000000754371285,0.0
1998-02-02,1998,1997,4,45,20,32,0.3,32,0.01,0.042185090482234955,0.4877128309765596,0.2378638054991702,0.40456041790544983,-1.8615194646516713,-2.1163009994798534,-0.21353383458646616,0.25,0.0,0.35497685216737174,0.0
1998-03-02,1998,1997,4,45,20,32,0.3,32,0.01,0.034133102744817734,0.341353801662256,0.11652241790927478,0.2826800426840782,-0.40177344853262875,-10.9102185986503,-0.11278195488721804,0.2,0.0,0.36410127699169775,0.0
1998-04-01,1998,1997,4,45,20,32,0.2,32,0.01,0.04952966049313545,0.4088777351420232,0.16718100229487046,0.32841550633311273,-1.011200027607464,-8.221340146207297,-0.21052631578947367,0.55,0.0,0.7779725826796575,0.0
1998-05-01,1998,1997,4,45,20,32,0.2,64,0.01,0.042812276631593704,0.37687783628202026,0.1420369034806173,0.3137692295014859,-0.708714628338253,-27.494651368384577,0.16691729323308271,0.6,0.0,0.21455004568910344,0.0
1998-06-01,1998,1997,4,45,20,16,0.3,32,0.01,0.046073488891124725,0.32225898211600157,0.1038508515544414,0.27111660152673717,-0.2493335525346334,-7.354437489298281,-0.23909774436090225,0.25,0.0,0.7544262783911618,0.0
1998-07-01,1998,1997,4,45,20,32,0.3,64,0.01,0.044686008244752884,0.38686822287214173,0.14966702186824912,0.31503397077322004,-0.8005055262345757,-15.880937714732749,0.23609022556390977,0.45,0.0,0.5607309947322159,0.0
1998-08-03,1998,1997,4,45,20,32,0.2,32,0.01,0.0388583168387413,0.46044707533623747,0.21201150918569475,0.38316519200801846,-1.5505143962188837,-3.018312742597973,-0.02857142857142857,0.95,0.0,0.7482782972833899,0.0
1998-09-01,1998,1997,4,45,20,16,0.2,32,0.01,0.041507598012685776,0.38878105499812693,0.1511507087254566,0.31629267185926435,-0.8183543906821849,-5.088982246001899,0.4565626498128338,0.45,0.0,0.7258285820646156,0.0
1998-10-01,1998,1997,4,45,20,32,0.2,32,0.01,0.03595808893442154,0.44046166340187326,0.1940064769267451,0.35990484133362777,-1.333912504381896,0.29036335844402417,-0.7729323308270677,0.0,,0.4197796600555768,0.0
1998-11-02,1998,1997,4,45,20,16,0.2,32,0.01,0.03499313443899155,0.285830656098363,0.08169916396562064,0.24397760748863218,0.01715291469930058,-25.83162691881375,0.21654135338345865,0.85,0.0,0.40901337884255023,0.0
1998-12-01,1998,1997,4,45,20,16,0.2,32,0.01,0.029063623398542404,0.2751989483830837,0.07573446119115515,0.23908625394105912,0.08890873755001316,-38.8882071442684,0.5278195488721804,0.65,0.6546536707079772,0.5082052654585202,0.0
1999-01-04,1999,1998,4,45,20,32,0.2,32,0.01,0.041345324367284775,0.44485912719678306,0.1978996430502836,0.3661834761500359,-1.3807475855673212,-1.720707107522581,-0.4120300751879699,0.2,0.0,0.8387160160681087,0.0
1999-02-01,1999,1998,4,45,20,32,0.2,32,0.01,0.030318114906549454,0.35665284517707346,0.12720125197290152,0.2979717430472374,-0.530240625237913,-22.888016677965805,-0.09022556390977443,0.55,0.0,0.8543878484339746,0.0
1999-03-01,1999,1998,4,45,20,16,0.2,32,0.01,0.03185353800654411,0.2896869496090491,0.08391852877379577,0.25105792880058286,-0.00954621081258078,-33.55627958603907,0.07518796992481201,0.65,0.4330127018922193,0.6684529277628055,0.0
1999-04-01,1999,1998,4,45,20,32,0.2,64,0.01,0.04916760325431824,0.466975248380553,0.21806588260007914,0.38589345186948776,-1.6233489636099745,-1.7842708887139982,0.08421052631578946,0.45,0.0,0.3292064658590169,0.0
1999-05-03,1999,1998,4,45,20,32,0.2,32,0.01,0.04229119047522545,0.3598408757462617,0.12948545585783655,0.29952082455158235,-0.5577197697183343,-26.424046217531927,-0.39999999999999997,0.85,0.0,0.325853243780954,0.0
1999-06-01,1999,1998,4,45,20,16,0.2,32,0.01,0.028768260031938553,0.3483416659892697,0.12134191626417994,0.2882020184397697,-0.4597523761104352,-3.6218029155608846,0.13383458646616542,0.15,0.0,0.6393544975787437,0.0
1999-07-01,1999,1998,4,45,20,32,0.2,32,0.01,0.042921002954244614,0.42534079678082154,0.1809147934061441,0.3511293885111809,-1.1764185672919587,-13.007364979723539,0.08120300751879699,0.7,0.0,0.5610146643058361,0.0
1999-08-02,1999,1998,4,45,20,16,0.3,32,0.01,0.047945838421583176,0.3601239682902895,0.1296892725371454,0.2901792168617249,-0.5601716996949826,-10.502313434669329,0.14858463668174235,0.3,0.0,0.4961060374869474,0.0
1999-09-01,1999,1998,4,45,20,16,0.3,32,0.01,0.036487240344285965,0.29394157869697707,0.08640165168687115,0.24987711817026143,-0.03941836615784844,-32.255259704969454,0.393984962406015,0.75,0.0,0.5373469822303941,0.0
1999-10-01,1999,1998,4,45,20,16,0.2,64,0.01,0.04183835908770561,0.3318069035578038,0.11009582124861772,0.2755451974272728,-0.32446100750216833,-4.033155773771,-0.19849624060150375,0.15,0.0,0.6906930826341017,0.0
1999-11-01,1999,1998,4,45,20,32,0.3,32,0.01,0.037498392164707184,0.5575356733107065,0.31084602701402286,0.47946045850403607,-2.7395010768604244,0.0414915041282079,0.14285714285714285,0.4,0.0,0.7530478903981185,0.0
1999-12-01,1999,1998,4,45,20,32,0.2,32,0.01,0.047241099178791046,0.3517359303611662,0.12371816470703516,0.28803782880306245,-0.48833882354327995,-5.0693979823417985,0.5533834586466165,0.55,0.0,0.46454410102698457,0.0
2000-01-03,2000,1999,4,45,20,16,0.2,32,0.01,0.037180956453084946,0.33786569602527855,0.11415322855064591,0.28540182024240496,-0.3732719224137855,-10.402130229831698,-0.11428571428571428,0.5,0.0,0.8417138011959806,0.0
2000-02-01,2000,1999,4,45,20,32,0.3,32,0.01,0.03671237826347351,0.4257724788563681,0.1812822037514964,0.35024828240275385,-1.180838541371385,-2.86083319746941,0.4300751879699248,0.8,0.0,0.2865574358834427,0.0
