rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,INTC,0.09887184947729111,1.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,AIG,0.07333926856517792,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,PG,0.07066608965396881,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,LLY,0.07055172324180603,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,T,0.06429880112409592,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,PEP,0.06416995823383331,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,MSFT,0.06139066442847252,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,DIS,0.06079062446951866,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,GE,0.06002486124634743,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,C,0.05858214572072029,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,BMY,0.054084811359643936,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,XOM,0.04864608496427536,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,CSCO,0.04573860391974449,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,PFE,0.03924836590886116,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,IBM,0.03081495314836502,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,WMT,0.028770385310053825,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,VZ,0.028727879747748375,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,KO,0.021287288516759872,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,JNJ,0.009997786954045296,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-01-02,1998,1997,MRK,0.009997786954045296,0.0,0.0,32,0.2,32,0.01,0.033328,3,44
1998-04-01,1998,1997,C,0.10000144690275192,0.474103,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,T,0.09715841710567474,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,XOM,0.08669102936983109,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,PEP,0.08159433305263519,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,LLY,0.07647442072629929,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,INTC,0.0724463239312172,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,AIG,0.056967101991176605,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,PFE,0.05557176470756531,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,PG,0.04810160771012306,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,DIS,0.045886896550655365,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,KO,0.04432429373264313,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,IBM,0.03904993087053299,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,GE,0.038342028856277466,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,MSFT,0.033487092703580856,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,MRK,0.03317784145474434,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,CSCO,0.030203212052583694,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,JNJ,0.029792416840791702,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,VZ,0.010407381691038609,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,BMY,0.010161232203245163,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-04-01,1998,1997,WMT,0.010161232203245163,0.0,0.0,16,0.2,64,0.01,0.042222,3,44
1998-07-01,1998,1997,DIS,0.09926829487085342,0.456831,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,T,0.09388701617717743,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,VZ,0.08408806473016739,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,C,0.07994594424962997,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,LLY,0.06844115257263184,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,INTC,0.06610142439603806,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,PEP,0.06252992898225784,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,PFE,0.061544112861156464,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,IBM,0.06067231670022011,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,BMY,0.05750298500061035,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,PG,0.044051073491573334,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,MSFT,0.04040636122226715,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,MRK,0.03542975336313248,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,JNJ,0.034171633422374725,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,CSCO,0.031213849782943726,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,WMT,0.019658125936985016,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,XOM,0.01829596795141697,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,KO,0.01680254191160202,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,AIG,0.015990139916539192,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-07-01,1998,1997,GE,0.009999275207519531,0.0,0.0,16,0.2,64,0.01,0.039197,3,44
1998-10-01,1998,1997,KO,0.09731832146644592,0.808708,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,WMT,0.09292827546596527,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,PG,0.08775019645690918,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,PEP,0.08664119243621826,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,INTC,0.07749982178211212,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,DIS,0.07525433599948883,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,CSCO,0.07328276336193085,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,GE,0.07144411653280258,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,C,0.06226244196295738,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,AIG,0.05538415163755417,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,MSFT,0.04382886737585068,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,LLY,0.04031584784388542,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,PFE,0.035750191658735275,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,VZ,0.025831464678049088,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,XOM,0.019346686080098152,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,MRK,0.012785959988832474,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,BMY,0.012398798018693924,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,JNJ,0.009992189705371857,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,T,0.009992189705371857,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1998-10-01,1998,1997,IBM,0.009992189705371857,0.0,0.0,16,0.2,32,0.01,0.037347,3,44
1999-01-04,1999,1998,MRK,0.09922818094491959,0.816946,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,CSCO,0.0864710882306099,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,KO,0.08599292486906052,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,BAC,0.0775231271982193,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,JNJ,0.07344766706228256,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,C,0.06741619110107422,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,AIG,0.06640837341547012,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,VZ,0.06237947195768356,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,XOM,0.05762319639325142,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,WMT,0.05729169026017189,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,HD,0.047069646418094635,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,INTC,0.04177161306142807,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,IBM,0.04045814648270607,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,GE,0.030474599450826645,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,MSFT,0.028488654643297195,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,PFE,0.025145627558231354,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,PG,0.016677629202604294,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,LLY,0.016135262325406075,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,T,0.009998487308621407,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-01-04,1999,1998,BMY,0.009998487308621407,0.0,0.0,32,0.2,32,0.01,0.03734,3,44
1999-04-01,1999,1998,AIG,0.09633563458919525,0.635506,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,C,0.09463418275117874,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,INTC,0.09176778793334961,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,WMT,0.08557895570993423,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,IBM,0.08221617341041565,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,BAC,0.07912905514240265,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,MSFT,0.07739497721195221,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,LLY,0.06853342801332474,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,HD,0.05630241706967354,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,T,0.05257190391421318,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,KO,0.033237989991903305,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,XOM,0.03284265846014023,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,CSCO,0.0321856252849102,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,PFE,0.02513269893825054,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,JNJ,0.023326708003878593,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,VZ,0.021302472800016403,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,MRK,0.01752975583076477,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,GE,0.009992527775466442,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,PG,0.009992527775466442,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-04-01,1999,1998,BMY,0.009992527775466442,0.0,0.0,32,0.3,32,0.01,0.039127,3,44
1999-07-01,1999,1998,C,0.09672636538743973,0.554653,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,MRK,0.07683102786540985,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,CSCO,0.07549960166215897,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,LLY,0.07426665723323822,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,INTC,0.06337793171405792,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,VZ,0.06281903386116028,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,PFE,0.06073739007115364,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,IBM,0.056580014526844025,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,HD,0.053964413702487946,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,BMY,0.05256076529622078,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,AIG,0.05197703093290329,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,T,0.05173259600996971,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,XOM,0.04526752978563309,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,MSFT,0.038507696241140366,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,WMT,0.03446945920586586,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,BAC,0.0315779447555542,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,GE,0.02725428156554699,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,JNJ,0.025856031104922295,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,KO,0.009997125715017319,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-07-01,1999,1998,PG,0.009997125715017319,0.0,0.0,32,0.2,32,0.01,0.033101,3,44
1999-10-01,1999,1998,LLY,0.09918433427810669,0.587655,0.0,32,0.2,32,0.01,0.037233,3,44
1999-10-01,1999,1998,WMT,0.08473449945449829,0.0,0.0,32,0.2,32,0.01,0.037233,3,44
1999-10-01,1999,1998,PFE,0.08108992129564285,0.0,0.0,32,0.2,32,0.01,0.037233,3,44
1999-10-01,1999,1998,IBM,0.08104900270700455,0.0,0.0,32,0.2,32,0.01,0.037233,3,44
1999-10-01,1999,1998,T,0.07633741199970245,0.0,0.0,32,0.2,32,0.01,0.037233,3,44
1999-10-01,1999,1998,INTC,0.06694504618644714,0.0,0.0,32,0.2,32,0.01,0.037233,3,44
