rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
2013-10-01,2013,2012,1,42,20,16,0.3,0.01,0.04618680104613304,0.2941251282370699,0.0865095910604728,0.24456268638372425,-0.04071688493801884,-13.886882848950464,0.08421052631578946,0.7,,0.5385411411395522,0.0
2014-01-02,2014,2013,1,42,20,16,0.3,0.01,0.04608023539185524,0.2811673308350135,0.07905506792888592,0.2536643904447555,0.04896158882543267,-60.64207025502661,0.19097744360902258,0.45,0.4494665749754947,0.6889631132289147,0.0
2014-04-01,2014,2013,1,42,20,16,0.3,0.01,0.047067269682884216,0.3330590994479185,0.11092836372505847,0.2954067029058933,-0.3344765560909291,-59.567394644415046,-0.13834586466165413,0.4,0.26590801173915524,0.6090521204824627,0.0
2014-07-01,2014,2013,1,42,20,16,0.3,0.01,0.04597878083586693,0.35390291362362664,0.12524727227129215,0.29107317864894866,-0.5067341025117855,-89.09179325576922,-0.3924812030075188,0.4,0.27003086243366087,0.39834650129064586,0.0
2014-10-01,2014,2013,1,42,20,16,0.1,0.01,0.04688546806573868,0.34060605293579554,0.11601248329650196,0.2781745272874832,-0.3956388968000235,-29.86910352220794,-0.048120300751879695,0.45,0.4879500364742666,0.5304824620351969,0.0
2015-01-02,2015,2014,1,42,19,16,0.3,0.01,0.04513132572174072,0.3173806219832462,0.1007304592104722,0.2633878662975871,-0.2121231924993492,-48.885698305346885,0.1,0.5789473684210527,0.599144689515278,0.7053722486028504,0.0
2015-04-01,2015,2014,1,42,19,16,0.3,0.01,0.04491782933473587,0.2872775151368913,0.08252837070322683,0.23217918337877438,0.006908605871170481,-72.13399715033674,0.3017543859649123,0.631578947368421,0.6454972243679028,0.467583188403339,0.0
2015-07-01,2015,2014,1,42,19,16,0.3,0.01,0.044935207813978195,0.3630090275513592,0.1317755540837835,0.32574726645305874,-0.5856991674748613,-45.97408250594649,-0.28947368421052627,0.2631578947368421,0.31622776601683794,0.4033910256222743,0.0
2015-10-01,2015,2014,1,42,19,16,0.1,0.01,0.044341109693050385,0.3512681124092532,0.12338928679555974,0.2888929900039927,-0.48478441777323544,-21.121245600246485,-0.41052631578947374,0.5789473684210527,0.0,0.45037074064274807,0.0
2016-01-04,2016,2015,1,42,19,16,0.1,0.01,0.04203971102833748,0.38440298480353186,0.14776565472586434,0.32415573934603925,-0.7781133785345677,-34.41116623895854,-0.3826239947106595,0.3684210526315789,0.35805743701971643,0.8462332408803219,0.0
2016-04-01,2016,2015,1,42,19,16,0.1,0.01,0.047630228102207184,0.3565882383254043,0.12715517171201535,0.2799397799446972,-0.5301005662679183,-29.484881427695623,-0.18070175438596495,0.47368421052631576,0.4714045207910317,0.4530659787873837,0.0
2016-07-01,2016,2015,1,42,20,16,0.3,0.01,0.04771620035171509,0.27096121410291074,0.07341997954812343,0.23342193216085433,0.11675212573686078,-25.24190274097421,0.38104050317908644,0.6,0.6,0.6958964310731091,0.0
2016-10-03,2016,2015,1,42,20,16,0.1,0.01,0.04520192742347717,0.2970278507031389,0.0882255440933262,0.2506647077202797,-0.06135992894226994,-10.802013686580795,0.10225563909774435,0.6,0.5222329678670935,0.8303446914516194,0.0
2017-01-03,2017,2016,1,42,20,16,0.3,0.01,0.046725209802389145,0.3095773147296617,0.09583811379522804,0.25015073478221894,-0.15293971482981106,-17.998869559523172,-0.0706766917293233,0.45,0.5163977794943222,0.6355263298114504,0.0
2017-04-03,2017,2016,1,42,20,16,0.1,0.01,0.04407494515180588,0.3647840231251805,0.1330673835273922,0.3116317355632782,-0.6008106289009587,-100.03163914134755,-0.29624060150375936,0.25,0.20965696734438366,0.6155639096501128,0.0
