rebalance_date,mom_1w,mom_1m,mom_3m,mom_6m,mom_12_1,ma_ratio,dist_52w_high,max_dd_12m,vol_1m,vol_6m,vol_12m,vol_ratio,bb_position,rsi,sharpe_6m
1998-01-02,0.06626861,0.034685373,0.067354605,0.07253896,0.05836406,0.06950614,0.067878194,0.088274956,0.07055998,0.09027051,0.070886455,0.035669934,0.047988735,0.09951713,0.06023652
1999-01-04,0.08465531,0.08722241,0.0676424,0.055743374,0.033816762,0.060572695,0.070046775,0.11046775,0.05334311,0.054968484,0.083194666,0.049995996,0.06161269,0.07155077,0.05516685
2000-01-03,0.09595283,0.0659324,0.06147507,0.05596799,0.050689913,0.07807703,0.060198724,0.06148389,0.054758918,0.05582464,0.07737599,0.09530067,0.07759566,0.04260086,0.06676544
2001-01-02,0.09693117,0.06277938,0.037009276,0.018289166,0.07307976,0.09466611,0.043031506,0.04501882,0.066676974,0.018093029,0.089560784,0.10199087,0.08935155,0.10442387,0.059097696
2002-01-02,0.07094785,0.059128106,0.052084345,0.03349941,0.08061534,0.06556009,0.10478531,0.059843186,0.055637512,0.041299548,0.08930483,0.059419934,0.10160046,0.07842769,0.047846317
2003-01-02,0.033663087,0.049333885,0.038834628,0.058680456,0.0417957,0.042934686,0.062694125,0.09584552,0.09316762,0.040780004,0.14082721,0.06482858,0.1097647,0.09962708,0.027222736
2004-01-02,0.06391641,0.025424227,0.048659183,0.047668777,0.063699804,0.03797032,0.085612275,0.08016789,0.09020814,0.06377194,0.06299064,0.1124634,0.07505966,0.076587155,0.06580022
2005-01-03,0.0431776,0.09500284,0.05852068,0.074850455,0.05780095,0.032062106,0.08978267,0.06693728,0.04841182,0.0443589,0.07562667,0.080266505,0.13862185,0.04250973,0.052069962
2006-01-03,0.085322596,0.13819507,0.07840025,0.08489518,0.10841513,0.028302575,0.082890406,0.03860929,0.027967127,0.03425521,0.0422173,0.08421366,0.101212196,0.019069247,0.04603476
2007-01-03,0.07568525,0.11031515,0.06765949,0.053963896,0.057743482,0.038433976,0.050027177,0.05115115,0.06821105,0.110013016,0.07151478,0.071119726,0.072819985,0.07695735,0.024384452
2008-01-02,0.033429414,0.08583805,0.10602572,0.053762652,0.0838391,0.03984595,0.07338419,0.08197582,0.067163184,0.055991005,0.048365615,0.05018937,0.089588866,0.058596782,0.07200433
2009-01-02,0.0743799,0.0758165,0.05185078,0.044837546,0.07001947,0.06597737,0.07721328,0.08798287,0.056183953,0.07812669,0.05456653,0.0633782,0.10651119,0.052652325,0.040503304
2010-01-04,0.11328933,0.07626981,0.039643195,0.043852314,0.11525317,0.1204952,0.08870087,0.091908514,0.06415749,0.040513836,0.023054557,0.05031589,0.07716452,0.026234679,0.029146574
2011-01-03,0.1245828,0.04413805,0.09407416,0.057369307,0.115465514,0.033418998,0.04349607,0.061482422,0.0913786,0.042584546,0.06932392,0.0391199,0.033306736,0.05612812,0.094130784
2012-01-03,0.09594655,0.08697549,0.05197754,0.066587076,0.0960166,0.11405019,0.038615245,0.054666784,0.056082997,0.04253993,0.04484083,0.04001411,0.069981456,0.06855414,0.073151015
