rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,INTC,0.09670000523328781,1.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,MSFT,0.09660165011882782,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,AIG,0.07243485748767853,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,GE,0.06866378337144852,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,T,0.060430869460105896,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,PEP,0.05675810948014259,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,C,0.05562232434749603,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,XOM,0.05393847078084946,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,CSCO,0.051982443779706955,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,WMT,0.04916052520275116,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,BMY,0.04663819074630737,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,PFE,0.04536422714591026,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,IBM,0.04458364471793175,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,PG,0.044509511440992355,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,DIS,0.039623621851205826,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,LLY,0.0323808379471302,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,JNJ,0.025346115231513977,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,KO,0.024994535371661186,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,MRK,0.02426723763346672,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-01-02,1998,1997,VZ,0.009999014437198639,0.0,0.0,32,0.2,32,0.01,0.035362,5,46
1998-04-01,1998,1997,PFE,0.10000412166118622,0.578367,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,T,0.10000412166118622,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,LLY,0.0835341364145279,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,WMT,0.08272779732942581,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,INTC,0.07931479811668396,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,VZ,0.06632569432258606,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,XOM,0.06631044298410416,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
1998-04-01,1998,1997,DIS,0.0659450814127922,0.0,0.0,32,0.2,32,0.01,0.038651,5,46
