rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,5,46,20,32,0.2,32,0.01,0.029045552015304565,0.3151415598827995,0.0993142027653641,0.24044395372271538,-0.19475732650062083,0.5973341924117772,0.21052631578947367,0.35,0.0,0.9999999580904841,0.0
1999-01-04,1999,1998,5,46,20,16,0.3,32,0.01,0.031293999403715134,0.2991860604280939,0.08951229875448306,0.2635759854316711,-0.07683968426445809,0.3377769840748369,0.37597634358647003,0.7,0.7262730392025629,0.7067027077011974,0.0
2000-01-03,2000,1999,5,46,20,16,0.2,32,0.01,0.03559517860412598,0.3672969496469378,0.13490704921994517,0.3122826731204986,-0.6229419455030996,-3.3938957971846513,-0.1518796992481203,0.5,0.4923659639173309,0.4693766543136911,0.0
2001-01-02,2001,2000,5,46,20,16,0.2,32,0.01,0.03106522373855114,0.414926363172957,0.17216388685593662,0.3118215335905552,-1.0711445035300646,-7.777103967526688,-0.22105263157894736,0.5,0.5,0.626069157295881,0.0
2002-01-02,2002,2001,5,46,20,32,0.2,64,0.01,0.032086897641420364,0.3174439407869566,0.10077065554235279,0.24709563240408894,-0.21227856291552238,-7.880356918449504,0.31879699248120297,0.45,0.6236095644623235,0.6892238277832013,0.0
2003-01-02,2003,2002,5,46,20,32,0.2,32,0.01,0.03430727869272232,0.34590049342300955,0.11964715135028148,0.27271285504102705,-0.4393642267703035,-1.6480627475358576,0.23759398496240602,0.65,0.48507125007266594,1.0854819725690494,0.0
2004-01-02,2004,2003,5,46,20,32,0.2,64,0.01,0.037238724529743195,0.3530803950627474,0.12466576537766579,0.3009703847765922,-0.4997385308591369,-8.29644656053454,-0.15488721804511277,0.55,0.46291004988627577,0.728964768474523,0.0
2005-01-03,2005,2004,5,46,20,32,0.2,64,0.01,0.04070303961634636,0.33738709395752553,0.11383005116910416,0.2697605228424072,-0.3693840742147869,-32.010412445125056,-0.10225563909774435,0.5,0.502518907629606,0.5507277811367911,0.0
2006-01-03,2006,2005,5,46,20,32,0.2,32,0.01,0.034561872482299805,0.31545953458865106,0.09951471796288834,0.23719790473580363,-0.19716953940316806,-3.9966645851511107,0.3669172932330827,0.55,0.5940885257860046,0.7395778807049437,0.0
2007-01-03,2007,2006,5,46,19,16,0.2,32,0.01,0.03543312847614288,0.4313464110118602,0.18605972629281267,0.3695212993100079,-1.2389187063901792,-8.42433764492026,-0.19473684210526312,0.47368421052631576,0.408248290463863,0.7492710279059656,0.0
2008-01-02,2008,2007,5,46,19,32,0.2,32,0.01,0.03547150641679764,0.3442719563991675,0.1185231799629103,0.2955258354916137,-0.4262289322203541,-3.2703807349015337,0.06315789473684211,0.5263157894736842,0.0,0.6191381834778878,0.0
