rebalance_date,ticker,invest_year,select_year,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss
1998-01-02,AIG,1998,1997,0.065928,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,BMY,1998,1997,0.055941,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,C,1998,1997,0.060673,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,CSCO,1998,1997,0.052783,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,DIS,1998,1997,0.045936,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,GE,1998,1997,0.065760,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,IBM,1998,1997,0.035327,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,INTC,1998,1997,0.081116,0.400000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,JNJ,1998,1997,0.027025,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,KO,1998,1997,0.018111,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,LLY,1998,1997,0.062084,0.400000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,MRK,1998,1997,0.022316,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,MSFT,1998,1997,0.073311,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,PEP,1998,1997,0.065454,0.200000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,PFE,1998,1997,0.052082,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,PG,1998,1997,0.058912,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,T,1998,1997,0.050353,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,VZ,1998,1997,0.024679,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,WMT,1998,1997,0.037753,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-01-02,XOM,1998,1997,0.044458,0.000000,0.000000,25.600000,0.200000,38.400000,0.010000,0.035007
1998-04-01,AIG,1998,1997,0.057696,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,BMY,1998,1997,0.029610,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,C,1998,1997,0.080420,0.094821,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,CSCO,1998,1997,0.045361,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,DIS,1998,1997,0.055050,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,GE,1998,1997,0.027429,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,IBM,1998,1997,0.031924,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,INTC,1998,1997,0.089085,0.208624,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,JNJ,1998,1997,0.017617,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,KO,1998,1997,0.030532,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
1998-04-01,LLY,1998,1997,0.078646,0.000000,0.000000,25.600000,0.200000,44.800000,0.010000,0.040327
