rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,8,49,20,16,32,0.01,0.03446032851934433,0.3810002385088203,0.14516118174377798,0.30983354270458224,-0.7462999307522162,-1.0683663335936138,-0.2880782452690533,0.5,0.0,0.9999999459832907,0.0
1998-07-01,1998,1997,8,49,20,32,64,0.01,0.03780791535973549,0.31503573715374583,0.09924751568400404,0.2571802020072937,-0.19395507589779282,-1.0398526460598334,-0.06466165413533834,0.4,0.4364357804719847,0.6180143024657283,0.0
1999-01-04,1999,1998,8,49,20,16,32,0.01,0.04037971794605255,0.266204414193565,0.0708647901361391,0.218141493499279,0.1474912464825372,-3.377405200422018,0.4031591108726177,0.6,0.6172133998483676,0.779443127699884,0.0
1999-07-01,1999,1998,8,49,20,32,32,0.01,0.041503533720970154,0.34681414630001794,0.12028005207381023,0.2664346665143967,-0.4469780700608752,-1.9444965171379218,-0.015037593984962403,0.65,0.648074069840786,0.483092625066131,0.0
2000-01-03,2000,1999,8,49,20,32,32,0.01,0.04402340203523636,0.30426281845088177,0.09257586269167425,0.25108008354902267,-0.11369458877202088,-3.2494961985336275,0.08872180451127819,0.45,0.44946657497549475,0.6924734096725305,0.0
2000-07-03,2000,1999,8,49,20,16,32,0.01,0.04068834334611893,0.3058857092260224,0.0935660671087067,0.27097145915031434,-0.12560682236038123,-4.260508868793914,0.07969924812030074,0.5,0.4898979485566356,0.5944980929036381,0.0
2001-01-02,2001,2000,8,49,20,16,32,0.01,0.035889264196157455,0.38161565139292497,0.14563050538804645,0.3273974944651127,-0.751945929480258,-4.815265271150699,-0.31729323308270674,0.4,0.0,0.6879456828029135,0.0
2001-07-02,2001,2000,8,49,20,16,32,0.01,0.03626510128378868,0.3845101059498737,0.14784802157758312,0.3341747921705246,-0.7786228159709248,-25.86205855999002,-0.17293233082706763,0.35,0.34815531191139565,0.4782639218147631,0.0
2002-01-02,2002,2001,8,49,20,16,32,0.01,0.03726276382803917,0.36687213413721076,0.13459516280639158,0.3378663071990013,-0.6191899284979439,-8.280212604099743,-0.3969924812030075,0.35,0.28284271247461906,0.6058196719592308,0.0
2002-07-01,2002,2001,8,49,20,16,64,0.01,0.03627409413456917,0.3353126172787014,0.11243455130629287,0.28726518094539644,-0.3525961059403655,-15.376224335809315,-0.10526315789473684,0.6,0.36187343222787294,0.4780758249063297,0.0
2003-01-02,2003,2002,8,49,20,32,32,0.01,0.040324389934539795,0.34359591029495046,0.11805814957141565,0.2884205055236816,-0.42024841589672945,-28.940881824855065,-0.16842105263157892,0.9,0.7921180343813394,0.9837269272527002,0.0
2003-07-01,2003,2002,8,49,20,32,32,0.01,0.041360996663570404,0.35431841099899347,0.12554153637285165,0.29542774647474285,-0.5102741217786659,-4.764219339803968,-0.07518796992481201,0.55,0.5303300858899106,0.3886821918813723,0.0
2004-01-02,2004,2003,8,49,20,16,32,0.01,0.03933484107255936,0.31461509013849814,0.0989826549428553,0.2507156425714493,-0.1907687812674319,-72.53652382065266,0.12030075187969923,0.55,0.46291004988627577,0.6723786300444401,0.0
2004-07-01,2004,2003,8,49,20,32,32,0.01,0.042113207280635834,0.3837687982362991,0.14727849049973327,0.32086184322834016,-0.7717713142825058,-12.658330128755953,-0.006015037593984962,0.55,0.5345224838248488,0.6828694725389668,0.0
