rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,9,50,20,16,32,0.01,0.033384568989276886,0.33998553948016313,0.11559016705561756,0.29719989269971847,-0.3905584006690832,-0.2977408704485749,-0.045112781954887216,0.35,0.0,0.999999969266355,0.0
1998-07-01,1998,1997,9,50,20,32,64,0.01,0.0355403758585453,0.3105318290269163,0.09643001683880195,0.23778690606355668,-0.16006035294799337,-0.739467633005177,0.09022556390977443,0.45,0.4879500364742666,0.6014827128667904,0.0
1999-01-04,1999,1998,9,50,20,16,64,0.01,0.04082295671105385,0.2888946747342644,0.08346013308981642,0.24621127396821976,-0.004031676268468232,-1.8738899845009902,0.13684210526315788,0.55,0.5976143046671968,0.5868968243679741,0.0
1999-07-01,1999,1998,9,50,20,32,32,0.01,0.039404645562171936,0.3216272870661063,0.10344411178550357,0.2523168101906776,-0.24444044253237363,-1.4046404045229748,0.16541353383458643,0.6,0.5656854249492381,0.5241842243158672,0.0
2000-01-03,2000,1999,9,50,20,16,32,0.01,0.04205115884542465,0.3245365776709328,0.10532399024636141,0.28213199347257617,-0.2670555217607389,-2.7240855374837607,0.04117096324397296,0.45,0.44946657497549475,0.7193444445073488,0.0
2000-07-03,2000,1999,9,50,20,16,64,0.01,0.041946928948163986,0.3136958950836826,0.09840511459235282,0.2676837754249573,-0.18382092742680078,-3.154447050660986,-0.17744360902255638,0.35,0.0,0.8103858120909997,0.0
2001-01-02,2001,2000,9,50,20,16,32,0.01,0.03426171839237213,0.33684877117407147,0.11346709464148197,0.28586335837841037,-0.36501767989752776,-5.540746573249808,-0.21052631578947367,0.5,0.5,0.8754630549791903,0.0
2001-07-02,2001,2000,9,50,20,16,64,0.01,0.03597191721200943,0.30874774080382067,0.09532516745146322,0.2739295133948326,-0.14676893174692585,-22.118985485238873,-0.1819548872180451,0.55,0.4923659639173309,0.5206600214345283,0.0
2002-01-02,2002,2001,9,50,20,16,32,0.01,0.03838802129030228,0.3328579871474497,0.11079443960785176,0.2983550326526165,-0.3328654388914494,-8.639051098661593,-0.025563909774436087,0.55,0.6110100926607787,0.5833768562723199,0.0
2002-07-01,2002,2001,9,50,20,16,32,0.01,0.037222035229206085,0.3731821037215143,0.13926488253801506,0.33380759298801416,-0.6753670079761207,-24.366301352096503,-0.07379526441077516,0.5,0.5,0.6939881826920297,0.0
2003-01-02,2003,2002,9,50,20,16,32,0.01,0.03962429612874985,0.36417630970490733,0.13262438455028458,0.29406166732311256,-0.5954813178981606,-25.763146162445505,-0.27669172932330827,0.65,0.0,1.0051952788210712,0.0
2003-07-01,2003,2002,9,50,20,32,32,0.01,0.039822351187467575,0.3921252946270642,0.1537622466863619,0.32994791805744167,-0.8497713887081129,-9.745175788980989,-0.024060150375939848,0.7,0.7180703308172536,0.477788836826636,0.0
2004-01-02,2004,2003,9,50,20,16,32,0.01,0.04370899498462677,0.28972106381777996,0.08393829481970612,0.24396813005208973,-0.009783997831050995,-51.951609257316235,0.030075187969924807,0.35,0.3450327796711771,0.8610084115934529,0.0
2004-07-01,2004,2003,9,50,20,32,64,0.01,0.03966115042567253,0.32397025744993496,0.10495672771217712,0.2757938525080681,-0.26263732586077726,-8.72020594537429,-0.08571428571428572,0.45,0.4629100498862757,0.5865503301462919,0.0
2005-01-03,2005,2004,9,50,20,16,32,0.01,0.036196596920490265,0.2656018941275771,0.0705443661641567,0.21589135438203813,0.15134597095751345,-29.196188948725155,0.3443609022556391,0.65,0.6454972243679028,0.8285150514383431,0.0
2005-07-01,2005,2004,9,50,20,16,32,0.01,0.03760046884417534,0.3413847636880322,0.11654355687833359,0.2676823830604553,-0.40202775191980256,-46.3397067561097,0.019548872180451125,0.45,0.4330127018922193,0.63192420829024,0.0
2006-01-03,2006,2005,9,50,20,16,32,0.01,0.03314828872680664,0.3200957144578216,0.10246126641426326,0.25093886613845817,-0.23261673881820455,-29.354676142528767,0.3181647460804427,0.6,0.6,0.6619898118292842,0.0
2006-07-03,2006,2005,9,50,20,32,64,0.01,0.03953002765774727,0.3346958015464643,0.11202127957283022,0.2920913419127464,-0.34762441591374693,-1.9884286606239745,-0.3203007518796992,0.15,0.3244428422615251,0.5218781376830809,0.0
2007-01-03,2007,2006,9,50,19,16,64,0.01,0.03907649964094162,0.2911877946711763,0.08479033176546312,0.24872522250106788,-0.020310325577739707,-13.47192337716149,0.26842105263157895,0.5263157894736842,0.4264014327112209,0.6810337340119375,0.0
