rebalance_date,mom_1w,mom_1m,mom_3m,mom_6m,mom_12_1,ma_ratio,dist_52w_high,max_dd_12m,vol_1m,vol_6m,vol_12m,vol_ratio,bb_position,rsi,sharpe_6m
1998-01-02,0.10740761,0.028162513,0.0539297,0.043977086,0.06649749,0.050272167,0.08435705,0.07569498,0.08389356,0.08021336,0.0392623,0.08236357,0.042858057,0.085410014,0.07570054
1999-01-04,0.050321635,0.059240155,0.034860294,0.047382854,0.048579425,0.09231264,0.0475889,0.07193894,0.09265353,0.04867248,0.11266883,0.1018384,0.08005028,0.050702,0.061189596
2000-01-03,0.029638965,0.123433955,0.066556655,0.052311163,0.04772309,0.07212591,0.06806897,0.104110695,0.048660617,0.03339327,0.11293567,0.09630848,0.05364066,0.042947628,0.048144355
2001-01-02,0.08602465,0.04152272,0.074368,0.044164263,0.054611564,0.079554275,0.07989986,0.11557501,0.075994805,0.06690182,0.06272824,0.057849523,0.08661995,0.054215573,0.019969873
2002-01-02,0.09334171,0.07674404,0.045577113,0.02642362,0.08151769,0.059391808,0.092529304,0.10074992,0.025719404,0.059469145,0.030273264,0.04424146,0.14295381,0.047547273,0.07352045
2003-01-02,0.04951374,0.037713394,0.036180362,0.052367646,0.07080359,0.05456871,0.12329867,0.06930273,0.09511276,0.038871158,0.08349698,0.07359218,0.041801713,0.041307915,0.13206851
2004-01-02,0.059782717,0.058800943,0.079151735,0.045382474,0.031425152,0.05013012,0.098081365,0.040706962,0.08332407,0.04538605,0.14276928,0.040553786,0.08803091,0.03768037,0.098793924
2005-01-03,0.08251779,0.061249606,0.07721115,0.0711775,0.058724582,0.051394936,0.114086054,0.03690591,0.02875356,0.0848377,0.045994945,0.11299168,0.05856512,0.070106275,0.04548314
2006-01-03,0.033613637,0.07177974,0.07336304,0.05329125,0.033849817,0.052916568,0.115674,0.095732294,0.065567024,0.062244717,0.05199473,0.11001762,0.062321033,0.023093427,0.09454111
2007-01-03,0.060644697,0.09134064,0.069162175,0.0388067,0.06601192,0.06551625,0.09716901,0.111798696,0.03605776,0.05300606,0.044677146,0.09061059,0.076603934,0.029828774,0.06876569
2008-01-02,0.086360246,0.07886163,0.049114022,0.035523955,0.103882015,0.036401406,0.106436156,0.07886364,0.03770444,0.054162074,0.068547666,0.06682944,0.0770647,0.042224377,0.07802416
2009-01-02,0.046911623,0.020939028,0.06577283,0.073822334,0.054144282,0.051565457,0.045683827,0.17704687,0.12122643,0.055253204,0.04950792,0.026106682,0.08038704,0.08817562,0.04345693
2010-01-04,0.045529287,0.08987856,0.071846545,0.026453272,0.058433328,0.13713025,0.098230876,0.040125065,0.06550454,0.027755735,0.11324072,0.061365556,0.03306368,0.053160112,0.0782825
2011-01-03,0.045506418,0.0444741,0.062286336,0.05449876,0.071226746,0.037209436,0.089070484,0.077706106,0.05819582,0.068334684,0.04156904,0.03878176,0.17613743,0.09298182,0.042021014
2012-01-03,0.07637388,0.10387132,0.04252349,0.061682727,0.08476786,0.05911204,0.07759576,0.038915206,0.067536674,0.056581985,0.05276067,0.0754018,0.099337034,0.065408245,0.03813131
2013-01-02,0.104111984,0.028616028,0.06057997,0.032821815,0.08967925,0.0695071,0.06744151,0.11207739,0.03801219,0.09049839,0.05924215,0.043401666,0.07006947,0.070634335,0.063306786
2014-01-02,0.07838263,0.026660083,0.05427342,0.09071159,0.0928079,0.047028963,0.06495507,0.050966475,0.052188,0.056080278,0.058958318,0.09997783,0.076383665,0.11804603,0.03257966
2015-01-02,0.044454686,0.07271403,0.039639954,0.024347879,0.035630178,0.070734024,0.09735668,0.0823952,0.093959525,0.053237263,0.08181996,0.10124028,0.084028915,0.081594214,0.036847234
2016-01-04,0.04902019,0.028278679,0.035063542,0.05205674,0.05726924,0.055957478,0.12511049,0.07590861,0.05200574,0.046758555,0.09999654,0.08023787,0.11511106,0.041273534,0.08595162
2017-01-03,0.13263366,0.08337683,0.05360584,0.07555219,0.03692868,0.04052828,0.042591695,0.062205225,0.038494043,0.061177384,0.035749603,0.09435784,0.059515066,0.022778317,0.16050534
2018-01-02,0.09661476,0.06346011,0.093204044,0.028963137,0.046665188,0.053584605,0.08357948,0.06828751,0.05134786,0.103202075,0.05795502,0.053779166,0.0465566,0.080274865,0.07252558
