rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,3,44,20,32,0.2,32,0.01,0.033328261226415634,0.38457024617687036,0.1478942742445387,0.32366321355104444,-0.7791792390320442,-0.9326654304545328,-0.2992481203007519,0.15,0.23570226039551584,0.9999999329447746,0.0
1998-04-01,1998,1997,3,44,20,16,0.2,64,0.01,0.042222343385219574,0.3558086985802581,0.12659982998537697,0.29413979709148413,-0.5230054735082943,-4.8838376780658965,-0.306766917293233,0.25,0.0,0.4741028955630736,0.0
1998-07-01,1998,1997,3,44,20,16,0.2,64,0.01,0.039197422564029694,0.2955770390697872,0.08736578602526252,0.25442275971174244,-0.05101697474000022,-7.915220035356096,0.2556390977443609,0.65,0.0,0.45683096525147626,0.0
1998-10-01,1998,1997,3,44,20,16,0.2,32,0.01,0.03734748438000679,0.32191701242226634,0.1036305628868776,0.25936306506395346,-0.24668346330078328,0.820252579839397,0.41052631578947363,0.0,,0.8087081671295185,0.0
1999-01-04,1999,1998,3,44,20,32,0.2,32,0.01,0.03733992204070091,0.3096125916882834,0.0958599569319357,0.2587535327672958,-0.1532024894067452,-5.220786725625064,0.3157894736842105,0.4,0.2773500981126146,0.816945677780679,0.0
1999-04-01,1999,1998,3,44,20,32,0.3,32,0.01,0.03912683576345444,0.29704755882847395,0.0882372522059557,0.25330235004425045,-0.061500778417512114,-7.6777834750508465,0.022556390977443608,0.35,0.36313651960128146,0.635505868893455,0.0
1999-07-01,1999,1998,3,44,20,32,0.2,32,0.01,0.033100731670856476,0.3211862135740375,0.10316058379002721,0.27491558462381366,-0.2410295794288988,-18.731980713360056,-0.051127819548872175,0.7,0.6267831705280087,0.5546525674236732,0.0
1999-10-01,1999,1998,3,44,20,32,0.2,32,0.01,0.03723301738500595,0.407440643091776,0.16600787764304,0.3360374523699283,-0.997087249841083,-0.24130149007145474,-0.39097744360902253,0.45,0.0,0.5876545572659856,0.0
2000-01-03,2000,1999,3,44,20,16,0.3,32,0.01,0.028935270383954048,0.2995644527047852,0.08973886132431749,0.25845909982919696,-0.0795652490143457,-3.3661256083235376,0.362406015037594,0.5,0.0,0.7830046111589243,0.0
2000-04-03,2000,1999,3,44,20,32,0.2,32,0.01,0.030399015173316002,0.3245900929031629,0.10535872841088392,0.2684291675686836,-0.26747342449183664,-4.142832095982561,0.03909774436090225,0.7,0.0,0.9535102883507407,0.0
