rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,7,48,20,16,32,0.01,0.03637337684631348,0.3471560400956352,0.1205173161748823,0.3007204954326153,-0.4498323750361779,-0.5494867716898522,0.06616541353383458,0.5,0.0,0.9999999329447746,0.0
1998-07-01,1998,1997,7,48,20,16,64,0.01,0.034795794636011124,0.3245330351076859,0.10532169087620646,0.2659243804216385,-0.2670278601648899,-0.0838752320967695,0.37293233082706767,0.3,0.0,0.6093563606208532,0.0
1999-01-04,1999,1998,7,48,20,16,32,0.01,0.039058249443769455,0.27559554178061557,0.07595290264935103,0.23313235729932785,0.0862808703837471,-2.7587175740488483,0.31127819548872177,0.7,0.7319250547113999,0.8302448073783908,0.0
1999-07-01,1999,1998,7,48,20,32,64,0.01,0.038397595286369324,0.299884230814878,0.08993055189143102,0.24014623284339903,-0.08187130094954642,-0.7855402378902494,0.30526315789473685,0.65,0.5477225575051661,0.7079267111193047,0.0
2000-01-03,2000,1999,7,48,20,16,32,0.01,0.039753805845975876,0.31722787288305476,0.10063352333390756,0.2881798312067986,-0.2106288521372337,-3.1719052799620284,-0.09022556390977443,0.4,0.40201512610368484,0.8635621533754239,0.0
2000-07-03,2000,1999,7,48,20,16,64,0.01,0.04082814231514931,0.3210326225775383,0.10306194475901216,0.2719292414188385,-0.23984294446931886,-2.9648017347636184,-0.28872180451127816,0.4,0.0,0.48354854667243063,0.0
2001-01-02,2001,2000,7,48,20,16,64,0.01,0.035031937062740326,0.322601552430708,0.10407176163070284,0.2569839081168175,-0.25199111736183855,-4.3162532115577426,-0.09323308270676692,0.4,0.0,0.9034862634813438,0.0
2001-07-02,2001,2000,7,48,20,16,64,0.01,0.035463325679302216,0.35010354433746615,0.12257249175765614,0.303887030184269,-0.47455629182142745,-16.595388079280266,-0.13984962406015036,0.55,0.49236596391733095,0.3563989885814489,0.0
2002-01-02,2002,2001,7,48,20,16,32,0.01,0.040835004299879074,0.32132937336796374,0.10325256618904825,0.2862833237648011,-0.24213613460509187,-8.754456394477208,-0.08721804511278194,0.35,0.4,0.8224612114237874,0.0
2002-07-01,2002,2001,7,48,20,16,32,0.01,0.04026345908641815,0.37246499284695433,0.13873017089648176,0.3223153209686279,-0.6689343867245925,-26.97999997539215,-0.1969924812030075,0.35,0.3779644730092272,0.5348685486936804,0.0
