date,log_return,cumulative_value
1998-01-02,0.013165747339883682,1.0132527973982446
1998-01-05,0.0028001303670436594,1.0160940133568401
1998-01-06,-0.008481656910151968,1.0075122975778117
1998-01-07,-0.005022148115610808,1.002465106071073
1998-01-08,-0.00047976063833366585,1.0019842781222617
1998-01-09,-0.029872240041631495,0.9724954054255937
1998-01-12,0.017018165000214188,0.9891871210324978
1998-01-13,0.0080113183020467,0.9971436424774176
1998-01-14,0.0024852161188694813,0.9996248418117684
1998-01-15,-0.0027047134677601566,0.996924796110408
1998-01-16,0.009610545471564414,1.0065519743129556
1998-01-20,0.02615261847975,1.0332231849233882
1998-01-21,-0.01280737366679786,1.0200746880960978
1998-01-22,-0.00768743480038621,1.0122629948514572
1998-01-23,-0.00010261226570633663,1.0121591295810812
1998-01-26,-0.0009725779393927464,1.0111752044899731
1998-01-27,0.020027576152835222,1.031630746637393
1998-01-28,0.014566699747686217,1.0467681855728725
1998-01-29,0.008177043660286668,1.0553627458870987
1998-01-30,-0.003652065171568274,1.05151552179209
1998-02-02,0.02024096401160224,1.0730160714992103
1998-02-03,0.004205832616205584,1.077538501114979
1998-02-04,0.003395900699398736,1.0812039350668803
1998-02-05,-0.0038787007792947135,1.077018391005254
1998-02-06,0.007984122659659728,1.0856518574106104
1998-02-09,-0.008847115061752946,1.0760893332594499
1998-02-10,0.011693383457233086,1.088746315721218
1998-02-11,0.003730145964624061,1.0928150822260545
1998-02-12,0.005987969444992872,1.099378456578762
1998-02-13,-0.0048503086888771665,1.0940590425270342
1998-02-17,0.0012210817488261206,1.0953957940313386
1998-02-18,0.012457176129925003,1.1091266788305663
1998-02-19,-0.00018577892757114337,1.108920645604541
1998-02-20,0.006168808478179994,1.1157825076810444
1998-02-23,0.010646704883205006,1.1277253780498406
1998-02-24,-0.007026194735683213,1.1198295312968356
1998-02-25,0.014926433325306944,1.1366699632565587
1998-02-26,-0.0025689050110473655,1.1337537134801345
1998-02-27,-0.004431757509209026,1.1287403092482182
1998-03-02,-0.009651312944509239,1.1178988844368702
1998-03-03,0.002089080974797819,1.1202367068279964
1998-03-04,-0.00914832272437384,1.1100351546010387
1998-03-05,-0.025565753677130126,1.0820159612764972
1998-03-06,0.021460053090215335,1.105487025632084
1998-03-09,-0.00692250605927888,1.0978607120547468
1998-03-10,0.0064089540861412275,1.104919446341999
1998-03-11,0.004583945925948357,1.1099959636878465
1998-03-12,0.006428192322395952,1.1171542138747492
1998-03-13,0.0008951983459481625,1.118154736245348
1998-03-16,0.011238491341954404,1.1307919873756418
1998-03-17,-0.002487299982853719,1.1279828634999731
1998-03-18,-0.0005762683100152769,1.1273330299787137
1998-03-19,0.0036174569132586894,1.1314184936808163
1998-03-20,0.0065075990317181405,1.1388053207605227
1998-03-23,-0.005593487358348753,1.1324532093841568
1998-03-24,0.014408297320879584,1.148888046617211
1998-03-25,0.004269203043847889,1.1538033677492487
1998-03-26,-0.0011461190267184488,1.1524817292785525
1998-03-27,-0.004806072348235591,1.1469561076124177
1998-03-30,-0.004665504813787277,1.141617441840441
1998-03-31,0.010950266885112392,1.1541871527530223
1998-04-01,0.006215901317076561,1.161383809879549
1998-04-02,0.009841520775122917,1.1728700209564002
1998-04-03,0.0008541029500189282,1.1738722006226692
1998-04-06,0.006632504687559289,1.181683790061639
1998-04-07,-0.007299941271023173,1.1730889767768615
1998-04-08,-0.007567745336880523,1.1642448454191767
1998-04-09,0.0036493462970131453,1.1685013400221305
1998-04-13,-0.0016824619345337133,1.1665370338955943
1998-04-14,0.007044208121386565,1.1747833739121336
1998-04-15,0.007612262760944804,1.1837602574915926
1998-04-16,-0.00912623855600154,1.1730061260142177
1998-04-17,0.02297630324421439,1.2002694766045918
1998-04-20,0.013003991062945114,1.215979696543815
1998-04-21,0.014162776371257058,1.2333238760124214
1998-04-22,0.008337034232039941,1.2436491205388767
1998-04-23,-0.007802798908729263,1.2339829372232842
1998-04-24,-0.01189314535630436,1.2193939253668062
1998-04-27,-0.0204406632514662,1.1947217219092638
1998-04-28,-0.0034400780254283917,1.1906188471180912
1998-04-29,0.0039149592770188965,1.1952892075893569
1998-04-30,0.013493602245700356,1.2115272733442286
1998-05-01,0.0019417545949641482,1.213882047451018
1998-05-04,0.0035848655842637338,1.2182414607129035
1998-05-05,-0.0058547924268395725,1.2111297489476973
1998-05-06,-0.006057716160737385,1.2038152456548412
1998-05-07,-0.009133740849431722,1.1928699709144956
1998-05-08,0.013908514281256291,1.209576935141093
1998-05-11,-0.005083723580077147,1.2034433842025107
1998-05-12,0.01109810036949371,1.216873707358216
1998-05-13,0.007745320227609878,1.2263353784340376
1998-05-14,0.0006805382560785796,1.227170230616048
1998-05-15,-0.008296748850018142,1.2170308276194475
1998-05-18,0.0028162831157252,1.2204631619345632
1998-05-19,0.002460662813398282,1.2234700081524255
1998-05-20,0.00458161292291015,1.2290883348236734
1998-05-21,-0.0097774937194209,1.2171294903838834
1998-05-22,-0.006671134979195384,1.209036878731512
1998-05-26,-0.014545234151114176,1.191578430637686
1998-05-27,0.0054497887994336665,1.1980900086688775
1998-05-28,-0.000747573824558217,1.1971946826417803
1998-05-29,-0.01564239299395847,1.1786133996686377
1998-06-01,-0.003413593054110639,1.1745969523126216
1998-06-02,0.005133608257857335,1.180642377071178
1998-06-03,-0.01361119233928688,1.1646812976715393
1998-06-04,0.018360803799339936,1.1862633076869864
1998-06-05,0.020735807467569575,1.2111182381936514
1998-06-08,0.0007323733644013961,1.2120055538159482
1998-06-09,0.007986657063029317,1.2217241845583073
1998-06-10,-0.00624577750816683,1.2141173471605509
1998-06-11,-0.013239342402306127,1.1981491692140207
1998-06-12,0.008178830541455673,1.2079888117664939
1998-06-15,-0.019459162985705696,1.184709592226271
1998-06-16,0.010701547048560826,1.1974558986198236
1998-06-17,0.013245101834631812,1.2134218256930194
1998-06-18,-0.0008809662564079084,1.2123533127408288
1998-06-19,-0.000259421379495856,1.2120388431638305
1998-06-22,0.00451224100456038,1.2175202118591704
1998-06-23,0.018349657201579248,1.240067525465397
1998-06-24,0.019016820511243204,1.263875323851035
1998-06-25,-0.007514146159015064,1.254413971450752
1998-06-26,0.00883018473574334,1.2655397275028812
1998-06-29,0.007885476443123839,1.2755585609346312
1998-06-30,-0.009314067309856313,1.2637330797941528
1998-07-01,0.01087711009382538,1.2775538725112816
1998-07-02,0.0007683016820370104,1.2785357964590338
1998-07-06,0.003911866640080267,1.283547053283069
1998-07-07,0.0026379059308876255,1.2869373994085838
