rebalance_date,mom_1w,mom_1m,mom_3m,mom_6m,mom_12_1,ma_ratio,dist_52w_high,max_dd_12m,vol_1m,vol_6m,vol_12m,vol_ratio,bb_position,rsi,sharpe_6m
1998-01-02,0.085994065,0.06176274,0.0608284,0.07520565,0.05726587,0.025971102,0.11046835,0.07651375,0.035849277,0.036784325,0.08517574,0.07590417,0.056593705,0.109972544,0.04571028
1998-07-01,0.07177577,0.049614344,0.066453315,0.079020895,0.07043256,0.052140616,0.06492703,0.07972406,0.06441348,0.082949944,0.053391073,0.053133547,0.06794624,0.07174581,0.072331235
1999-01-04,0.06844022,0.042427234,0.04810102,0.053217687,0.0757879,0.07212703,0.053281046,0.03785534,0.060133845,0.039961353,0.050472412,0.11476902,0.0952603,0.12701061,0.06115496
1999-07-01,0.08144552,0.099822864,0.071987905,0.038584568,0.040699154,0.06579379,0.056531243,0.08643491,0.0346425,0.05694242,0.045831725,0.122222826,0.07891187,0.050314803,0.06983393
2000-01-03,0.14535658,0.048376866,0.029666243,0.03691811,0.06904702,0.08029096,0.06781887,0.048646934,0.09637971,0.038562227,0.06091955,0.091665335,0.053128283,0.08385518,0.04936814
2000-07-03,0.062391806,0.07922117,0.021160882,0.04623532,0.06164502,0.0467557,0.07154227,0.05635332,0.1048068,0.1035201,0.083834276,0.08058944,0.036297727,0.071178034,0.074468106
2001-01-02,0.053713173,0.059836254,0.048901543,0.043768983,0.080989234,0.08774249,0.08450523,0.09027308,0.07607193,0.043827247,0.06874127,0.053617116,0.060026947,0.06817843,0.07980709
2001-07-02,0.08907698,0.06753473,0.025433304,0.044807386,0.03618588,0.0921481,0.05397837,0.1536578,0.03868139,0.030391186,0.081543,0.061406698,0.060352363,0.10766468,0.05713816
2002-01-02,0.062386367,0.044752296,0.036611553,0.05270701,0.049241114,0.10481076,0.044156954,0.08301356,0.028996028,0.06946777,0.06385248,0.053306065,0.16666146,0.07268127,0.06735527
2002-07-01,0.10207365,0.09947443,0.05620933,0.04574286,0.058691382,0.055021986,0.052123282,0.076692075,0.049012136,0.09744878,0.048012186,0.04820551,0.12702721,0.04691529,0.03734993
2003-01-02,0.058312323,0.05631396,0.06226696,0.070139155,0.10729614,0.046207014,0.07815251,0.08495327,0.042632066,0.06293413,0.07977324,0.041648984,0.08326639,0.05338043,0.07272341
