rebalance_date,ticker,invest_year,select_year,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss
1998-01-02,AIG,1998,1997,0.048756,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,BMY,1998,1997,0.010550,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,C,1998,1997,0.079806,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,CSCO,1998,1997,0.098427,0.600000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,DIS,1998,1997,0.053092,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,GE,1998,1997,0.036891,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,IBM,1998,1997,0.097202,0.400000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,INTC,1998,1997,0.082997,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,JNJ,1998,1997,0.027246,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,KO,1998,1997,0.016678,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,LLY,1998,1997,0.046157,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,MRK,1998,1997,0.016773,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,MSFT,1998,1997,0.018514,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,PEP,1998,1997,0.040277,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,PFE,1998,1997,0.059526,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,PG,1998,1997,0.044516,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,T,1998,1997,0.040741,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,VZ,1998,1997,0.069946,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,WMT,1998,1997,0.084941,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1998-01-02,XOM,1998,1997,0.026965,0.000000,0.000000,22.400000,0.200000,38.400000,0.010000,0.028477
1999-01-04,AIG,1999,1998,0.021312,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,BAC,1999,1998,0.034231,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,BMY,1999,1998,0.054509,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,C,1999,1998,0.091539,0.596593,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,CSCO,1999,1998,0.078593,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,GE,1999,1998,0.035455,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,HD,1999,1998,0.050141,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,IBM,1999,1998,0.037647,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,INTC,1999,1998,0.085079,0.160275,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,JNJ,1999,1998,0.052700,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,KO,1999,1998,0.042752,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,LLY,1999,1998,0.018771,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,MRK,1999,1998,0.044446,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,MSFT,1999,1998,0.088821,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,PFE,1999,1998,0.072697,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,PG,1999,1998,0.010268,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,T,1999,1998,0.033253,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,VZ,1999,1998,0.036464,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,WMT,1999,1998,0.058546,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
1999-01-04,XOM,1999,1998,0.052776,0.000000,0.000000,19.200000,0.220000,38.400000,0.010000,0.030818
2000-01-03,AIG,2000,1999,0.057918,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,BMY,2000,1999,0.044493,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,C,2000,1999,0.090413,0.204144,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,CSCO,2000,1999,0.039435,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,GE,2000,1999,0.052908,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,HD,2000,1999,0.069907,0.294007,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,IBM,2000,1999,0.053396,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,INTC,2000,1999,0.078507,0.109548,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,JNJ,2000,1999,0.042869,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
2000-01-03,KO,2000,1999,0.029175,0.000000,0.000000,22.400000,0.200000,44.800000,0.010000,0.035995
