rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,CSCO,0.10000666230916977,1.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,IBM,0.10000666230916977,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,INTC,0.09793727844953537,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,PFE,0.09184878319501877,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,C,0.08405005931854248,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,LLY,0.07953870296478271,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,PEP,0.06792296469211578,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,BMY,0.05908467620611191,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,MRK,0.05046204477548599,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,T,0.04655972868204117,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,GE,0.04500174894928932,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,WMT,0.03353584557771683,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,MSFT,0.032207369804382324,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,KO,0.02783225104212761,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,PG,0.025329407304525375,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,DIS,0.01825951784849167,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,VZ,0.010104070417582989,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,JNJ,0.010104070417582989,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,AIG,0.010104070417582989,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-01-02,1998,1997,XOM,0.010104070417582989,0.0,0.0,16,0.3,32,0.01,0.033373,5,46
1998-02-02,1998,1997,INTC,0.10000715404748917,0.300225,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,IBM,0.10000715404748917,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,C,0.10000715404748917,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,CSCO,0.10000715404748917,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,PFE,0.10000715404748917,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,LLY,0.0792052298784256,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,VZ,0.0746462270617485,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,BMY,0.06193847954273224,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,PEP,0.04700615629553795,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,KO,0.040168892592191696,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,T,0.032110340893268585,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,MRK,0.02446938306093216,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
1998-02-02,1998,1997,WMT,0.023062730208039284,0.0,0.0,16,0.3,32,0.01,0.037241,5,46
