rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,2,43,20,32,32,0.01,0.036727700382471085,0.38463059445248754,0.14794069418887396,0.3286717964708805,-0.779737674452619,-0.7154063368229155,-0.2646616541353383,0.4,0.0,0.9999999478459358,0.0
1998-07-01,1998,1997,2,43,20,16,64,0.01,0.0388680100440979,0.31590158725074674,0.09979381282754117,0.25662712290883066,-0.20052707160951777,-0.4092971366041045,0.03157894736842105,0.3,0.0,0.48519274165366016,0.0
1999-01-04,1999,1998,2,43,20,16,32,0.01,0.040398046374320984,0.28208150094716716,0.07956997317660668,0.24442651510238647,0.04276723998067167,-3.9063370696678987,0.32631578947368417,0.65,0.5976143046671968,0.684088874144932,0.0
1999-07-01,1999,1998,2,43,20,16,64,0.01,0.036726124584674835,0.3136463847694774,0.0983740546789631,0.26196437299251557,-0.1834472743333906,-1.5690037966150143,-0.11578947368421053,0.45,0.3741657386773941,0.6939902208242861,0.0
2000-01-03,2000,1999,2,43,20,16,64,0.01,0.04005037248134613,0.2874015982015846,0.08259967864882509,0.25434459894895556,0.006319655352480025,-2.640825264328146,0.14586466165413534,0.55,0.5318160234783105,0.7428675712899644,0.0
2000-07-03,2000,1999,2,43,20,16,32,0.01,0.03655124455690384,0.32799983685848594,0.10758389297919338,0.27510602623224256,-0.29424232155420604,-4.668673484816746,-0.28120300751879695,0.4,0.4,0.28948464125879547,0.0
2001-01-02,2001,2000,2,43,20,16,32,0.01,0.03594929352402687,0.326084407938856,0.10633104110083424,0.27929479598999024,-0.27917041925815633,-4.869038593784295,-0.26917293233082706,0.5,0.3273268353539886,0.7059663087375124,0.0
2001-07-02,2001,2000,2,43,20,32,32,0.01,0.034387726336717606,0.4173912400508367,0.1742154472711752,0.3543064549565315,-1.0958249295780473,-29.647540355930214,-0.23909774436090225,0.45,0.44946657497549475,0.4967824194910015,0.0
2002-01-02,2002,2001,2,43,20,32,32,0.01,0.04175280034542084,0.3337416062981646,0.1113834597744791,0.28410091638565066,-0.339951395783207,-8.928051111023619,-0.09172932330827067,0.35,0.3651483716701107,0.8240414264327254,0.0
2002-07-01,2002,2001,2,43,20,16,64,0.01,0.03783424198627472,0.34105086211667424,0.11631569055052673,0.2963360407948494,-0.39928650286347933,-17.906441195782246,-0.15789473684210525,0.5,0.4364357804719847,0.5850518218130897,0.0
