rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,CSCO,0.09210895746946335,1.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,IBM,0.0859842523932457,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,C,0.07855896651744843,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,VZ,0.07648086547851562,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,WMT,0.07315433770418167,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,INTC,0.0714169442653656,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,PEP,0.06959701329469681,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,DIS,0.06113838776946068,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,PFE,0.05384625494480133,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,AIG,0.04806438833475113,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,LLY,0.045694638043642044,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,T,0.045343026518821716,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,PG,0.04286498203873634,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,GE,0.034872669726610184,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,XOM,0.03151345252990723,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,MRK,0.02667403407394886,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,JNJ,0.02589508704841137,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,KO,0.01679675094783306,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,BMY,0.009997493587434292,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1998-01-02,1998,1997,MSFT,0.009997493587434292,0.0,0.0,32,0.2,64,0.01,0.026561,2,43
1999-01-04,1999,1998,C,0.10000520199537277,0.7312,0.0,16,0.2,32,0.01,0.031718,2,43
