rebalance_date,ticker,invest_year,select_year,assigned_weight,turnover,tc_drag_bps,best_nodes,best_batch,best_lr,best_val_loss
2014-01-02,AMZN,2014,2013,0.063998,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,BAC,2014,2013,0.100008,0.330016,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,BRK-B,2014,2013,0.015785,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,C,2014,2013,0.038201,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,CVX,2014,2013,0.027344,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,GE,2014,2013,0.044690,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,GOOGL,2014,2013,0.091330,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,IBM,2014,2013,0.020010,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,JNJ,2014,2013,0.056128,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,JPM,2014,2013,0.031489,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,KO,2014,2013,0.070137,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,MSFT,2014,2013,0.017073,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,ORCL,2014,2013,0.078279,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,PFE,2014,2013,0.064798,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,PG,2014,2013,0.047441,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,VZ,2014,2013,0.044475,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,WFC,2014,2013,0.040358,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,WMT,2014,2013,0.036554,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-01-02,XOM,2014,2013,0.024943,0.000000,0.000000,16.000000,64.000000,0.010000,0.042543
2014-07-01,AAPL,2014,2013,0.055677,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,AMZN,2014,2013,0.096006,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,BAC,2014,2013,0.077178,0.331618,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,BRK-B,2014,2013,0.041878,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,C,2014,2013,0.081151,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,CVX,2014,2013,0.036981,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,GE,2014,2013,0.037867,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,GOOGL,2014,2013,0.089342,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,IBM,2014,2013,0.073698,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,JNJ,2014,2013,0.010321,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,JPM,2014,2013,0.036833,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,KO,2014,2013,0.038343,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,MSFT,2014,2013,0.071388,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,ORCL,2014,2013,0.024477,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
2014-07-01,PFE,2014,2013,0.028555,0.000000,0.000000,16.000000,48.000000,0.010000,0.036145
