rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,INTC,0.10000205039978027,1.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,LLY,0.10000205039978027,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,CSCO,0.09811824560165405,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,T,0.07871217280626297,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,VZ,0.06338389217853546,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,IBM,0.06073081120848656,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,AIG,0.06007334217429161,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,DIS,0.056403663009405136,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,C,0.0504143051803112,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,XOM,0.05023198574781418,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,GE,0.04333681985735893,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,PG,0.041826989501714706,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,JNJ,0.036789923906326294,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,KO,0.033557116985321045,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,BMY,0.03300267085433006,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,MSFT,0.030672108754515648,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,WMT,0.019504593685269356,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,MRK,0.01950218342244625,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,PEP,0.013465462252497673,0.0,0.0,16,32,0.01,0.038088,1,42
1998-01-02,1998,1997,PFE,0.010269593447446823,0.0,0.0,16,32,0.01,0.038088,1,42
1998-04-01,1998,1997,WMT,0.10000316053628922,0.632723,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,PFE,0.10000316053628922,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,BMY,0.09467589855194092,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,LLY,0.09359626471996307,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,IBM,0.08268263936042786,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,C,0.06329022347927094,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,AIG,0.05648183822631836,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,MSFT,0.051857542246580124,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,GE,0.05150878429412842,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,VZ,0.04803554341197014,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,T,0.04623984172940254,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,XOM,0.0322558656334877,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,MRK,0.030698580667376518,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,INTC,0.027124829590320587,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,DIS,0.026726525276899338,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,JNJ,0.025065496563911438,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,PG,0.023916862905025482,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,KO,0.020485442131757736,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,PEP,0.015302073210477829,0.0,0.0,16,64,0.01,0.040298,1,42
1998-04-01,1998,1997,CSCO,0.010049429722130299,0.0,0.0,16,64,0.01,0.040298,1,42
1998-07-01,1998,1997,LLY,0.08367487788200378,0.428634,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,INTC,0.07992316037416458,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,C,0.07596025615930557,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,T,0.06535636633634567,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,BMY,0.06521608680486679,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,PFE,0.06490293145179749,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,IBM,0.060257505625486374,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,WMT,0.057615578174591064,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,VZ,0.05525481700897217,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,MSFT,0.05406014248728752,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,CSCO,0.053401194512844086,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,AIG,0.05136705935001373,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,DIS,0.04829894378781319,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,JNJ,0.03894767910242081,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,XOM,0.03733266144990921,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,GE,0.036792512983083725,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,PG,0.03574291616678238,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,PEP,0.015901735052466393,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,KO,0.00999677274376154,0.0,0.0,16,64,0.01,0.040093,1,42
1998-07-01,1998,1997,MRK,0.00999677274376154,0.0,0.0,16,64,0.01,0.040093,1,42
1998-10-01,1998,1997,C,0.10000350326299667,0.647508,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,DIS,0.10000350326299667,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,PFE,0.10000350326299667,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,CSCO,0.0756840929389,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,GE,0.07303240150213242,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,LLY,0.07082594186067581,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,MSFT,0.06123537942767143,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,PEP,0.05943155288696289,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,PG,0.05353822186589241,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,VZ,0.049483925104141235,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,JNJ,0.04915052279829979,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,WMT,0.03797042742371559,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,T,0.03450987488031387,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,AIG,0.027100633829832077,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,KO,0.02659040503203869,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,BMY,0.02657068707048893,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,MRK,0.022812027484178543,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,INTC,0.010684472508728504,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,IBM,0.010684472508728504,0.0,0.0,32,32,0.01,0.041747,1,42
1998-10-01,1998,1997,XOM,0.010684472508728504,0.0,0.0,32,32,0.01,0.041747,1,42
1999-01-04,1999,1998,C,0.1000058650970459,0.828605,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,BAC,0.09675504267215729,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,MSFT,0.09311515837907791,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,AIG,0.08104004710912704,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,PFE,0.07368314266204834,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,HD,0.06854508072137833,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,INTC,0.06382735073566437,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,WMT,0.05771716311573982,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,CSCO,0.05572354048490524,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,JNJ,0.055372342467308044,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,XOM,0.05296813324093819,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,VZ,0.0510106161236763,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,KO,0.03941284865140915,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,IBM,0.030652955174446106,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,PG,0.026540381833910942,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,BMY,0.011028162203729153,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,LLY,0.010650573298335075,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,GE,0.010650573298335075,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,T,0.010650573298335075,0.0,0.0,16,64,0.01,0.04157,1,42
1999-01-04,1999,1998,MRK,0.010650573298335075,0.0,0.0,16,64,0.01,0.04157,1,42
1999-04-01,1999,1998,T,0.10000663250684738,0.588382,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,C,0.10000663250684738,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,INTC,0.10000663250684738,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,AIG,0.07991749793291092,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,BAC,0.0775751993060112,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,XOM,0.06332973390817642,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,MRK,0.05601286143064499,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,PFE,0.055744435638189316,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,IBM,0.05293421074748039,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,VZ,0.04914296418428421,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,MSFT,0.04850088059902191,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,LLY,0.04090150073170662,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,JNJ,0.038636401295661926,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,HD,0.032909538596868515,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,BMY,0.03233417496085167,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,GE,0.020159171894192696,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,WMT,0.01842370070517063,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,PG,0.012679601088166237,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,KO,0.010389145463705063,0.0,0.0,16,32,0.01,0.043916,1,42
1999-04-01,1999,1998,CSCO,0.010389145463705063,0.0,0.0,16,32,0.01,0.043916,1,42
1999-07-01,1999,1998,INTC,0.1000032126903534,0.557795,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,C,0.1000032126903534,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,IBM,0.09997331351041794,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,WMT,0.09019556641578674,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,MSFT,0.07953763008117676,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,HD,0.07042454183101654,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,LLY,0.060364846140146255,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,PFE,0.060121968388557434,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,CSCO,0.05611105635762215,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,MRK,0.05211285501718521,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,T,0.04722132161259651,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,VZ,0.0467001348733902,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,AIG,0.044574614614248276,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,GE,0.02217019535601139,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,BMY,0.013169249519705772,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,PG,0.012885268777608871,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,JNJ,0.012568184174597263,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,BAC,0.011361047625541687,0.0,0.0,16,64,0.01,0.041261,1,42
1999-07-01,1999,1998,XOM,0.010250886902213097,0.0,0.0,16,64,0.01,0.041261,1,42
