rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,2,43,20,32,0.3,64,0.01,0.03919646888971329,0.384680816777135,0.14797933079632372,0.31518829166889184,-0.7802024757452475,-13.978372449577153,0.10977443609022557,0.3,0.0,1.0000001080334187,0.0
1998-02-02,1998,1997,2,43,20,32,0.2,64,0.01,0.03778865933418274,0.32322748270366924,0.1044760055749508,0.27101273000240333,-0.2568542024054232,-30.994074978545846,-0.306766917293233,0.25,0.0,0.38533387037965056,0.0
1998-03-02,1998,1997,2,43,20,16,0.2,32,0.01,0.028096795082092285,0.42750070780089827,0.18275685517026902,0.3487829461693764,-1.1985787088152668,-2.8512669887639643,-0.2526315789473684,0.2,0.0,0.7181191608881987,0.0
1998-04-01,1998,1997,2,43,20,16,0.2,32,0.01,0.03253302723169327,0.4726255108912121,0.2233748735451792,0.3924159561097622,-1.68721652385178,-2.3509070191036527,0.13233082706766916,0.55,0.0,0.7242487329420524,0.0
1998-05-01,1998,1997,2,43,20,32,0.2,32,0.01,0.047720760107040405,0.4366064627909053,0.19062520335078617,0.35898328572511673,-1.2932355290320139,-15.535934606732411,-0.43458646616541347,0.6,0.0,0.5130144403251877,0.0
1998-06-01,1998,1997,2,43,20,16,0.2,32,0.01,0.03935500979423523,0.39127431814732627,0.1530955920416551,0.3206323616206646,-0.8417514832078812,-2.208753583857808,0.06165413533834586,0.25,0.0,0.5524532016262833,0.0
1998-07-01,1998,1997,2,43,20,32,0.2,32,0.01,0.043910544365644455,0.41429738723354936,0.17164232506854554,0.33342168703675273,-1.0648700760125775,-13.248779306287952,-0.1969924812030075,0.45,0.0,0.3600687706247645,0.0
1998-08-03,1998,1997,2,43,20,32,0.2,64,0.01,0.03608312830328941,0.43398570647093865,0.1883435934210797,0.35713439851999285,-1.2657875900280264,-3.9610790931890154,-0.30977443609022554,0.95,0.0,0.43941866553329556,0.0
1998-09-01,1998,1997,2,43,20,16,0.3,64,0.01,0.04198136925697327,0.4470529651324356,0.19985635363370266,0.36501471482217307,-1.40428696100695,-2.510602860630912,0.42556390977443603,0.45,0.0,0.25249181277188426,0.0
1998-10-01,1998,1997,2,43,20,16,0.3,32,0.01,0.043918460607528687,0.3205998844981254,0.10278428594021134,0.272498976290226,-0.23650268800254226,-2.6854464060002816,-0.4661654135338345,0.0,,0.45497875359813766,0.0
1998-11-02,1998,1997,2,43,20,32,0.2,32,0.01,0.029566217213869095,0.45153254211836436,0.20388163659187247,0.3731695337593556,-1.452711417646586,-0.15848658485643408,0.5699248120300752,0.15,0.0,0.45914408360665504,0.0
