rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,3,44,20,16,0.2,32,0.01,0.029891205951571465,0.27906749937088887,0.07787866920512107,0.23098713740706445,0.0631137539233555,0.6883285618591048,0.3398496240601503,0.3,0.0,0.999999918974936,0.0
1999-01-04,1999,1998,3,44,20,32,0.2,64,0.01,0.030812013894319534,0.2627617483895143,0.06904373641671442,0.2237459510564804,0.1693986596485484,0.24827636936297615,0.4030075187969925,0.6,0.6201736729460422,0.7896428072407392,0.0
2000-01-03,2000,1999,3,44,20,16,0.2,32,0.01,0.03631337359547615,0.380687428872886,0.14492291850184863,0.3157440555095673,-0.7434336060372766,-4.209882794442122,-0.41052631578947363,0.35,0.3481553119113957,0.5477411656118506,0.0
2001-01-02,2001,2000,3,44,20,32,0.2,32,0.01,0.03229488432407379,0.46147468260653646,0.21295888268680357,0.3630303303897381,-1.561911370668314,-8.9729713775461,-0.3233082706766917,0.4,0.39528470752104744,0.4954645646415618,0.0
2002-01-02,2002,2001,3,44,20,32,0.2,32,0.01,0.03287682682275772,0.30836693721131286,0.09509016796508578,0.23566771924495694,-0.14394187025667105,-6.618889682680032,0.2270676691729323,0.5,0.6666666666666666,0.6173861809603115,0.0
2003-01-02,2003,2002,3,44,20,16,0.2,32,0.01,0.036451175808906555,0.2853139997951372,0.08140407847909956,0.20237344384193423,0.020702815289027843,-0.9021152348234727,0.42105263157894735,0.65,0.6567895774291853,0.9387390278220772,0.0
2004-01-02,2004,2003,3,44,20,32,0.2,64,0.01,0.032981988042593,0.38608378946857497,0.14906069249041493,0.2836270582675934,-0.793211338230555,-11.065019452590231,0.004511278195488721,0.7,0.5345224838248488,0.727176525971341,0.0
2005-01-03,2005,2004,3,44,20,16,0.2,32,0.01,0.0399051308631897,0.3375530160425966,0.11394203863945347,0.26651666224002835,-0.37073129190319976,-41.16982212202764,-0.29473684210526313,0.45,0.37605071654517747,0.5827364569909603,0.0
2006-01-03,2006,2005,3,44,20,16,0.2,32,0.01,0.033310167491436005,0.2840078784797511,0.08066047503856907,0.22149244055151943,0.0296484205886427,-3.7516076566941576,0.4367474832474448,0.7,0.8043996665398437,0.6221544017786289,0.0
2007-01-03,2007,2006,3,44,19,32,0.3,32,0.01,0.03700944036245346,0.33220150125978876,0.11035783743925744,0.28306208703656605,-0.32797264385239777,-7.046599533286608,0.12982456140350876,0.631578947368421,0.5669467095138409,0.7409669323409993,0.0
2008-01-02,2008,2007,3,44,19,16,0.2,32,0.01,0.03437059745192528,0.3037371384538974,0.09225624927616202,0.265504835962919,-0.11015019962314976,-4.090182686058857,0.28771929824561404,0.42105263157894735,0.0,0.6106233641199352,0.0
2009-01-02,2009,2008,3,44,19,16,0.2,32,0.01,0.032377585768699646,0.2758243779833392,0.07607908748989596,0.22881274024370304,0.0845149805382518,-0.4806784347649431,0.3596491228070175,0.6842105263157895,0.6546536707079771,0.7814983522774454,0.0
2010-01-04,2010,2009,3,44,20,16,0.2,32,0.01,0.03820839896798134,0.3671753490251407,0.13481773693173388,0.2870867671072483,-0.6218675119607082,-6.749048840039999,-0.006769462682562611,0.5,0.5241424183609592,0.8738267514087453,0.0
