rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,PEP,0.10000390559434891,1.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,CSCO,0.10000390559434891,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,IBM,0.10000390559434891,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,INTC,0.07622949779033661,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,WMT,0.07139579206705093,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,AIG,0.06935068964958191,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,VZ,0.057158514857292175,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,DIS,0.05528875067830086,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,C,0.044652752578258514,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,GE,0.04418756440281868,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,XOM,0.04292406141757965,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,T,0.04058428853750229,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,LLY,0.040496185421943665,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,PFE,0.02927119843661785,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,MSFT,0.025986654683947563,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,MRK,0.02551041729748249,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,JNJ,0.02364140748977661,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,BMY,0.02244746685028076,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,PG,0.02009883150458336,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-01-02,1998,1997,KO,0.010764263570308685,0.0,0.0,16,0.1,0.01,0.044887,3,44
1998-07-01,1998,1997,VZ,0.10000653564929962,0.485353,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,IBM,0.10000653564929962,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,BMY,0.08461018651723862,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,WMT,0.07452741265296936,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,LLY,0.06783262640237808,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,CSCO,0.05990858003497124,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,PFE,0.05978242680430412,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,INTC,0.0569569356739521,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,GE,0.05437818542122841,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,T,0.052329305559396744,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,MSFT,0.043307844549417496,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,XOM,0.04071585461497307,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,JNJ,0.03563370183110237,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,AIG,0.03555452823638916,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,DIS,0.033680252730846405,0.0,0.0,16,0.3,0.01,0.049265,3,44
1998-07-01,1998,1997,MRK,0.0313258171081543,0.0,0.0,16,0.3,0.01,0.049265,3,44
