rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,8,49,20,32,32,0.01,0.03582176938652992,0.2774560031408259,0.076981833678882,0.24310949489474298,0.07390275273525415,0.6467105647523119,0.42105263157894735,0.5,0.6666666666666666,1.0000000381842256,0.0
1999-01-04,1999,1998,8,49,20,32,64,0.01,0.036936383694410324,0.32588720054725107,0.10620246748052423,0.27064092323184014,-0.2776236689386373,0.23274586644337636,-0.03909774436090225,0.3,0.29649972666444047,0.8551623669600245,0.0
2000-01-03,2000,1999,8,49,20,16,32,0.01,0.03864271938800812,0.35787113782783564,0.12807175129018974,0.2886823928356171,-0.5407127974759669,-4.174671794119874,0.027830013250535173,0.6,0.5945883900105632,0.6188053188079126,0.0
2001-01-02,2001,2000,8,49,20,32,32,0.01,0.029382282868027687,0.3780076541663549,0.14288978660835058,0.3220145423710346,-0.7189748764914357,-6.6408137565568035,-0.05563909774436089,0.35,0.3227486121839514,0.6790490075648041,0.0
2002-01-02,2002,2001,8,49,20,16,32,0.01,0.037079136818647385,0.3358264172841528,0.11277938254590991,0.29947569638490673,-0.35674445168011926,-6.753106230456959,-0.3058533347048714,0.35,0.408248290463863,0.6256729316808748,0.0
2003-01-02,2003,2002,8,49,20,32,32,0.01,0.03472404554486275,0.32822999238343437,0.10773492790002936,0.26551566809415816,-0.2960592830078721,-0.8774023928136345,0.07969924812030074,0.45,0.5239368319955838,0.8485466819899219,0.0
2004-01-02,2004,2003,8,49,20,16,32,0.01,0.0382821150124073,0.2898584545191296,0.08401792365621832,0.23654060035943986,-0.010741938721423372,-6.51877624981394,0.13684210526315788,0.55,0.46291004988627577,0.7911622462869704,0.0
2005-01-03,2005,2004,8,49,20,16,32,0.01,0.03571818396449089,0.3363531494022589,0.11313344111281831,0.267969987988472,-0.3610038028609719,-36.85838048628839,0.18496240601503755,0.6,0.5945883900105632,1.0264594902352981,0.0
2006-01-03,2006,2005,8,49,20,16,64,0.01,0.0326545313000679,0.27620502333687524,0.0762892149165238,0.2268990686535835,0.08223500852302201,-2.960181617770444,0.31879699248120297,0.55,0.5940885257860046,0.713114925848337,0.0
2007-01-03,2007,2006,8,49,19,16,32,0.01,0.04039028286933899,0.35805693330254973,0.12820476748602655,0.31156808649734113,-0.5427307020818526,-4.783726080648281,-0.25789473684210523,0.47368421052631576,0.4629100498862757,0.6607671684346048,0.0
2008-01-02,2008,2007,8,49,20,16,32,0.01,0.03636431321501732,0.33900010410494175,0.11492107058316134,0.294402938336134,-0.38250911979742996,-4.300231471978141,0.12481203007518797,0.25,0.0,0.8461587212082023,0.0
2009-01-02,2009,2008,8,49,19,16,32,0.01,0.035603586584329605,0.2561954598079369,0.0656361136262002,0.19884056034510814,0.21017876603139096,-0.8143427797437888,0.48245614035087714,0.631578947368421,0.5345224838248488,0.7291831803220106,0.0
