rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_batch,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,LLY,0.09992548078298569,1.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,BMY,0.09992548078298569,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,C,0.09252545982599258,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,INTC,0.08794932812452316,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,PFE,0.07721530646085739,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,MSFT,0.06893541663885117,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,CSCO,0.05734182521700859,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,IBM,0.053993675857782364,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,DIS,0.049069397151470184,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,VZ,0.04775648191571236,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,AIG,0.03753708675503731,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,GE,0.035098932683467865,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,PEP,0.03426956757903099,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,PG,0.03327823057770729,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,WMT,0.030985968187451363,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,XOM,0.025051597505807877,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,T,0.021168742328882217,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,MRK,0.01930972747504711,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,JNJ,0.01866973005235195,0.0,0.0,16,64,0.01,0.04678,1,42
1998-01-02,1998,1997,KO,0.009992547333240509,0.0,0.0,16,64,0.01,0.04678,1,42
1998-02-02,1998,1997,VZ,0.10000103712081909,0.498472,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,T,0.08134844899177551,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,CSCO,0.07521292567253113,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,INTC,0.07345014065504074,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,IBM,0.06673275679349899,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,DIS,0.062127236276865005,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,C,0.05915733799338341,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,LLY,0.05367426574230194,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,GE,0.052861567586660385,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,MSFT,0.04949143901467323,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,PEP,0.04696592316031456,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,JNJ,0.0442042239010334,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,BMY,0.04302537813782692,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,KO,0.03881237283349037,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,PFE,0.03356635197997093,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,XOM,0.031190278008580208,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,AIG,0.03023410029709339,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,WMT,0.024375561624765396,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,PG,0.023557066917419434,0.0,0.0,16,32,0.01,0.045196,1,42
1998-02-02,1998,1997,MRK,0.01001154538244009,0.0,0.0,16,32,0.01,0.045196,1,42
1998-03-02,1998,1997,CSCO,0.09989070147275925,0.522775,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,PEP,0.09421909600496292,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,C,0.08465137332677841,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,IBM,0.07499780505895615,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,AIG,0.07293490320444107,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,INTC,0.06959553807973862,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,XOM,0.06782836467027664,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,BMY,0.056201592087745667,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,DIS,0.04634462296962738,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,MRK,0.045696087181568146,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,WMT,0.045221731066703796,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,LLY,0.03943324089050293,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,PG,0.037012092769145966,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,VZ,0.035799358040094376,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,T,0.0318753644824028,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,MSFT,0.02628660574555397,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,JNJ,0.022497719153761864,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,GE,0.022264717146754265,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,KO,0.017249170690774918,0.0,0.0,16,32,0.01,0.042344,1,42
1998-03-02,1998,1997,PFE,0.009999891743063927,0.0,0.0,16,32,0.01,0.042344,1,42
1998-04-01,1998,1997,AIG,0.05000000074505806,0.442239,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,BMY,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,C,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,CSCO,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,DIS,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,GE,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
1998-04-01,1998,1997,IBM,0.05000000074505806,0.0,0.0,16,32,0.01,0.047392,1,42
