rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_nodes,best_dropout,best_lr,best_val_loss,run_number,seed
1998-01-02,1998,1997,CSCO,0.10000793635845184,1.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,PEP,0.10000793635845184,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,INTC,0.09600116312503815,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,WMT,0.08291192352771759,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,IBM,0.07462669909000397,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,LLY,0.06174485385417938,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,PFE,0.06138087064027786,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,AIG,0.05779730901122093,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,T,0.054980192333459854,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,XOM,0.05299566313624382,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,DIS,0.040798336267471313,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,PG,0.03879614174365997,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,GE,0.03567272052168846,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,BMY,0.03240135312080383,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,MRK,0.02414429746568203,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,VZ,0.02363349311053753,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,MSFT,0.022236164659261703,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,JNJ,0.016274863854050636,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,KO,0.012968592345714569,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-01-02,1998,1997,C,0.010619553737342358,0.0,0.0,32,0.3,0.01,0.047567,2,43
1998-04-01,1998,1997,INTC,0.1000097393989563,0.459664,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,CSCO,0.1000097393989563,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,C,0.1000097393989563,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,IBM,0.1000097393989563,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,XOM,0.07818008959293365,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,LLY,0.07268111407756805,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,WMT,0.051406338810920715,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,JNJ,0.04861242324113846,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,PFE,0.0475056990981102,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,PEP,0.04696861281991005,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,AIG,0.042198169976472855,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,VZ,0.034346722066402435,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,T,0.03383287042379379,0.0,0.0,16,0.1,0.01,0.044744,2,43
1998-04-01,1998,1997,GE,0.030459251254796982,0.0,0.0,16,0.1,0.01,0.044744,2,43
