rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_batch,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
1998-01-02,1998,1997,6,47,20,16,64,0.01,0.035664819180965424,0.3402515338106915,0.11577110626052814,0.3023969185352326,-0.39273511290860896,-0.13689273260352586,-0.33082706766917286,0.2,0.0,1.0000000093132257,0.0
1998-07-01,1998,1997,6,47,20,32,32,0.01,0.03774096816778183,0.32333962959151347,0.10454851606437714,0.2327407798171043,-0.2577265090451384,-1.9975085146167988,0.07669172932330826,0.4,0.28867513459481287,0.4872583780827588,0.0
1999-01-04,1999,1998,6,47,20,16,32,0.01,0.03872744366526604,0.26984537868619773,0.07281652839829747,0.22907274156808852,0.12401168844153432,-1.7072874033584702,0.43458646616541347,0.55,0.5976143046671968,0.802800292967546,0.0
1999-07-01,1999,1998,6,47,20,16,32,0.01,0.03871292993426323,0.32481065143285975,0.10550195928423874,0.2516110533475876,-0.2691965026675336,-1.8936252856938198,-0.05126950139815501,0.55,0.529150262212918,0.5246356295274848,0.0
2000-01-03,2000,1999,6,47,20,16,32,0.01,0.040219131857156754,0.3009519534394808,0.09057207827903942,0.2721691340208054,-0.08958891162754168,-2.959096311530373,-0.15037593984962402,0.25,0.24618298195866545,0.8019703530294366,0.0
2000-07-03,2000,1999,6,47,20,16,32,0.01,0.03983922302722931,0.35913819616009884,0.12898024394112964,0.31056957960128784,-0.5516420323744917,-4.884678791177885,-0.31127819548872177,0.45,0.4472135954999579,0.4886451156898303,0.0
2001-01-02,2001,2000,6,47,20,32,32,0.01,0.03541799634695053,0.37807192841304177,0.14293838305395618,0.3292364811897278,-0.7195594953859388,-5.967080169681554,-0.30526315789473685,0.4,0.3779644730092272,0.6777760273671624,0.0
2001-07-02,2001,2000,6,47,20,32,32,0.01,0.03421623259782791,0.39467111545024874,0.15576528937074358,0.34329987883567814,-0.8738681428059376,-19.97573260177933,-0.22556390977443608,0.35,0.3481553119113957,0.5347278487738943,0.0
2002-01-02,2002,2001,6,47,20,16,32,0.01,0.04247492179274559,0.3002424235614972,0.09014551290608148,0.258663501739502,-0.08445729811827363,-6.574994253144765,0.12481203007518797,0.6,0.6,0.7587642947730913,0.0
2002-07-01,2002,2001,6,47,20,16,32,0.01,0.03488442674279213,0.37731389899433104,0.14236577837430425,0.3288782471418381,-0.7126710180367426,-23.959413436789752,-0.2625047195793724,0.35,0.3779644730092272,0.6258818785518174,0.0
2003-01-02,2003,2002,6,47,20,16,64,0.01,0.041050415486097336,0.2938615511904258,0.08635461126804322,0.24897141426801683,-0.03885246638247519,-14.611021734701922,0.009022556390977442,0.25,0.28005601680560194,0.8134680807796204,0.0
2003-07-01,2003,2002,6,47,20,16,64,0.01,0.042267557233572006,0.308457914289299,0.0951462848877045,0.2580852696299553,-0.1446169610550916,-2.8758229132148276,-0.06466165413533834,0.35,0.4330127018922193,0.7817181649024163,0.0
2004-01-02,2004,2003,6,47,20,32,32,0.01,0.03896968439221382,0.4157780684830363,0.17287140223148442,0.3308943349123001,-1.079655966694549,-66.23836027439117,-0.19999999999999998,0.45,0.4879500364742666,0.9562248681553864,0.0
2004-07-01,2004,2003,6,47,20,32,32,0.01,0.038071341812610626,0.2611562068795103,0.06820256439169357,0.21618868499994276,0.17951802235556602,-9.48510917575139,0.3639097744360902,0.65,0.6546536707079772,0.7766604987704679,0.0
2005-01-03,2005,2004,6,47,20,32,32,0.01,0.042038694024086,0.2553799811281601,0.06521893476101943,0.2124377927184105,0.21541131114563083,-26.948161841523316,0.47368421052631576,0.65,0.6454972243679028,0.7693278682866618,0.0
2005-07-01,2005,2004,6,47,20,32,32,0.01,0.0393904484808445,0.3563945310614412,0.12701706177050456,0.2817652615904808,-0.5280248032541901,-54.35853567770271,-0.025563909774436087,0.45,0.28867513459481287,0.7342688209366001,0.0
2006-01-03,2006,2005,6,47,20,16,32,0.01,0.03573006018996239,0.2924720835385111,0.08553991964935784,0.24840127125382425,-0.02905166495468081,-29.70978585179159,0.24511278195488717,0.5,0.4898979485566356,0.7613899791162132,0.0
2006-07-03,2006,2005,6,47,20,32,32,0.01,0.039254140108823776,0.39801208207183186,0.15841361747515462,0.349939321577549,-0.9057277290244163,-8.709742242616906,-0.24812030075187969,0.65,0.0,0.3704722505684932,0.0
2007-01-03,2007,2006,6,47,19,32,32,0.01,0.03537876904010773,0.3223200024353214,0.10389018396990558,0.2687886817551055,-0.25014521377119725,-25.667503939881232,0.21052631578947367,0.47368421052631576,0.4767312946227962,0.7148298215384005,0.0
2007-07-02,2007,2006,6,47,20,16,32,0.01,0.04161517694592476,0.4241697878173917,0.17992000889705106,0.37169221937656405,-1.1644512348517417,-11.567786081016461,-0.5187969924812029,0.3,0.30151134457776363,0.7468563220544905,0.0
2008-01-02,2008,2007,6,47,20,16,64,0.01,0.040452033281326294,0.3261096955024672,0.10634753350071187,0.28236784011125565,-0.2793688240687142,-5.112429441631822,-0.04210526315789473,0.85,0.0,0.8315368854380778,0.0
2008-07-01,2008,2007,6,47,20,16,32,0.01,0.04046033322811127,0.2892755144494503,0.08368032325999414,0.25721056908369067,-0.006680580571357897,-5.021785288952121,0.22105263157894736,0.5,0.6666666666666666,0.5021146464028189,0.0
2009-01-02,2009,2008,6,47,19,16,64,0.01,0.040621984750032425,0.3245734274555359,0.10534790981023404,0.27441947405688316,-0.2676865147164831,-5.9655400141306005,0.03508771929824562,0.5789473684210527,0.0,0.8272304825268871,0.0
2009-07-01,2009,2008,6,47,19,16,64,0.01,0.041077807545661926,0.29644690248175515,0.08788076599102725,0.26017668133297134,-0.0574985507586947,-0.4750233876023855,0.10701754385964912,0.10526315789473684,0.23570226039551584,0.520294521435227,0.0
2010-01-04,2010,2009,6,47,20,32,64,0.01,0.04028725251555443,0.31342957608983546,0.09823809916785395,0.26888106495141983,-0.18181171931252815,-13.909311419505567,0.22255639097744356,0.8,0.0,0.8248349297113132,0.0
2010-07-01,2010,2009,6,47,20,16,32,0.01,0.040269043296575546,0.3351811292895526,0.11234638943181978,0.28560499280691154,-0.3515355119617418,-1.4919371806351212,-0.12481203007518797,0.55,0.5270462766947299,0.588616566660476,0.0
2011-01-03,2011,2010,6,47,20,16,32,0.01,0.03875594958662987,0.298842702836909,0.0893069610388691,0.2652108561992645,-0.07436945610669587,-19.190429837498893,0.12330827067669171,0.5,0.502518907629606,0.7922740640056471,0.0
2011-07-01,2011,2010,6,47,20,32,64,0.01,0.03773081675171852,0.31270525888388223,0.09778457893363582,0.27889880597591404,-0.17635583679561906,-8.15285198364056,-0.004511278195488721,0.3,0.28426762180748055,0.8058840727849362,0.0
