date,log_return,cumulative_value
1998-01-02,0.00851496046339155,1.0085513158542148
1998-01-05,0.005134861021255558,1.0137434056153707
1998-01-06,-0.009187889825087423,1.0044719008984664
1998-01-07,-0.003149469987146637,1.0013133233271556
1998-01-08,-0.00459534914112234,0.9967224953143887
1998-01-09,-0.029871191572380117,0.9673894936598162
1998-01-12,0.01971827900198074,0.9866540574363629
1998-01-13,0.008826590308542137,0.9954013963750914
1998-01-14,0.003475284096510774,0.9988667170166871
1998-01-15,-0.007266883488193339,0.9916343790693347
1998-01-16,0.010768758978996113,1.0023707556642425
1998-01-20,0.025799673803642557,1.0285680823189562
1998-01-21,-0.011434158458466643,1.016874253828338
1998-01-22,-0.0072739293719811405,1.0095044186509192
1998-01-23,-0.004105676231773237,1.0053682171157423
1998-01-26,-0.0004942815393234292,1.0048714049584533
1998-01-27,0.016180034221200824,1.0212625053726543
1998-01-28,0.011505869804481535,1.0330808787473138
1998-01-29,0.007466498153166481,1.0408232434275495
1998-01-30,-0.004335563078861437,1.0363204567129183
1998-02-02,0.01992038348081359,1.057171346982146
1998-02-03,0.0018362421281098438,1.0591143529148297
1998-02-04,-6.505094749539217e-06,1.0591074632980222
1998-02-05,-0.006475659787260244,1.0522712022274054
1998-02-06,0.007396447320864835,1.060083125366775
1998-02-09,-0.006028473876024387,1.0537116663225035
1998-02-10,0.010580544394084089,1.0649196983674432
1998-02-11,0.003846519137483408,1.069023820599168
1998-02-12,0.004497692562995241,1.073842790084679
1998-02-13,-0.004439336360674427,1.0690862065898157
1998-02-17,3.179266220989341e-05,1.0691201962267627
1998-02-18,0.010617734743046088,1.0805323090591163
1998-02-19,-0.0037429253628113142,1.0764955166932497
1998-02-20,0.00744831324445397,1.0845435273531885
1998-02-23,0.011064262798008827,1.0966098312402484
1998-02-24,-0.007259248548005608,1.0886780919797798
1998-02-25,0.012810224639766407,1.1027140126036825
1998-02-26,0.00024828379015824165,1.10298783260932
1998-02-27,-0.0021750100435431333,1.1005914300400328
1998-03-02,-0.006139651366050346,1.093854883547903
1998-03-03,0.0031470382675297085,1.097302709099466
1998-03-04,-0.01061980193771337,1.0857112302086704
1998-03-05,-0.013829403750552156,1.0707998367425375
1998-03-06,0.021981156254281674,1.094597851004111
1998-03-09,-0.001080459714458581,1.0934158208055647
1998-03-10,0.009930146721570318,1.104327688893268
1998-03-11,0.004719123976191167,1.109551464294858
1998-03-12,0.004688370963575818,1.1147656666691215
1998-03-13,-0.0005839734134015714,1.1141148632020699
1998-03-16,0.011025062868124753,1.1264660105907647
1998-03-17,-5.482327491227179e-05,1.126404255727804
1998-03-18,0.00028526426942529303,1.1267256244502193
1998-03-19,0.004642822464155939,1.1319689740422805
1998-03-20,0.011537762756504711,1.1451049979542995
1998-03-23,-0.004656840121690208,1.1397848242699198
1998-03-24,0.01063672329798474,1.1519731068446788
1998-03-25,-0.0013072957807770402,1.1504681212075567
1998-03-26,-0.0017455309345906958,1.1484616951615387
1998-03-27,-0.006707232852192755,1.140784470398575
1998-03-30,-0.00012823082034416303,1.1406381960487402
1998-03-31,0.009069521781344621,1.151030293454866
1998-04-01,0.0076487251039735115,1.1598679631229698
1998-04-02,0.011931864169278418,1.1737902443221924
1998-04-03,0.003406184962038733,1.177795207952272
1998-04-06,-0.0018197036877677316,1.1756539185159427
1998-04-07,-0.009092604250918063,1.1650126145959154
1998-04-08,-0.013022685257491002,1.1499393819992594
1998-04-09,0.004308000350499575,1.1549040073857686
1998-04-13,-0.003498932983301829,1.1508701368984267
1998-04-14,0.0027606892561429725,1.1540517213829515
1998-04-15,0.002523223083897684,1.1569673281426083
1998-04-16,-0.006780706555937217,1.1491488096919429
1998-04-17,0.02320473331239401,1.1761262935027272
1998-04-20,0.00882353736250911,1.186549806297142
1998-04-21,0.008229782468339247,1.1963551456534318
1998-04-22,0.010134394895929067,1.2085411256042158
1998-04-23,-0.008186826346021317,1.1986873996847365
1998-04-24,-0.012324890759191399,1.1840043776164113
1998-04-27,-0.020081449599813558,1.1604649968700156
1998-04-28,-0.004345869693046222,1.1554327099620803
1998-04-29,0.004269024271643587,1.1603758238746202
1998-04-30,0.016231866098671038,1.1793645834556257
1998-05-01,0.002121304036098363,1.181869029713366
1998-05-04,0.004179663421119165,1.1868191822447205
1998-05-05,-0.005545009659756197,1.1802564703805023
1998-05-06,-0.009295566022886175,1.1693361523378651
1998-05-07,-0.011514868718281284,1.1559486257846572
1998-05-08,0.0142876038092496,1.1725829108411012
1998-05-11,-0.006433910338308719,1.1650628352159078
1998-05-12,0.009806071213801865,1.1765437235517864
1998-05-13,0.0029189009595532093,1.1799829551017045
1998-05-14,-0.0005772150289451097,1.1793020477400071
1998-05-15,-0.011052334812640688,1.1663397703274483
1998-05-18,0.00499347842951218,1.1721784282861925
1998-05-19,0.0029950591924024026,1.1756944347583937
1998-05-20,0.010842030370073372,1.1885107011553635
1998-05-21,-0.007971503223034868,1.1790741460057181
1998-05-22,-0.007049497598850299,1.1707914942123399
1998-05-26,-0.015949388195724914,1.1522662123389529
1998-05-27,0.00880018976560673,1.1624511225097869
1998-05-28,0.0019784751320864945,1.1647532797774338
1998-05-29,-0.012027586102290813,1.1508280209138464
1998-06-01,0.00011499832340527714,1.1509603718166994
1998-06-02,0.003974295468362759,1.155543730184017
1998-06-03,-0.012334642287835857,1.1413780554900081
1998-06-04,0.01791308907001598,1.1620078825892313
1998-06-05,0.021851958119928138,1.1876794961614912
1998-06-08,-0.0016338157788897839,1.1857406309659666
1998-06-09,0.009688422348107866,1.1972844172356911
1998-06-10,-0.003067043608751406,1.1936179192447196
1998-06-11,-0.013178246520022337,1.1779913197944425
1998-06-12,0.009082303734533182,1.1887389273966216
1998-06-15,-0.018461681814294244,1.1669941477693513
1998-06-16,0.011853810030120529,1.1809097884403166
1998-06-17,0.014866918301558911,1.1985974323818078
1998-06-18,0.0007187109955522775,1.1994591871749294
1998-06-19,-0.0019850668057063738,1.1970805422233224
1998-06-22,0.0008048737424794955,1.1980444287708418
1998-06-23,0.018606860457507497,1.2205449572102154
1998-06-24,0.0144463377846737,1.2383053393062762
1998-06-25,-0.005928396304524732,1.2309858922376924
1998-06-26,0.007078861578508788,1.2397307864042069
1998-06-29,0.007374308175892417,1.2489067348314231
1998-06-30,-0.009318971240014974,1.2373222703695435
1998-07-01,0.007445719815131655,1.2465694083943801
1998-07-02,-9.189851593211274e-05,1.2464548557794306
1998-07-06,0.005447519685423537,1.2532634713395303
1998-07-07,0.0015859844394528655,1.2552527047332462
1998-07-08,0.01249920130043637,1.271040824870826
1998-07-09,-0.002212710656808763,1.2682314885628188
1998-07-10,0.00918843017936509,1.2799382460446296
1998-07-13,0.006101492451031956,1.2877716530254761
1998-07-14,0.007044622112279536,1.2968755467839324
1998-07-15,-0.006905696295560866,1.287950570181938
1998-07-16,0.009016266212650214,1.2996155838019086
1998-07-17,0.007683250667940419,1.309639314210592
