rebalance_date,n_stocks,best_learning_rate,best_max_depth,best_reg_lambda,best_n_estimators,best_gamma,RMSE,MSE,MAE,R_squared,Spearman,Directional_Accuracy,Geometric_Score
1998-01-02,20,0.01,1,1,100,0.0,0.27933679633189973,0.07802904578496922,0.24153768569231032,0.06130471236127255,0.39622569781797967,0.75,0.6236095644623235
1999-01-04,20,0.01,1,1,100,0.0,0.27886873025358433,0.0777677687132464,0.23824617564678183,0.06444789517899085,0.3609811803761161,0.55,0.33149677206589795
2000-01-03,20,0.01,5,5,50,0.0,0.3014483676549152,0.0908711183618129,0.26409181058406833,-0.09318638630752352,-0.3142857142857143,0.3,0.22473328748774737
2001-01-02,20,0.01,3,1,50,0.1,0.2961795181905321,0.08772230699557573,0.25809073448181147,-0.05530594881895601,-0.5035826047897033,0.3,0.0
2002-01-02,20,0.1,1,5,50,0.0,0.3313162562581827,0.10977046166093776,0.292474516928196,-0.3205469071992513,-0.4101031991101775,0.5,0.5
2003-01-02,20,0.01,1,3,100,0.0,0.2870310375012229,0.0823868164890284,0.253379225730896,0.008880403139507775,-0.0994490316197694,0.5,0.0
2004-01-02,20,0.01,1,5,50,0.0,0.2891895315211228,0.08363058514140648,0.2496905267238617,-0.006082227265040263,0.024927658959412808,0.7,0.0
2005-01-03,20,0.01,1,1,50,0.0,0.2841464878309691,0.08073922654667505,0.2451000452041626,0.028701034024962047,0.3377689316780997,0.45,0.0
2006-01-03,20,0.01,2,1,50,0.0,0.2781603759328155,0.07737319473908526,0.23669757395982746,0.06919464975536538,0.5131889527364466,0.9,0.7921180343813394
2007-01-03,19,0.01,1,5,50,0.0,0.2981932304646312,0.08891920269493267,0.2580382995658304,-0.06999440576235649,-0.27888667551135854,0.631578947368421,0.0
2008-01-02,19,0.01,1,1,100,0.0,0.30613149337211043,0.0937164912342385,0.26245886979010624,-0.12772177785200345,-0.12204261661099487,0.05263157894736842,0.0
2009-01-02,19,0.01,1,5,50,0.0,0.2913658340409438,0.0848940492463748,0.2517068400937765,-0.021558392598043374,-0.21399628133801266,0.7368421052631579,0.0
2010-01-04,20,0.01,5,3,100,0.1,0.3136945069870302,0.09840424371383595,0.26293265819549555,-0.18381045069276314,-0.14887218045112782,0.45,0.39223227027636803
2011-01-03,20,0.01,2,5,50,0.1,0.2843474170518166,0.08085345358403973,0.24496796131134038,0.027326874176965887,0.20929828108422047,0.75,0.5345224838248488
2012-01-03,20,0.01,1,5,50,0.0,0.28111045692372805,0.07902308899186718,0.24197624623775482,0.04934629784219957,0.34554255194893524,0.95,0.0
2013-01-02,20,0.01,1,5,50,0.0,0.2863311801508432,0.08198554472657463,0.24739705920219418,0.013707732612636025,0.2749203747366486,0.95,0.0
2014-01-02,20,0.01,1,5,50,0.0,0.29170795683609574,0.08509353208148948,0.25173369944095614,-0.02368158895024952,-0.16690590671822925,0.65,0.36313651960128146
2015-01-02,19,0.01,5,5,50,0.0,0.282936042155129,0.08005280395040894,0.24162302824598933,0.03669792579674569,0.2631578947368421,0.7894736842105263,0.7745966692414834
2016-01-04,20,0.01,1,5,50,0.0,0.2867513217357257,0.08222632051718567,0.24836957156658174,0.010811181748142218,0.1710913885234278,1.0,
2017-01-03,20,0.05,1,3,200,0.0,0.25483204343289756,0.06493937036018618,0.21409734874963765,0.21877449190753462,0.5082706766917292,0.6,0.7453559924999299
2018-01-02,20,0.2,1,5,100,0.0,0.3352818713607032,0.11241393326313513,0.27702789962291724,-0.35234806933094887,-0.1068070778804323,0.45,0.44946657497549475
2019-01-02,20,0.1,1,1,100,0.0,0.24800899955012956,0.06150846385785617,0.206600726544857,0.2600485550934598,0.4481203007518797,0.6,0.7608859102526822
2020-01-02,20,0.01,1,5,200,0.0,0.2789588177389781,0.07781802199432843,0.218554148375988,0.06384334442913175,0.36021936194741744,0.45,0.0
2021-01-04,20,0.01,5,5,50,0.1,0.27340281115105575,0.07474909714529986,0.2300237682461738,0.10076274110917471,0.23343399966673772,0.75,0.5239368319955838
2022-01-03,20,0.01,1,5,50,0.0,0.31185223899366926,0.0972518189653646,0.26653396189212797,-0.1699466943201755,-0.6517361251804599,0.15,0.0
2023-01-03,20,0.01,3,1,100,0.1,0.24874314210689424,0.06187315074521058,0.20625727027654647,0.2556613444185194,0.6977443609022556,0.7,0.5656854249492381
2024-01-02,20,0.01,1,3,50,0.0,0.28423597417765395,0.08079008901671997,0.2423671305179596,0.028089154686075535,0.05332206447786852,0.9,0.0
2025-01-02,20,0.01,2,1,100,0.0,0.2642531531154997,0.06982972893148373,0.22434683442115783,0.15994311059869215,0.38759415838686784,0.55,0.6123724356957945
