rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_n_estimators,best_reg_lambda,best_subsample,best_colsample,val_R2_selected
2007-01-03,2007,2006,C,0.058212634176015854,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,GE,0.05682829022407532,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,WFC,0.05682829022407532,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,CVX,0.04046720638871193,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,XOM,0.04046720638871193,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,T,0.038650479167699814,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,VZ,0.020876090973615646,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,PG,0.020876090973615646,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,JPM,0.020876090973615646,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,MSFT,0.01146842073649168,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,IBM,0.01146842073649168,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,AIG,0.01146842073649168,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2007-01-03,2007,2006,CSCO,0.01146842073649168,0.0,0.0,0.05,2,200,5,1.0,1.0,-0.000609
2008-01-02,2008,2007,C,0.1000881940126419,0.85596,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,AAPL,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,PG,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,PFE,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,KO,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,JNJ,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,GE,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,AIG,0.1000881940126419,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,JPM,0.021438829600811005,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,INTC,0.021438829600811005,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,CSCO,0.021438829600811005,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,BAC,0.021438829600811005,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,XOM,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,MSFT,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,WMT,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,T,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,GOOGL,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,CVX,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,IBM,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
2008-01-02,2008,2007,VZ,0.014192402362823486,0.0,0.0,0.1,1,135,1,1.0,1.0,0.01159
