rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_min_child_weight,best_gamma,best_n_estimators,best_reg_lambda,best_subsample,best_colsample,val_R2_selected
1998-01-02,1998,1997,CSCO,0.10000856965780258,1.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,INTC,0.10000856965780258,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,BMY,0.10000856965780258,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,LLY,0.10000856965780258,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,C,0.10000856965780258,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,IBM,0.10000856965780258,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,T,0.08394703269004822,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,JNJ,0.08394703269004822,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,GE,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,XOM,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,MSFT,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,KO,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,WMT,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,PFE,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,MRK,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,PG,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,AIG,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,DIS,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,VZ,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-01-02,1998,1997,PEP,0.01933787390589714,0.0,0.0,0.3,1,1,0.5,100,5,1.0,1.0,0.045438
1998-07-01,1998,1997,INTC,0.09996063262224197,0.551983,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,LLY,0.09996063262224197,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,DIS,0.08282541483640671,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,C,0.08232980221509933,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,PFE,0.07748335599899292,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,IBM,0.0733916163444519,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,T,0.07136867940425873,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,BMY,0.06328316032886505,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,VZ,0.06108034402132034,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,AIG,0.039960481226444244,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,WMT,0.03882027789950371,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,GE,0.03726989030838013,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,MSFT,0.029611745849251747,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,PEP,0.026588790118694305,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,PG,0.026484845206141472,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
1998-07-01,1998,1997,XOM,0.02630859613418579,0.0,0.0,0.1,5,10,0.5,100,1,1.0,1.0,-0.002642
