rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_n_estimators,best_reg_lambda,best_subsample,best_colsample,val_R2_selected
2002-07-01,2002,2001,INTC,0.08368732035160065,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,T,0.08368732035160065,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,C,0.0738234594464302,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,IBM,0.06979808956384659,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,GE,0.0677211731672287,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,HD,0.06763102114200592,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,MSFT,0.05822232738137245,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,BAC,0.05108507350087166,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,JNJ,0.05048687383532524,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,KO,0.04874537140130997,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,PG,0.038911122828722,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,CVX,0.03657141327857971,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,VZ,0.01913328841328621,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,PFE,0.017836641520261765,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,WMT,0.013957888819277287,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,XOM,0.013957888819277287,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,MRK,0.010525861755013466,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2002-07-01,2002,2001,AIG,0.010525861755013466,0.0,0.0,0.05,1,100,5,1.0,1.0,-0.038166
2003-01-02,2003,2002,INTC,0.10000884532928467,0.815009,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,VZ,0.10000884532928467,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,MSFT,0.09938301146030426,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,IBM,0.09748314321041107,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,C,0.09682168811559677,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,CSCO,0.09478893131017685,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,AIG,0.083998903632164,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,GE,0.08215565234422684,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,PFE,0.06300902366638184,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,LLY,0.0440654531121254,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,MRK,0.03031511977314949,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,JNJ,0.01645093597471714,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
