rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_min_child_weight,best_gamma,best_n_estimators,best_subsample,best_colsample,val_R2_selected
1998-04-01,1998,1997,VZ,0.05591578409075737,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,XOM,0.04266161844134331,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,PG,0.032782286405563354,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,PFE,0.031278666108846664,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,MRK,0.01264205388724804,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,KO,0.01068467553704977,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,MSFT,0.010493690147995949,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,WMT,0.010215207934379578,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,JNJ,0.010215207934379578,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-04-01,1998,1997,GE,0.010215207934379578,0.0,0.0,0.005,5,5,0.01,100,1.0,1.0,-0.099726
1998-07-01,1998,1997,T,0.09334137290716171,0.510331,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,PFE,0.09069819003343582,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,INTC,0.09069819003343582,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,LLY,0.09069819003343582,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,PEP,0.09069819003343582,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,C,0.09069819003343582,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,DIS,0.060484595596790314,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,MSFT,0.05709080398082733,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,CSCO,0.05709080398082733,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,VZ,0.03633756563067436,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,XOM,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,JNJ,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,BMY,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,IBM,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,PG,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,WMT,0.03369438648223877,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,GE,0.009999390691518784,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,KO,0.009999390691518784,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,MRK,0.009999390691518784,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-07-01,1998,1997,AIG,0.009999390691518784,0.0,0.0,0.01,1,10,0.001,100,1.0,1.0,-0.023192
1998-10-01,1998,1997,C,0.10000546276569366,0.862456,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,PEP,0.10000546276569366,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,DIS,0.10000546276569366,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,KO,0.10000546276569366,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,AIG,0.06085554137825966,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,BMY,0.06085554137825966,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,GE,0.06085554137825966,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,PG,0.06085554137825966,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,CSCO,0.04744761064648628,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,WMT,0.04744761064648628,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,PFE,0.04744761064648628,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,INTC,0.04744761064648628,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,MRK,0.04042347893118858,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,MSFT,0.04042347893118858,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,VZ,0.02657538652420044,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,LLY,0.011868631467223167,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,XOM,0.011868631467223167,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,IBM,0.011868631467223167,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,JNJ,0.011868631467223167,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1998-10-01,1998,1997,T,0.011868631467223167,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,-0.027316
1999-01-04,1999,1998,MSFT,0.08839716762304306,0.70736,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,INTC,0.08541491627693176,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,C,0.07761867344379425,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,AIG,0.06898863613605499,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,XOM,0.06473826617002487,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,GE,0.05772450566291809,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,WMT,0.054312024265527725,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,MRK,0.05116144195199013,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,IBM,0.05095982179045677,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,BAC,0.04804040119051933,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,JNJ,0.04774525761604309,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,HD,0.046082064509391785,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,PG,0.04255605861544609,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,PFE,0.04147402569651604,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,CSCO,0.03874112293124199,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,BMY,0.03616499900817871,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,KO,0.03481331095099449,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,VZ,0.03055833838880062,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,LLY,0.0245099738240242,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-01-04,1999,1998,T,0.009999011643230915,0.0,0.0,0.05,5,10,0.001,200,1.0,1.0,0.254458
1999-04-01,1999,1998,MSFT,0.10000327974557877,0.614158,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,WMT,0.10000327974557877,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,LLY,0.10000327974557877,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,XOM,0.09104830771684647,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,C,0.07717832177877426,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,KO,0.07354751974344254,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,BMY,0.07020008563995361,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,IBM,0.055051419883966446,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,VZ,0.05272709205746651,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,HD,0.04373744875192642,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,INTC,0.03778201341629028,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,T,0.037545833736658096,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,PFE,0.03606687858700752,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,PG,0.0354914553463459,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,BAC,0.030007584020495415,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,AIG,0.01661396585404873,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,GE,0.012413125485181808,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,CSCO,0.010193022899329662,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,JNJ,0.010193022899329662,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-04-01,1999,1998,MRK,0.010193022899329662,0.0,0.0,0.01,5,10,0.001,300,1.0,1.0,0.162502
1999-07-01,1999,1998,C,0.08386049419641495,0.589485,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,PFE,0.08104097098112106,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,LLY,0.08104097098112106,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,PG,0.07230282574892044,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,IBM,0.06858330219984055,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,VZ,0.06237715855240822,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,T,0.060830749571323395,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,MRK,0.060627829283475876,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,AIG,0.05779311805963516,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,MSFT,0.056045979261398315,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,WMT,0.05096515268087387,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,BMY,0.048147257417440414,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,GE,0.04314184561371803,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,CSCO,0.03895306959748268,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,JNJ,0.035323962569236755,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,BAC,0.026798130944371223,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,KO,0.024982362985610962,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,HD,0.022428758442401886,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,XOM,0.01475698035210371,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-07-01,1999,1998,INTC,0.009999014437198639,0.0,0.0,0.05,2,3,0.001,100,1.0,1.0,-0.00137
1999-10-01,1999,1998,CSCO,0.09734779596328735,0.458125,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,IBM,0.0853046253323555,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,INTC,0.07806345820426941,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,MSFT,0.07372969388961792,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,C,0.06800606846809387,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,WMT,0.06463146209716797,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,BAC,0.06463146209716797,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,PFE,0.06463146209716797,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,T,0.059485774487257004,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,LLY,0.055232029408216476,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,AIG,0.050086334347724915,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,BMY,0.03955630585551262,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,JNJ,0.03955630585551262,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,HD,0.036802854388952255,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,VZ,0.036802854388952255,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,MRK,0.034946002066135406,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,PG,0.021208692342042923,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,KO,0.009992275387048721,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,GE,0.009992275387048721,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
1999-10-01,1999,1998,XOM,0.009992275387048721,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.10071
2000-01-03,2000,1999,ORCL,0.09794190526008606,0.73535,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,QCOM,0.09764868766069412,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,IBM,0.08357249945402145,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,PFE,0.08206438273191452,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,BMY,0.07603718340396881,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,T,0.07318347692489624,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,CSCO,0.07185185700654984,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,INTC,0.06500162929296494,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,MSFT,0.05476199463009834,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,WMT,0.05476199463009834,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,KO,0.04879864305257797,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,MRK,0.03817502036690712,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,C,0.0364982970058918,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,VZ,0.02644057385623455,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,JNJ,0.021317346021533012,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,XOM,0.021317346021533012,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,HD,0.0206451416015625,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,AIG,0.009994004853069782,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,PG,0.009994004853069782,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-01-03,2000,1999,GE,0.009994004853069782,0.0,0.0,0.01,1,10,0.001,300,1.0,1.0,0.086738
2000-04-03,2000,1999,PG,0.10000938922166824,0.550952,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,QCOM,0.10000938922166824,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,BMY,0.10000938922166824,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,ORCL,0.10000938922166824,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,HD,0.07928062230348587,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,WMT,0.07928062230348587,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,CSCO,0.07883855700492859,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,T,0.07883855700492859,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,IBM,0.07883855700492859,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,INTC,0.07883855700492859,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,PFE,0.014598655514419079,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,MSFT,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,MRK,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,VZ,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,C,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,KO,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,AIG,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,GE,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,XOM,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-04-03,2000,1999,JNJ,0.012383156456053257,0.0,0.0,0.005,1,1,0.001,300,1.0,1.0,0.176456
2000-07-03,2000,1999,CSCO,0.10000691562891006,0.627776,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,BMY,0.10000691562891006,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,QCOM,0.10000691562891006,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,ORCL,0.10000691562891006,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,HD,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,WMT,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,MSFT,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,INTC,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,PG,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,T,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,GE,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,IBM,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,KO,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,XOM,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,C,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,MRK,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,JNJ,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,AIG,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,PFE,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-07-03,2000,1999,VZ,0.037498269230127335,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.03504
2000-10-02,2000,1999,ORCL,0.1000063568353653,0.241121,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.148555
2000-10-02,2000,1999,QCOM,0.1000063568353653,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.148555
2000-10-02,2000,1999,INTC,0.1000063568353653,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.148555
2000-10-02,2000,1999,CSCO,0.1000063568353653,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.148555
2000-10-02,2000,1999,GE,0.037498414516448975,0.0,0.0,0.005,1,1,0.001,100,1.0,1.0,-0.148555
