rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_min_child_weight,best_gamma,best_n_estimators,best_subsample,best_colsample,val_R2_selected
1998-02-02,1998,1997,AIG,0.014121039770543575,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-02-02,1998,1997,XOM,0.013343937695026398,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-02-02,1998,1997,MRK,0.009999590925872326,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-02-02,1998,1997,GE,0.009999590925872326,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-02-02,1998,1997,WMT,0.009999590925872326,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-02-02,1998,1997,PG,0.009999590925872326,0.0,0.0,0.005,5,3,0.005,100,1.0,1.0,-0.033197
1998-03-02,1998,1997,BMY,0.09933794289827347,0.57395,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,WMT,0.07868508249521255,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,CSCO,0.07726812362670898,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,PEP,0.07704184204339981,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,JNJ,0.07220590859651566,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,C,0.0720551609992981,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,PG,0.0697212740778923,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,PFE,0.05627281963825226,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,VZ,0.0500008799135685,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,XOM,0.04800693318247795,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,IBM,0.045855067670345306,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,INTC,0.04280985891819,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,T,0.04000917449593544,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,KO,0.035231973975896835,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,LLY,0.03505685180425644,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,AIG,0.027806147933006287,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,GE,0.026557089760899544,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,DIS,0.026080531999468803,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,MRK,0.009998703375458717,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-03-02,1998,1997,MSFT,0.009998703375458717,0.0,0.0,0.005,5,10,0.001,300,1.0,1.0,-0.005834
1998-04-01,1998,1997,XOM,0.10000460594892502,0.601477,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,KO,0.10000460594892502,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,INTC,0.09572399407625198,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,PEP,0.09314493089914322,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,IBM,0.06929881125688553,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,PG,0.06791160255670547,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,JNJ,0.06182585284113884,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,C,0.04810880497097969,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,AIG,0.046691279858350754,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,LLY,0.043890465050935745,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,T,0.04111975431442261,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,DIS,0.04111975431442261,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,MRK,0.03678181767463684,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,GE,0.0313163660466671,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,CSCO,0.030152469873428345,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,BMY,0.026888471096754074,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,PFE,0.025744836777448654,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
1998-04-01,1998,1997,MSFT,0.02024300955235958,0.0,0.0,0.05,1,10,0.001,100,1.0,1.0,0.034768
